bangladesh_test	Total	Male	Female
 70-74 	32095.769128	15782.134773	16313.634354
 75-79 	21073.228407	10371.564108	10701.664299
 80+ 	17733.932136	8817.467276	8916.464860
Total	1080704.039153	536645.925158	544058.113995
2040			
 0-4	118876.662070	60790.214668	58086.447402
 5-9	57896.249108	29612.139234	28284.109874
 10-14 	27407.481478	14016.018292	13391.463185
 15-19 	90922.171179	46434.011698	44488.159481
 20-24 	86450.506221	43802.739526	42647.766695
 25-29 	83125.863359	41658.295578	41467.567781
 30-34 	80116.004087	39820.211827	40295.792260
 35-39 	81602.259317	40407.580000	41194.679317
 40-44 	80682.923537	39839.117181	40843.806356
 45-49 	76604.314444	37511.555709	39092.758735
 50-54 	70571.488674	33905.165593	36666.323081
 55-59 	63634.416211	30186.875847	33447.540364
 60-64 	53417.857064	25263.462510	28154.394554
 65-69 	41622.460591	19826.308584	21796.152007
 70-74 	33325.235399	16312.811429	17012.423970
 75-79 	22368.122326	10973.840158	11394.282169
 80+ 	18998.208258	9400.743740	9597.464517
Total	1087622.223323	539761.091574	547861.131749
2041			
 0-4	118249.727032	60471.364627	57778.362405
 5-9	57470.553107	29392.673177	28077.879930
 10-14 	27141.371778	13881.360543	13260.011235
 15-19 	90131.535179	46021.524906	44110.010273
 20-24 	86076.661449	43605.580454	42471.080994
 25-29 	83040.514279	41613.816945	41426.697333
 30-34 	79904.187454	39724.362477	40179.824977
 35-39 	80936.115978	40066.748797	40869.367181
 40-44 	80892.128096	39954.176257	40937.951839
 45-49 	77373.054787	37964.345577	39408.709210
 50-54 	71621.909488	34517.590309	37104.319178
 55-59 	64840.521477	30763.124442	34077.397035
 60-64 	55211.361534	26087.511706	29123.849828
 65-69 	43388.799970	20570.832670	22817.967300
 70-74 	33946.401187	16501.302324	17445.098864
 75-79 	23640.706572	11567.206851	12073.499722
 80+ 	20391.909608	10039.525986	10352.383622
Total	1094257.458975	542743.048049	551514.410926
2042			
 0-4	117632.502761	60158.257886	57474.244875
 5-9	57071.928957	29187.185522	27884.743435
 10-14 	26881.625228	13749.615090	13132.010138
 15-19 	89295.110219	45589.205620	43705.904599
 20-24 	85639.627578	43374.764878	42264.862700
 25-29 	82850.166263	41512.504440	41337.661823
 30-34 	79920.362080	39746.316833	40174.045246
 35-39 	80110.087804	39645.089501	40464.998303
 40-44 	80978.872665	40002.866657	40976.006008
 45-49 	78071.785313	38369.158774	39702.626539
 50-54 	72647.247939	35125.241674	37522.006265
 55-59 	65954.945280	31318.777166	34636.168114
 60-64 	56900.024262	26862.736791	30037.287471
 65-69 	44969.269745	21229.063621	23740.206124
 70-74 	34841.827406	16819.663880	18022.163526
 75-79 	24898.827498	12151.321302	12747.506196
 80+ 	21898.698925	10727.805515	11170.893410
Total	1100562.909921	545569.575150	554993.334771
2043			
 0-4	117021.026927	59848.457709	57172.569218
 5-9	56696.992439	28994.338659	27702.653781
 10-14 	26630.242316	13621.582187	13008.660128
 15-19 	88427.566947	45145.043354	43282.523594
 20-24 	85126.522712	43103.306423	42023.216290
 25-29 	82585.916021	41372.133017	41213.783004
 30-34 	80035.784152	39817.741756	40218.042396
 35-39 	79256.072094	39211.135332	40044.936763
 40-44 	80934.697477	39982.724935	40951.972542
 45-49 	78657.400041	38704.090145	39953.309896
 50-54 	73613.160241	35706.539058	37906.621183
 55-59 	67023.902062	31876.775618	35147.126443
 60-64 	58470.742827	27582.969363	30887.773464
 65-69 	46680.804721	21973.671783	24707.132938
 70-74 	35706.509888	17107.421267	18599.088620
 75-79 	26149.740822	12725.245073	13424.495749
 80+ 	23497.441559	11457.342807	12040.098752
Total	1106514.523247	548230.518486	558284.004761
2044			
 0-4	116410.585111	59539.293927	56871.291184
 5-9	56336.454437	28809.602359	27526.852078
 10-14 	26390.468923	13498.917017	12891.551906
 15-19 	87541.868169	44694.934731	42846.933438
 20-24 	84514.982003	42780.340019	41734.641984
 25-29 	82287.824491	41214.371542	41073.452949
 30-34 	80124.614573	39871.936509	40252.678064
 35-39 	78532.513317	38847.309128	39685.204188
 40-44 	80713.416013	39871.160207	40842.255806
 45-49 	79111.733659	38961.261931	40150.471727
 50-54 	74513.230413	36250.319134	38262.911280
 55-59 	68067.999982	32448.353406	35619.646575
 60-64 	59914.238686	28247.351355	31666.887331
 65-69 	48460.232537	22771.217802	25689.014734
 70-74 	36592.856031	17397.272471	19195.583561
 75-79 	27398.999784	13287.421226	14111.578558
 80+ 	25168.565862	12219.930665	12948.635198
Total	1112080.583991	550710.993430	561369.590561
2045			
 0-4	115794.662562	59227.335306	56567.327256
 5-9	55983.940873	28629.740368	27354.200505
 10-14 	26163.732271	13382.491534	12781.240736
 15-19 	86648.885036	44242.973082	42405.911953
 20-24 	83808.041648	42408.847780	41399.193867
 25-29 	81962.007541	41042.410582	40919.596959
 30-34 	80132.604669	39880.105019	40252.499650
 35-39 	78039.417342	38605.330702	39434.086640
 40-44 	80265.035186	39643.186198	40621.848987
 45-49 	79435.018415	39142.951060	40292.067355
 50-54 	75343.065069	36751.658794	38591.406275
 55-59 	69101.815420	33034.906062	36066.909358
 60-64 	61228.499799	28860.545462	32367.954337
 65-69 	50251.575236	23589.179360	26662.395876
 70-74 	37651.735134	17773.814660	19877.920474
 75-79 	28520.828854	13771.339372	14749.489482
 80+ 	26903.480572	13011.209940	13892.270631
Total	1117234.345624	552998.025282	564236.320343
2046			
 0-4	115168.651639	58910.154542	56258.497096
 5-9	55635.812590	28452.732060	27183.080530
 10-14 	25949.525153	13272.277256	12677.247898
 15-19 	85759.159976	43792.660061	41966.499915
 20-24 	83035.173219	42004.841869	41030.331350
 25-29 	81581.288317	40841.376082	40739.912235
 30-34 	80028.912046	39826.550657	40202.361389
 35-39 	77807.340525	38499.811305	39307.529220
 40-44 	79587.973190	39298.556375	40289.416815
 45-49 	79629.328992	39252.704056	40376.624937
 50-54 	76098.402720	37199.676573	38898.726147
 55-59 	70138.002935	33641.791040	36496.211895
 60-64 	62416.698154	29431.476226	32985.221928
 65-69 	51989.133074	24388.689731	27600.443343
 70-74 	39311.378835	18474.623003	20836.755832
 75-79 	29112.373124	13960.544036	15151.829088
 80+ 	28708.706022	13832.892189	14875.813833
Total	1121957.860511	555081.357061	566876.503450
2047			
 0-4	114529.538014	58586.150805	55943.387210
 5-9	55290.052710	28277.314917	27012.737794
 10-14 	25746.930777	13168.048393	12578.882384
 15-19 	84886.978677	43350.230657	41536.748020
 20-24 	82213.357028	41579.275665	40634.081363
 25-29 	81134.602150	40605.312331	40529.289820
 30-34 	79817.373977	39714.857839	40102.516138
 35-39 	77794.701525	38507.735124	39286.966401
 40-44 	78745.146164	38870.209390	39874.936774
 45-49 	79695.465897	39293.376242	40402.089655
 50-54 	76778.719871	37597.888893	39180.830978
 55-59 	71143.431365	34241.247268	36902.184097
 60-64 	63511.003303	29980.576396	33530.426907
 65-69 	53624.140424	25141.233963	28482.906461
 70-74 	40809.486347	19102.497390	21706.988957
 75-79 	29950.768156	14266.533364	15684.234793
 80+ 	30581.215698	14681.789790	15899.425908
Total	1126252.912083	556964.278424	569288.633659
2048			
 0-4	113874.398327	58253.777018	55620.621309
 5-9	54945.320017	28102.609738	26842.710279
 10-14 	25555.006524	13069.498866	12485.507658
 15-19 	84039.864481	42918.824848	41121.039633
 20-24 	81358.034356	41140.562079	40217.472277
 25-29 	80610.813150	40328.114053	40282.699098
 30-34 	79529.567843	39562.960938	39966.606906
 35-39 	77876.220326	38562.584781	39313.635545
 40-44 	77868.876110	38426.794001	39442.082109
 45-49 	79626.489100	39263.213548	40363.275553
 50-54 	77342.105204	37924.817529	39417.287675
 55-59 	72085.665428	34812.694640	37272.970788
 60-64 	64557.704852	30530.661645	34027.043207
 65-69 	55145.110117	25841.464099	29303.646017
 70-74 	42425.953052	19808.565854	22617.387198
 75-79 	30767.016174	14549.071307	16217.944867
 80+ 	32513.297571	15552.545117	16960.752454
Total	1130121.442633	558648.760061	571472.682572
2049			
 0-4	113205.527912	57914.146901	55291.381011
 5-9	54600.621864	27927.977595	26672.644269
 10-14 	25370.393710	12975.014156	12395.379554
 15-19 	83231.814447	42505.853485	40725.960963
 20-24 	80485.868704	40697.406433	39788.462270
 25-29 	79991.615177	40001.503250	39990.111927
 30-34 	79208.138433	39394.084946	39814.053487
 35-39 	77930.846554	38600.310687	39330.535867
 40-44 	77119.389674	38051.576675	39067.812999
 45-49 	79379.510646	39141.301940	40238.208706
 50-54 	77772.391326	38173.402735	39598.988591
 55-59 	72960.571019	35346.234395	37614.336624
 60-64 	65578.606874	31093.464147	34485.142727
 65-69 	56544.763090	26489.328875	30055.434216
 70-74 	44104.563788	20563.298180	23541.265608
 75-79 	31608.461585	14837.262480	16771.199106
 80+ 	34494.780153	16438.466177	18056.313976
Total	1133587.864956	560150.633057	573437.231899
2050			
 0-4	112528.725871	57570.186321	54958.539551
 5-9	54254.711517	27752.714629	26501.996888
 10-14 	25190.820545	12883.442157	12307.378387
 15-19 	82471.637338	42116.593195	40355.044142
 20-24 	79612.608404	40257.690062	39354.918342
 25-29 	79283.836737	39631.310187	39652.526550
 30-34 	78863.529728	39214.111824	39649.417904
 35-39 	77908.479544	38594.525149	39313.954395
 40-44 	76599.062007	37797.514580	38801.547427
 45-49 	78908.205356	38904.548254	40003.657102
 50-54 	78070.331333	38345.803454	39724.527879
 55-59 	73763.008912	35836.181827	37926.827084
 60-64 	66584.714528	31668.098618	34916.615909
 65-69 	57816.348837	27086.223802	30730.125035
 70-74 	45786.109727	21332.613200	24453.496527
 75-79 	32593.397817	15196.835545	17396.562271
 80+ 	36400.595292	17274.893150	19125.702142
Total	1136636.123492	561463.285956	575172.837536
