Vietnam_test	Total	Male	Female
 65-69 	1725860.760426	739950.108815	985910.651611
 70-74 	1450234.140195	587168.334540	863065.805655
 75-79 	1029655.871532	382968.486882	646687.384651
 80+ 	1184177.212663	371225.035036	812952.177628
Total	80882251.799683	39843391.268178	41038860.531505
2003			
 0-4	6711298.803031	3458910.244913	3252388.558117
 5-9	7325785.384229	3762108.337655	3563677.046574
 10-14 	8923685.455172	4563744.117489	4359941.337683
 15-19 	8713718.813924	4430191.742361	4283527.071563
 20-24 	7844508.259216	3962145.270082	3882362.989134
 25-29 	7086547.205167	3542929.431568	3543617.773600
 30-34 	6593843.313396	3281299.947913	3312543.365483
 35-39 	6103236.447768	3037615.256906	3065621.190862
 40-44 	5487925.174993	2711742.082049	2776183.092944
 45-49 	4527531.137959	2213067.554834	2314463.583125
 50-54 	3137098.402398	1495102.144584	1641996.257814
 55-59 	2009277.604629	903767.745393	1105509.859235
 60-64 	1725274.528702	759915.909661	965358.619040
 65-69 	1688025.122692	721068.593394	966956.529298
 70-74 	1490711.244889	601243.483871	889467.761018
 75-79 	1048744.986869	388602.159244	660142.827624
 80+ 	1230858.370813	385692.063858	845166.306955
Total	81648070.255845	40219146.085776	41428924.170069
2004			
 0-4	6722621.671535	3470817.004628	3251804.666907
 5-9	7042801.231556	3618725.870459	3424075.361098
 10-14 	8679683.375970	4443998.279060	4235685.096910
 15-19 	8831163.266780	4493771.329002	4337391.937778
 20-24 	7996756.888017	4041724.162852	3955032.725165
 25-29 	7157067.699617	3579142.758168	3577924.941449
 30-34 	6672558.872248	3319762.554546	3352796.317703
 35-39 	6168815.901722	3071911.952695	3096903.949027
 40-44 	5613414.103680	2780867.771077	2832546.332603
 45-49 	4743956.173002	2321380.005328	2422576.167675
 50-54 	3421916.590718	1638797.081658	1783119.509060
 55-59 	2127225.842738	958771.377884	1168454.464853
 60-64 	1718387.061486	752863.177633	965523.883853
 65-69 	1648656.632582	701811.038211	946845.594371
 70-74 	1517100.956107	609384.534987	907716.421121
 75-79 	1074179.670537	396732.221097	677447.449440
 80+ 	1276128.303640	399378.531938	876749.771702
Total	82412434.241937	40599839.651223	41812594.590713
2005			
 0-4	6756427.975650	3497298.800653	3259129.174997
 5-9	6841797.674004	3517396.874673	3324400.799331
 10-14 	8340663.321928	4275242.616622	4065420.705306
 15-19 	8924143.094250	4546066.165785	4378076.928465
 20-24 	8148526.644145	4121400.281852	4027126.362293
 25-29 	7245198.462765	3625372.169903	3619826.292862
 30-34 	6726289.324148	3344566.767092	3381722.557056
 35-39 	6243078.373571	3111141.715768	3131936.657804
 40-44 	5726554.064101	2843966.989778	2882587.074323
 45-49 	4938215.407222	2419503.082736	2518712.324487
 50-54 	3706979.201689	1781448.713364	1925530.488325
 55-59 	2289089.669610	1036862.919443	1252226.750167
 60-64 	1722357.224152	750415.219573	971942.004579
 65-69 	1610268.701685	683161.014674	927107.687011
 70-74 	1528030.734943	611225.295424	916805.439519
 75-79 	1106405.358421	407504.930610	698900.427811
 80+ 	1319964.643898	412293.351470	907671.292428
Total	83173989.876182	40984866.909419	42189122.966763
2006			
 0-4	6803365.793403	3532825.332561	3270540.460842
 5-9	6707509.950953	3450801.316902	3256708.634051
 10-14 	7949235.298366	4079614.142706	3869621.155660
 15-19 	8974918.543565	4578128.878544	4396789.665021
 20-24 	8292608.101364	4197803.400922	4094804.700442
 25-29 	7350249.282230	3681590.170727	3668659.111503
 30-34 	6784595.027516	3374598.310067	3409996.717450
 35-39 	6306431.187220	3143239.693085	3163191.494135
 40-44 	5825141.516050	2898929.984604	2926211.531446
 45-49 	5111441.848483	2508929.249780	2602512.598703
 50-54 	3973193.578669	1912762.362150	2060431.216518
 55-59 	2502442.209605	1142382.969468	1360059.240137
 60-64 	1737144.464503	752692.807406	984451.657097
 65-69 	1582173.093319	669135.336213	913037.757106
 70-74 	1515759.868770	603779.251183	911980.617587
 75-79 	1148946.346978	422119.553053	726826.793925
 80+ 	1361193.991251	424133.528602	937060.462649
Total	83926350.102244	41373466.287973	42552883.814271
2007			
 0-4	6855104.182904	3570345.293449	3284758.889454
 5-9	6636802.524764	3418255.863724	3218546.661040
 10-14 	7558753.241498	3884077.377072	3674675.864426
 15-19 	8942223.392218	4568122.339363	4374101.052855
 20-24 	8428010.744936	4270260.711472	4157750.033464
 25-29 	7474858.080677	3748536.188405	3726321.892272
 30-34 	6835994.538883	3401577.411643	3434417.127240
 35-39 	6369383.595916	3174966.457474	3194417.138442
 40-44 	5915007.746591	2948883.147639	2966124.598952
 45-49 	5265745.087045	2590223.732745	2675521.354300
 50-54 	4221785.427206	2034405.404699	2187380.022508
 55-59 	2747714.628088	1264421.593939	1483293.034149
 60-64 	1776497.930876	767156.539624	1009341.391252
 65-69 	1562788.453961	658724.584642	904063.869318
 70-74 	1490257.332071	591254.051882	899003.280188
 75-79 	1191589.998486	436661.502731	754928.495755
 80+ 	1402995.427868	436045.622409	966949.805459
Total	84675512.333987	41763917.822912	42911594.511075
2008			
 0-4	6900182.784467	3602352.822660	3297829.961808
 5-9	6621677.447230	3416321.794826	3205355.652404
 10-14 	7204785.027189	3706624.506890	3498160.520299
 15-19 	8803185.288245	4503987.572429	4299197.715816
 20-24 	8555831.894107	4339497.562353	4216334.331754
 25-29 	7615088.783625	3823876.494545	3791212.289079
 30-34 	6890199.286883	3430902.757857	3459296.529026
 35-39 	6434010.039335	3207299.515861	3226710.523474
 40-44 	5992971.827967	2991865.510332	3001106.317635
 45-49 	5402169.814439	2663501.993233	2738667.821206
 50-54 	4452337.256978	2147142.491594	2305194.765384
 55-59 	3013469.008626	1396663.839292	1616805.169334
 60-64 	1849526.934159	798755.891589	1050771.042570
 65-69 	1549792.814011	650615.090766	899177.723245
 70-74 	1458807.045329	576793.317055	882013.728274
 75-79 	1227192.115198	448457.947121	778734.168077
 80+ 	1447978.045560	448975.604021	999002.441539
Total	85419205.413348	42153634.712423	43265570.700925
2009			
 0-4	6926265.038450	3622402.384578	3303862.653872
 5-9	6637895.499134	3432316.301611	3205579.197523
 10-14 	6925170.134232	3566460.368557	3358709.765675
 15-19 	8561177.872067	4386827.924357	4174349.947710
 20-24 	8673668.687651	4404353.882809	4269314.804843
 25-29 	7764887.886077	3904223.571209	3860664.314868
 30-34 	6959249.891483	3468242.107203	3491007.784280
 35-39 	6505846.302095	3243774.187414	3262072.114681
 40-44 	6055269.889834	3024394.240130	3030875.649704
 45-49 	5523830.758812	2729805.439682	2794025.319130
 50-54 	4662519.212757	2250757.291527	2411761.921230
 55-59 	3288620.367937	1533207.249794	1755413.118143
 60-64 	1963349.640205	851345.229389	1112004.410816
 65-69 	1545117.788653	645757.794025	899359.994628
 70-74 	1426609.913062	562663.875747	863946.037315
 75-79 	1250904.515307	455857.561128	795046.954179
 80+ 	1497477.377633	463393.208864	1034084.168769
Total	86167860.775389	42545782.618021	43622078.157369
2010			
 0-4	6929663.940402	3628235.414193	3301428.526209
 5-9	6679345.472121	3462848.967590	3216496.504531
 10-14 	6732221.051720	3469683.290044	3262537.761677
 15-19 	8227898.209280	4221901.662887	4005996.546393
 20-24 	8773419.857570	4460733.489779	4312686.367791
 25-29 	7922065.335590	3988030.797215	3934034.538375
 30-34 	7052504.444542	3517681.286182	3534823.158360
 35-39 	6559113.702692	3267953.912973	3291159.789719
 40-44 	6127871.005871	3061392.844279	3066478.161592
 45-49 	5632933.224683	2789707.840233	2843225.384450
 50-54 	4849803.502204	2344538.055152	2505265.447052
 55-59 	3565336.704323	1670034.070049	1895302.634273
 60-64 	2121338.980625	926733.314052	1194605.666573
 65-69 	1552275.465416	645996.967437	906278.497979
 70-74 	1396120.713304	549947.777979	846172.935326
 75-79 	1261787.366776	458821.775573	802965.591204
 80+ 	1551240.424531	479185.578444	1072054.846087
Total	86934939.401650	42943427.044061	43991512.357589
2011			
 0-4	6913522.389480	3622039.919442	3291482.470038
 5-9	6737465.842655	3502042.489641	3235423.353013
 10-14 	6614087.110073	3409829.192260	3204257.917812
 15-19 	7849945.359064	4032418.197718	3817527.161346
 20-24 	8842126.388471	4501422.141079	4340704.247392
 25-29 	8086010.056942	4074362.541969	4011647.514973
 30-34 	7173800.332639	3580277.993450	3593522.339190
 35-39 	6627171.029707	3299014.532018	3328156.497689
 40-44 	6193908.730467	3091168.813811	3102739.916655
 45-49 	5728790.620173	2841254.951784	2887535.668389
 50-54 	5015940.139613	2429878.162099	2586061.977514
 55-59 	3826215.079970	1797863.770047	2028351.309922
 60-64 	2332005.185325	1029527.856959	1302477.328366
 65-69 	1572401.387053	651925.477131	920475.909922
 70-74 	1376112.556737	542196.999141	833915.557596
 75-79 	1253914.129435	455300.133556	798613.995879
 80+ 	1610535.154527	496833.696787	1113701.457739
Total	87753951.492331	43357356.868894	44396594.623437
2012			
 0-4	6883181.353701	3607210.525889	3275970.827812
 5-9	6796255.296744	3541101.441018	3255153.855726
 10-14 	6562208.235931	3384721.491065	3177486.744866
 15-19 	7476108.128645	3843961.995745	3632146.132901
 20-24 	8829753.555194	4501123.923881	4328629.631313
 25-29 	8248062.941784	4159883.143561	4088179.798224
 30-34 	7318907.512474	3655330.174605	3663577.337869
 35-39 	6694210.906151	3328589.779975	3365621.126176
 40-44 	6261539.121262	3120169.331502	3141369.789760
 45-49 	5816070.938521	2887065.408521	2929005.530000
 50-54 	5161887.474103	2506805.212127	2655082.261976
 55-59 	4069515.841419	1916797.748196	2152718.093223
 60-64 	2574694.943219	1148787.041591	1425907.901628
 65-69 	1616710.951931	669433.231417	947277.720514
 70-74 	1364420.426783	537952.623785	826467.802998
 75-79 	1235229.314044	448326.851367	786902.462677
 80+ 	1669589.631677	514311.126552	1155278.505125
Total	88578346.573583	43771571.050795	44806775.522788
2013			
 0-4	6843977.121605	3586396.680801	3257580.440804
 5-9	6844895.240455	3573844.820619	3271050.419835
 10-14 	6566089.988585	3390002.712656	3176087.275929
 15-19 	7140311.101853	3673856.785688	3466454.316165
 20-24 	8710690.751728	4446343.657883	4264347.093845
 25-29 	8405583.493449	4243616.230154	4161967.263296
 30-34 	7481444.656340	3739815.826582	3741628.829758
 35-39 	6767374.618374	3361821.077168	3405553.541206
 40-44 	6332651.217257	3149948.986408	3182702.230848
 45-49 	5892631.752606	2925786.743486	2966845.009120
 50-54 	5289757.546200	2575461.248512	2714296.297688
 55-59 	4293813.849044	2026722.810372	2267091.038672
 60-64 	2837206.409723	1277918.857690	1559287.552033
 65-69 	1692904.432952	702538.207092	990366.225861
 70-74 	1358829.243378	535677.114734	823152.128643
 75-79 	1211856.702260	440150.474207	771706.228053
 80+ 	1724242.179206	530224.675149	1194017.504057
Total	89394260.305016	44180126.909203	45214133.395812
2014			
 0-4	6795551.112632	3559566.847572	3235984.265060
 5-9	6874677.757117	3595071.868551	3279605.888567
 10-14 	6598344.573206	3411954.021439	3186390.551767
 15-19 	6877268.460822	3540192.220167	3337076.240656
 20-24 	8485465.852292	4336914.802576	4148551.049716
 25-29 	8550191.636643	4321501.838064	4228689.798579
 30-34 	7651385.556593	3828640.439907	3822745.116686
 35-39 	6854273.687192	3403230.119937	3451043.567255
 40-44 	6411290.431025	3184343.847648	3226946.583377
 45-49 	5954911.511306	2954687.592504	3000223.918801
 50-54 	5403995.129640	2637342.287292	2766652.842348
 55-59 	4497019.312433	2127107.926945	2369911.385488
 60-64 	3107314.598949	1410389.530022	1696925.068927
 65-69 	1806433.061966	754178.474356	1052254.587609
 70-74 	1360441.085141	535632.905067	824808.180074
 75-79 	1188018.237758	432173.145854	755845.091905
 80+ 	1771737.827697	543706.321608	1228031.506088
Total	90188319.832413	44576634.189509	45611685.642903
2015			
 0-4	6737430.558486	3526199.331673	3211231.226813
 5-9	6882709.307560	3602904.977011	3279804.330549
 10-14 	6650987.313491	3446614.245457	3204373.068035
 15-19 	6696726.465645	3448272.265290	3248454.200356
 20-24 	8164858.816897	4177991.173712	3986867.643185
 25-29 	8669770.989445	4387645.108380	4282125.881065
 30-34 	7823842.171855	3919089.507085	3904752.664771
 35-39 	6960845.288934	3455938.628655	3504906.660279
 40-44 	6470382.221983	3207418.327798	3262963.894185
 45-49 	6027769.900690	2988840.716338	3038929.184353
 50-54 	5507623.973655	2693627.537373	2813996.436282
 55-59 	4677810.894183	2217607.181378	2460203.712806
 60-64 	3376607.741945	1541780.581462	1834827.160482
 65-69 	1959321.558206	825533.090273	1133788.467933
 70-74 	1371691.740316	539052.502899	832639.237417
 75-79 	1165529.145639	424880.326627	740648.819012
 80+ 	1812097.142450	554910.380868	1257186.761582
Total	90956005.231382	44958305.882278	45997699.349104
2016			
 0-4	6663448.711799	3483150.811931	3180297.899868
 5-9	6868102.703700	3597599.634826	3270503.068874
 10-14 	6711192.705936	3486629.585401	3224563.120535
 15-19 	6581057.291423	3389513.253162	3191544.038260
 20-24 	7788562.854763	3989938.736689	3798624.118074
 25-29 	8741079.156022	4430247.190160	4310831.965862
 30-34 	7988796.242910	4006077.499908	3982718.743002
 35-39 	7082894.723910	3518034.685900	3564860.038010
 40-44 	6536763.094291	3236141.506091	3300621.588200
 45-49 	6090182.396802	3015384.056231	3074798.340571
 50-54 	5596960.721737	2741313.863385	2855646.858353
 55-59 	4835874.616851	2298710.449057	2537164.167794
 60-64 	3626140.130963	1662268.227474	1963871.903489
 65-69 	2157210.801529	919784.628547	1237426.172982
 70-74 	1392229.266178	545885.187081	846344.079097
 75-79 	1150611.997978	420480.501990	730131.495988
 80+ 	1842085.922839	562769.839619	1279316.083220
Total	91653193.339631	45303929.657452	46349263.682178
2017			
 0-4	6577821.222846	3433310.839227	3144510.383618
 5-9	6839908.874622	3583579.529673	3256329.344949
 10-14 	6770334.287065	3525972.822796	3244361.464270
 15-19 	6530213.862723	3365093.708005	3165120.154718
 20-24 	7416704.196112	3803253.877372	3613450.318740
 25-29 	8729552.756622	4431052.924150	4298499.832472
 30-34 	8150416.447358	4091665.570103	4058750.877254
 35-39 	7227153.850160	3592552.730251	3634601.119909
 40-44 	6602831.858641	3264917.551167	3337914.307475
 45-49 	6156343.155132	3043220.412029	3113122.743103
 50-54 	5681591.745571	2785408.763735	2896182.981836
 55-59 	4977134.400398	2372728.505968	2604405.894430
 60-64 	3858927.675205	1774213.100100	2084714.575105
 65-69 	2384116.609345	1028472.583647	1355644.025699
 70-74 	1434116.392235	562272.167572	871844.224663
 75-79 	1142944.815149	418545.065335	724399.749815
 80+ 	1865342.607660	568588.434700	1296754.172960
Total	92345454.756845	45644848.585830	46700606.171015
2018			
 0-4	6479350.776121	3376642.084320	3102708.691801
 5-9	6798542.800553	3561005.288943	3237537.511610
 10-14 	6818176.127074	3558549.154231	3259626.972843
 15-19 	6533640.647921	3370414.285882	3163226.362039
 20-24 	7081830.119115	3634369.958907	3447460.160208
 25-29 	8609749.218317	4376665.092281	4233084.126037
 30-34 	8305717.662853	4174567.868335	4131149.794518
 35-39 	7387117.573686	3675903.488495	3711214.085191
 40-44 	6674312.229618	3297458.715229	3376853.514389
 45-49 	6226010.828419	3072283.287342	3153727.541077
 50-54 	5756562.895801	2823140.749720	2933422.146081
 55-59 	5101624.226824	2439109.365201	2662514.861623
 60-64 	4073454.748134	1877650.224673	2195804.523461
 65-69 	2628835.283474	1145772.381689	1483062.901785
 70-74 	1504276.214526	591875.659735	912400.554792
 75-79 	1140305.204744	417926.368943	722378.835802
 80+ 	1883632.269649	573090.763637	1310541.506012
Total	93003138.826828	45966424.737562	47036714.089267
2019			
 0-4	6368521.317833	3313604.090153	3054917.227680
 5-9	6746407.110977	3531808.595923	3214598.515054
 10-14 	6847204.000704	3579612.978523	3267591.022180
 15-19 	6565314.574103	3392320.366665	3172994.207438
 20-24 	6819601.481902	3501762.534377	3317838.947526
 25-29 	8384530.370260	4268146.567253	4116383.803007
 30-34 	8448305.292756	4251729.594245	4196575.698511
 35-39 	7554576.877024	3763673.279283	3790903.597741
 40-44 	6759505.401647	3338196.639945	3421308.761702
 45-49 	6303160.511720	3105956.166590	3197204.345130
 50-54 	5817777.174147	2851495.114588	2966282.059559
 55-59 	5213178.770141	2499220.091743	2713958.678398
 60-64 	4268237.565365	1972467.584416	2295769.980949
 65-69 	2880666.500422	1266140.003339	1614526.497082
 70-74 	1607917.549408	637480.030203	970437.519205
 75-79 	1143698.546464	419007.285155	724691.261309
 80+ 	1898426.306727	576774.891327	1321651.415400
Total	93627029.351600	46269395.813728	47357633.537872
2020			
 0-4	6248424.119806	3246121.424943	3002302.694864
 5-9	6684175.549648	3496181.767930	3187993.781718
 10-14 	6854583.871062	3587321.146672	3267262.724390
 15-19 	6617301.525051	3426867.574771	3190433.950280
 20-24 	6639497.093692	3410571.707513	3228925.386179
 25-29 	8064665.543014	4110568.125241	3954097.417773
 30-34 	8566030.652507	4317215.662088	4248814.990419
 35-39 	7724700.303792	3853120.233981	3871580.069811
 40-44 	6864412.653075	3390255.590896	3474157.062179
 45-49 	6361454.355294	3128881.573237	3232572.782056
 50-54 	5889657.682289	2885197.752635	3004459.929654
 55-59 	5314789.664547	2554223.371646	2760566.292901
 60-64 	4442081.679533	2058392.796773	2383688.882760
 65-69 	3132051.901292	1385755.379151	1746296.522140
 70-74 	1746761.926585	700064.733712	1046697.192873
 75-79 	1155272.319877	422840.328076	732431.991801
 80+ 	1910762.038085	579942.735513	1330819.302571
Total	94216622.879148	46553521.904778	47663100.974369
2021			
 0-4	6122851.008041	3176164.165540	2946686.842500
 5-9	6609976.651629	3453251.781441	3156724.870187
 10-14 	6842066.167054	3583178.763003	3258887.404051
 15-19 	6678764.500296	3467588.875018	3211175.625278
 20-24 	6526493.667926	3353462.979199	3173030.688726
 25-29 	7693933.753931	3926181.210962	3767752.542969
 30-34 	8640626.082172	4361626.062453	4279000.019719
 35-39 	7891647.728207	3941068.737648	3950578.990559
 40-44 	6988209.771913	3453245.163339	3534964.608574
 45-49 	6429934.361291	3158849.325662	3271085.035629
 50-54 	5954192.240418	2913049.893142	3041142.347277
 55-59 	5405005.789068	2602227.055817	2802778.733251
 60-64 	4596454.734141	2136709.895501	2459744.838640
 65-69 	3367107.268215	1496575.696391	1870531.571823
 70-74 	1926560.754369	782689.949593	1143870.804776
 75-79 	1175372.591647	429677.462014	745695.129633
 80+ 	1923073.454186	583419.331671	1339654.122515
Total	94772270.524503	46818966.348394	47953304.176109
2022			
 0-4	5996936.740989	3106374.328615	2890562.412374
 5-9	6522591.972047	3402876.944403	3119715.027644
 10-14 	6814052.649053	3569318.415610	3244734.233443
 15-19 	6738020.640087	3507024.945013	3230995.695074
 20-24 	6476242.859258	3329525.258607	3146717.600651
 25-29 	7324872.051995	3741680.720333	3583191.331662
 30-34 	8630170.907894	4363233.188894	4266937.719000
 35-39 	8053049.123933	4026530.254168	4026518.869765
 40-44 	7132103.744966	3527611.017216	3604492.727751
 45-49 	6496378.894413	3188128.973787	3308249.920626
 50-54 	6020769.130816	2941465.175885	3079303.954930
 55-59 	5489176.455770	2646160.022627	2843016.433143
 60-64 	4733604.491617	2207967.972319	2525636.519298
 65-69 	3586112.512447	1599625.025365	1986487.487082
 70-74 	2131873.000142	877631.532328	1254241.467814
 75-79 	1213398.706672	444154.126963	769244.579709
 80+ 	1936060.426682	587243.410920	1348817.015762
Total	95295414.308782	47066551.313053	48228862.995728
2023			
 0-4	5874460.331069	3038493.377074	2835966.953995
 5-9	6422898.582858	3345926.761381	3076971.821477
 10-14 	6772887.247498	3546913.127833	3225974.119665
 15-19 	6786015.429417	3539712.512895	3246302.916522
 20-24 	6480036.403438	3335137.419836	3144898.983602
 25-29 	6992595.607113	3574808.668337	3417786.938776
 30-34 	8512225.982344	4310255.197579	4201970.784765
 35-39 	8208408.385504	4109494.516634	4098913.868870
 40-44 	7291799.102501	3610881.544170	3680917.558331
 45-49 	6568418.075118	3221323.458644	3347094.616473
 50-54 	6090957.601887	2971234.520267	3119723.081620
 55-59 	5564212.302699	2684181.167817	2880031.134883
 60-64 	4854988.864336	2272296.222576	2582692.641760
 65-69 	3788547.195266	1695339.588790	2093207.606476
 70-74 	2353232.646465	980109.401292	1373123.245172
 75-79 	1275681.917357	469428.659296	806253.258061
 80+ 	1949579.037303	591126.395962	1358452.641342
Total	95786944.712173	47296662.540383	48490282.171790
2024			
 0-4	5758140.474261	2973640.909140	2784499.565120
 5-9	6311167.627649	3282857.930718	3028309.696931
 10-14 	6720952.219438	3517892.549212	3203059.670226
 15-19 	6815231.155264	3560916.065637	3254315.089627
 20-24 	6511941.008714	3357223.321076	3154717.687637
 25-29 	6732487.128309	3443835.286553	3288651.841756
 30-34 	8289450.650447	4203607.279650	4085843.370797
 35-39 	8351142.275346	4186767.025534	4164375.249812
 40-44 	7458935.209430	3698515.821712	3760419.387719
 45-49 	6654016.568336	3262595.996975	3391420.571361
 50-54 	6168405.077594	3005458.180989	3162946.896605
 55-59 	5626030.936068	2713293.228158	2912737.707910
 60-64 	4964192.129097	2330907.552774	2633284.576323
 65-69 	3972885.583865	1783541.583352	2189344.000513
 70-74 	2581141.843345	1085402.555604	1495739.287740
 75-79 	1366672.105933	507790.387731	858881.718202
 80+ 	1965184.864478	595599.042831	1369585.821647
Total	96247976.857574	47509844.717646	48738132.139928
2025			
 0-4	5650945.258840	2913444.265394	2737500.993447
 5-9	6190625.594289	3215614.750927	2975010.843362
 10-14 	6658922.590780	3482443.577123	3176479.013658
 15-19 	6822838.304465	3568798.226313	3254040.078152
 20-24 	6564068.791151	3391874.586377	3172194.204774
 25-29 	6553990.319048	3353883.163823	3200107.155225
 30-34 	7972586.499522	4048336.927256	3924249.572266
 35-39 	8469155.956953	4252469.736358	4216686.220595
 40-44 	7628695.124008	3787791.308623	3840903.815385
 45-49 	6759023.174539	3314955.351338	3444067.823202
 50-54 	6227488.021277	3029348.049320	3198139.971957
 55-59 	5698275.864920	2747599.876117	2950675.988803
 60-64 	5064041.511009	2384857.956858	2679183.554151
 65-69 	4137960.851196	1863949.366793	2274011.484403
 70-74 	2808999.989911	1190326.768222	1618673.221690
 75-79 	1487706.766236	559985.772081	927720.994155
 80+ 	1985248.454373	601665.031960	1383583.422413
Total	96680573.072517	47707344.714880	48973228.357637
2026			
 0-4	5554767.620491	2859168.973193	2695598.647298
 5-9	6065480.309552	3146334.021915	2919146.287637
 10-14 	6584924.251516	3439700.046567	3145224.204949
 15-19 	6810573.500536	3564862.349638	3245711.150897
 20-24 	6625629.554750	3432672.965543	3192956.589207
 25-29 	6442160.635525	3297701.550337	3144459.085188
 30-34 	7605147.774275	3866507.241638	3738640.532636
 35-39 	8544304.765841	4297310.941252	4246993.824588
 40-44 	7795284.365793	3875572.432368	3919711.933426
 45-49 	6882614.794264	3378013.456881	3504601.337382
 50-54 	6296402.431112	3059999.960604	3236402.470508
 55-59 	5763436.947560	2776303.823797	2987133.123763
 60-64 	5153088.901057	2432293.488040	2720795.413017
 65-69 	4284989.818779	1937628.022967	2347361.795812
 70-74 	3022856.832361	1288101.782960	1734755.049401
 75-79 	1643564.999502	628452.821165	1015112.178338
 80+ 	2011821.215949	610104.494998	1401716.720951
Total	97087048.718863	47890728.373862	49196320.345000
2027			
 0-4	5471180.637937	2812254.276282	2658926.361655
 5-9	5940079.636527	3077044.392613	2863035.243914
 10-14 	6497743.696170	3389515.606566	3108228.089605
 15-19 	6782853.465708	3551238.593392	3231614.872316
 20-24 	6684978.966287	3472188.432617	3212790.533670
 25-29 	6392657.602704	3274371.723845	3118285.878859
 30-34 	7239298.278975	3684512.601676	3554785.677299
 35-39 	8534967.372995	4299792.383330	4235174.989664
 40-44 	7956353.755124	3960885.088662	3995468.666462
 45-49 	7025975.191897	3452193.523904	3573781.667992
 50-54 	6363356.699309	3090022.295328	3273334.403981
 55-59 	5830609.744390	2805569.807389	3025039.937001
 60-64 	5236472.767463	2475969.921839	2760502.845624
 65-69 	4416083.079070	2005046.514246	2411036.564824
 70-74 	3222791.212699	1379522.477277	1843268.735423
 75-79 	1821234.614888	707005.986749	1114228.628139
 80+ 	2052610.674922	624302.019209	1428308.655713
Total	97469247.397064	48061435.644925	49407811.752139
2028			
 0-4	5400110.375159	2772898.502645	2627211.872514
 5-9	5818280.985000	3009646.080673	2808634.904327
 10-14 	6398267.890561	3332764.956685	3065502.933876
 15-19 	6741988.576619	3529079.594323	3212908.982296
 20-24 	6733138.655188	3505007.926004	3228130.729184
 25-29 	6396868.640309	3280332.153937	3116536.486372
 30-34 	6909972.630410	3519943.784108	3390028.846303
 35-39 	8418931.804140	4248299.578131	4170632.226009
 40-44 	8111480.107462	4043760.648829	4067719.458633
 45-49 	7184939.809174	3535114.429418	3649825.379755
 50-54 	6435844.068653	3123890.513627	3311953.555026
 55-59 	5901288.067499	2836124.536895	3065163.530604
 60-64 	5311250.935424	2514136.502869	2797114.432556
 65-69 	4532670.958868	2066318.464551	2466352.494317
 70-74 	3408272.523390	1464931.849530	1943340.673860
 75-79 	2012637.488182	791743.663003	1220893.825179
 80+ 	2112661.335644	646499.125502	1466162.210142
Total	97828604.851682	48220492.310728	49608112.540953
2029			
 0-4	5340328.984935	2740290.912795	2600038.072140
 5-9	5703790.122593	2945987.233042	2757802.889551
 10-14 	6286752.928311	3269889.813365	3016863.114945
 15-19 	6690380.379907	3500321.341291	3190059.038616
 20-24 	6762598.384811	3526410.718975	3236187.665836
 25-29 	6429033.919654	3302643.416719	3126390.502936
 30-34 	6652317.708749	3390891.033542	3261426.675207
 35-39 	8198871.762014	4143755.124379	4055116.637635
 40-44 	8254154.653681	4121066.281102	4133088.372579
 45-49 	7351308.226301	3622354.720218	3728953.506083
 50-54 	6521695.438692	3165660.110405	3356035.328287
 55-59 	5978952.754873	2870910.097952	3108042.656922
 60-64 	5373518.897212	2543938.051527	2829580.845685
 65-69 	4638133.780067	2122528.344099	2515605.435968
 70-74 	3577857.658597	1544131.752629	2033725.905967
 75-79 	2209785.754052	878878.060898	1330907.693154
 80+ 	2196260.868180	678614.710027	1517646.158153
Total	98165742.222629	48368271.722965	49797470.499664
2030			
 0-4	5291219.036865	2713990.795897	2577228.240968
 5-9	5599070.148800	2887421.099619	2711649.049181
 10-14 	6166438.905862	3202840.926619	2963597.979243
 15-19 	6628697.584192	3465145.021126	3163552.563066
 20-24 	6770533.907975	3534563.790430	3235970.117545
 25-29 	6481318.680696	3337434.448047	3143884.232649
 30-34 	6475695.252292	3302420.642021	3173274.610271
 35-39 	7885470.764547	3991155.253638	3894315.510909
 40-44 	8372380.920097	4186995.883297	4185385.036800
 45-49 	7520343.815525	3711254.196147	3809089.619378
 50-54 	6626628.778607	3218240.612505	3408388.166102
 55-59 	6038977.486125	2895900.925430	3143076.560695
 60-64 	5445958.150600	2578725.846340	2867232.304261
 65-69 	4735123.120659	2174622.878922	2560500.241737
 70-74 	3730473.246443	1616847.949383	2113625.297059
 75-79 	2407254.941595	965932.440722	1441322.500873
 80+ 	2304972.408764	721352.694052	1583619.714712
Total	98480557.149644	48504845.404195	49975711.745449
2031			
 0-4	5251493.817374	2693008.773086	2558485.044288
 5-9	5505356.774029	2834908.243357	2670448.530672
 10-14 	6041534.518637	3133751.618995	2907782.899642
 15-19 	6555066.667610	3422687.522711	3132379.144899
 20-24 	6758667.574396	3530957.231080	3227710.343316
 25-29 	6542988.447085	3378333.158786	3164655.288299
 30-34 	6365263.902205	3247362.590696	3117901.311509
 35-39 	7521908.745489	3812305.648221	3709603.097269
 40-44 	8448165.879383	4232370.517417	4215795.361966
 45-49 	7686324.246625	3798733.540262	3887590.706363
 50-54 	6749845.050086	3281258.174209	3468586.875877
 55-59 	6108465.518720	2927326.693413	3181138.825307
 60-64 	5511715.816719	2608230.615390	2903485.201329
 65-69 	4822157.175222	2220783.824475	2601373.350748
 70-74 	3867034.485218	1683898.434715	2183136.050503
 75-79 	2593461.232856	1047561.605356	1545899.627500
