Vietnam_test	Total	Male	Female
 80+ 	2442722.864627	776467.217398	1666255.647229
Total	98772172.716283	48629945.409567	50142227.306715
2032			
 0-4	5219006.318560	2676115.042926	2542891.275634
 5-9	5423945.491604	2789425.494213	2634519.997391
 10-14 	5916382.955304	3064650.353312	2851732.601992
 15-19 	6468290.089495	3372809.745959	3095480.343537
 20-24 	6731377.582381	3517695.752018	3213681.830363
 25-29 	6602454.121720	3417956.626267	3184497.495453
 30-34 	6316705.526769	3224806.942686	3091898.584083
 35-39 	7159908.391283	3633260.717079	3526647.674204
 40-44 	8440238.528466	4235957.698106	4204280.830360
 45-49 	7846905.286991	3883820.112138	3963085.174853
 50-54 	6892466.500247	3355098.227184	3537368.273063
 55-59 	6176119.628504	2958190.798036	3217928.830468
 60-64 	5579478.286932	2638285.343939	2941192.942992
 65-69 	4904065.956475	2263562.198219	2640503.758256
 70-74 	3989422.523825	1745653.596027	2243768.927798
 75-79 	2768269.322792	1124331.719856	1643937.602936
 80+ 	2604364.476774	841460.545462	1762903.931311
Total	99039400.988121	48743080.913428	50296320.074693
2033			
 0-4	5191034.912572	2661783.650122	2529251.262450
 5-9	5355167.986616	2751253.759786	2603914.226830
 10-14 	5794827.342772	2997436.020111	2797391.322661
 15-19 	6369268.383234	3316391.831007	3052876.552227
 20-24 	6690942.271656	3495908.056057	3195034.215599
 25-29 	6650770.551573	3450918.645987	3199851.905586
 30-34 	6321461.775104	3231227.842917	3090233.932187
 35-39 	6834098.600765	3471378.441577	3362720.159188
 40-44 	8326547.801550	4186261.879228	4140285.922323
 45-49 	8001642.637424	3966527.520240	4035115.117184
 50-54 	7050388.135394	3437430.027793	3612958.107600
 55-59 	6249180.074629	2992764.372283	3256415.702346
 60-64 	5650590.195592	2669526.292074	2981063.903518
 65-69 	4978010.030355	2301296.985052	2676713.045303
 70-74 	4098933.826276	1802194.682357	2296739.143919
 75-79 	2931119.442789	1196492.461842	1734626.980947
 80+ 	2786218.681374	914545.989565	1871672.691809
Total	99280202.649675	48843338.457997	50436864.191678
2034			
 0-4	5165794.926344	2648844.974768	2516949.951576
 5-9	5297756.408448	2719856.604420	2577899.804028
 10-14 	5680565.545236	2933947.709981	2746617.835255
 15-19 	6258198.412781	3253844.602877	3004353.809904
 20-24 	6639809.069817	3467549.700172	3172259.369644
 25-29 	6680477.497069	3472538.247313	3207939.249755
 30-34 	6353964.437513	3253827.762165	3100136.675348
 35-39 	6579329.214647	3344529.955216	3234799.259431
 40-44 	8109750.483351	4084187.597860	4025562.885491
 45-49 	8144069.140128	4043747.841203	4100321.298925
 50-54 	7215574.627557	3523956.919228	3691617.708329
 55-59 	6335238.144965	3034932.860405	3300305.284560
 60-64 	5728287.358749	2704682.393847	3023604.964902
 65-69 	5040263.457029	2331298.147683	2708965.309346
 70-74 	4198624.005137	1854444.707474	2344179.297663
 75-79 	3080668.792428	1263837.601897	1816831.190532
 80+ 	2984969.042661	994184.386848	1990784.655813
Total	99493340.563860	48930212.013358	50563128.550502
2035			
 0-4	5142334.526539	2636811.539798	2505522.986741
 5-9	5250616.966073	2694563.202922	2556053.763151
 10-14 	5576061.827408	2875542.321071	2700519.506337
 15-19 	6138307.196774	3187109.936483	2951197.260291
 20-24 	6578647.886110	3432802.477125	3145845.408985
 25-29 	6688760.038903	3480987.127413	3207772.911489
 30-34 	6406419.630664	3288768.118963	3117651.511702
 35-39 	6404874.185258	3257719.602764	3147154.582493
 40-44 	7800438.282807	3934657.360319	3865780.922487
 45-49 	8262305.904230	4109760.026307	4152545.877923
 50-54 	7383363.896087	3612078.499740	3771285.396346
 55-59 	6439829.108513	3087480.362767	3352348.745746
 60-64 	5789178.860868	2730634.204045	3058544.656823
 65-69 	5112298.790763	2366022.358365	2746276.432398
 70-74 	4290879.267301	1903216.550011	2387662.717291
 75-79 	3215962.830910	1326119.368221	1889843.462689
 80+ 	3198459.976672	1079495.396450	2118964.580222
Total	99678739.175879	49003768.452765	50674970.723114
2036			
 0-4	5120053.572417	2625378.191755	2494675.380662
 5-9	5212026.493192	2674163.912706	2537862.580486
 10-14 	5482547.120087	2823178.441210	2659368.678877
 15-19 	6013826.710968	3118331.582739	2895495.128229
 20-24 	6505566.098415	3390794.515637	3114771.582778
 25-29 	6677330.468564	3477746.817697	3199583.650867
 30-34 	6468170.489438	3329738.356458	3138432.132980
 35-39 	6296020.165839	3203877.184852	3092142.980987
 40-44 	7441408.009005	3759191.720620	3682216.288385
 45-49 	8338552.588851	4155525.039440	4183027.549412
 50-54 	7548146.166046	3698801.647526	3849344.518519
 55-59 	6562187.242220	3150056.617634	3412130.624586
 60-64 	5859000.784874	2762574.352316	3096426.432558
 65-69 	5178115.376065	2395852.399577	2782262.976488
 70-74 	4374190.581525	1946768.236547	2427422.344978
 75-79 	3337600.935586	1383902.678119	1953698.257467
 80+ 	3422053.389596	1168446.844678	2253606.544919
Total	99836796.192687	49064328.539509	50772467.653178
2037			
 0-4	5098088.287808	2614100.126276	2483988.161532
 5-9	5180044.210387	2657529.080376	2522515.130011
 10-14 	5401312.851261	2777829.064362	2623483.786898
 15-19 	5889084.983977	3049530.507133	2839554.476844
 20-24 	6419367.939492	3341384.740677	3077983.198814
 25-29 	6650545.312905	3464906.036386	3185639.276520
 30-34 	6527713.300042	3369426.547183	3158286.752860
 35-39 	6248477.330173	3182111.324331	3066366.005842
 40-44 	7083876.973860	3583472.389547	3500404.584312
 45-49 	8332008.934684	4160165.457071	4171843.477613
 50-54 	7707629.285202	3783185.379466	3924443.905736
 55-59 	6703393.640999	3223026.599972	3480367.041027
 60-64 	5927090.630505	2793994.301981	3133096.328524
 65-69 	5245906.977625	2426219.402314	2819687.575311
 70-74 	4453004.749010	1987395.281299	2465609.467711
 75-79 	3447204.020634	1437463.056271	2009740.964363
 80+ 	3652246.898172	1259921.554138	2392325.344034
Total	99966996.326737	49111660.848784	50855335.477953
2038			
 0-4	5075179.962846	2602330.778091	2472849.184755
 5-9	5152786.860960	2643561.434875	2509225.426085
 10-14 	5332691.977709	2739774.590273	2592917.387436
 15-19 	5767921.994597	2982602.533930	2785319.460666
 20-24 	6320949.560047	3285451.331548	3035498.228499
 25-29 	6610677.947897	3443588.744178	3167089.203720
 30-34 	6576161.492470	3402496.590649	3173664.901820
 35-39 	6253777.276830	3188960.109950	3064817.166880
 40-44 	6762132.009932	3424608.596399	3337523.413533
 45-49 	8220898.609059	4112388.424692	4108510.184367
 50-54 	7861392.554215	3865260.430750	3996132.123465
 55-59 	6859468.936423	3304153.749161	3555315.187263
 60-64 	6000398.559633	2828936.255522	3171462.304110
 65-69 	5316810.729872	2457622.982101	2859187.747770
 70-74 	4524679.896045	2023576.713824	2501103.182221
 75-79 	3545935.524945	1486858.226971	2059077.297975
 80+ 	3886446.273201	1353126.623250	2533319.649951
Total	100068310.166681	49145298.116164	50923012.050517
2039			
 0-4	5050692.617496	2589745.057488	2460947.560008
 5-9	5128549.823229	2631128.945497	2497420.877732
 10-14 	5275422.338934	2708482.964982	2566939.373951
 15-19 	5654034.458898	2919385.068122	2734649.390776
 20-24 	6210501.200401	3223398.407871	2987102.792530
 25-29 	6560155.783965	3415733.678170	3144422.105794
 30-34 	6606108.875987	3424311.191011	3181797.684976
 35-39 	6286578.548643	3211793.365935	3074785.182709
 40-44 	6510684.911812	3300226.552175	3210458.359637
 45-49 	8007867.735007	4013089.913310	3994777.821697
 50-54 	8003059.671713	3941979.742303	4061079.929410
 55-59 	7022616.143979	3389313.578726	3633302.565254
 60-64 	6086234.081006	2871097.049445	3215137.031561
 65-69 	5393716.067940	2492492.027250	2901224.040689
 70-74 	4585787.242617	2052871.803927	2532915.438690
 75-79 	3636452.662426	1532835.287690	2103617.374736
 80+ 	4121713.372679	1447068.258495	2674645.114184
Total	100140175.536733	49164952.892399	50975222.644334
2040			
 0-4	5024409.181440	2576231.196998	2448177.984442
 5-9	5105993.634764	2619549.387589	2486444.247175
 10-14 	5228407.624201	2683280.234007	2545127.390195
 15-19 	5549877.612386	2861230.922427	2688646.689959
 20-24 	6091242.236766	3157163.110376	2934079.126389
 25-29 	6499647.558781	3381518.890982	3118128.667799
 30-34 	6614760.468092	3433059.312580	3181701.155512
 35-39 	6339146.996451	3246815.664631	3092331.331820
 40-44 	6338708.469929	3215261.754255	3123446.715674
 45-49 	7703408.383047	3867121.656848	3836286.726199
 50-54 	8120910.022040	4007734.614860	4113175.407180
 55-59 	7188306.640172	3476007.177223	3712299.462949
 60-64 	6189909.802135	2923107.674725	3266802.127410
 65-69 	5454976.219366	2518953.940912	2936022.278454
 70-74 	4656122.497513	2086520.558241	2569601.939272
 75-79 	3720825.386239	1576062.499367	2144762.886872
 80+ 	4356246.890165	1541118.739808	2815128.150357
Total	100182899.623487	49170737.335830	51012162.287657
2041			
 0-4	4996225.421203	2561738.466979	2434486.954224
 5-9	5084135.112791	2608317.832825	2475817.279966
 10-14 	5189930.946680	2662963.122503	2526967.824176
 15-19 	5456682.086931	2809096.905591	2647585.181339
 20-24 	5967387.668799	3088876.512509	2878511.156290
 25-29 	6427262.042004	3340077.362853	3087184.679151
 30-34 	6603816.910191	3430211.244546	3173605.665645
 35-39 	6400914.670906	3287785.915218	3113128.755688
 40-44 	6231651.483866	3162763.934787	3068887.549078
 45-49 	7349844.465370	3695652.876187	3654191.589183
 50-54 	8197402.829530	4053676.789678	4143726.039852
 55-59 	7351092.157285	3561357.111588	3789735.045697
 60-64 	6310705.114614	2984654.897062	3326050.217552
 65-69 	5524440.625729	2550811.747370	2973628.878359
 70-74 	4720875.552438	2115791.113276	2605084.439162
 75-79 	3797539.157389	1614933.177613	2182605.979777
 80+ 	4587323.343309	1634301.026447	2953022.316862
Total	100197229.589034	49163010.037034	51034219.552000
2042			
 0-4	4965771.634444	2546077.052926	2419694.581518
 5-9	5062164.587224	2597020.740429	2465143.846795
 10-14 	5158048.798462	2646401.538831	2511647.259632
 15-19 	5375735.816280	2763954.566181	2611781.250099
 20-24 	5843257.907685	3020555.952520	2822701.955165
 25-29 	6341802.433330	3291265.431335	3050537.001995
 30-34 	6577615.409476	3417837.923417	3159777.486059
 35-39 	6460472.279024	3327472.847907	3132999.431117
 40-44 	6185257.870986	3141863.016398	3043394.854588
 45-49 	6997747.791148	3523900.734910	3473847.056238
 50-54 	8192352.943156	4059378.924679	4132974.018477
 55-59 	7508751.541588	3644474.226090	3864277.315498
 60-64 	6449650.223001	3056079.960727	3393570.262274
 65-69 	5592374.450064	2582247.390260	3010127.059804
 70-74 	4787572.996011	2145594.968705	2641978.027306
 75-79 	3870563.338413	1651446.890617	2219116.447796
 80+ 	4814117.096595	1726205.215448	3087911.881147
Total	100183257.116888	49141777.381379	51041479.735509
2043			
 0-4	4932345.679642	2528889.675370	2403456.004272
 5-9	5039386.446784	2585299.252697	2454087.194087
 10-14 	5130883.285194	2632500.569086	2498382.716108
 15-19 	5307374.162579	2726085.381399	2581288.781180
 20-24 	5722679.720357	2954085.282688	2768594.437668
 25-29 	6244151.140325	3235951.292658	3008199.847667
 30-34 	6538422.329388	3397060.303502	3141362.025886
 35-39 	6509003.311609	3360593.478031	3148409.833578
 40-44 	6191153.023615	3149161.090594	3041991.933021
 45-49 	6680965.639623	3368659.652651	3312305.986973
 50-54 	8084351.859956	4013817.927407	4070533.932548
 55-59 	7660894.790075	3725402.498614	3935492.291461
 60-64 	6602933.883022	3135269.850706	3467664.032317
 65-69 	5665334.325139	2617016.613845	3048317.711294
 70-74 	4857108.493645	2176290.005560	2680818.488085
 75-79 	3937547.595831	1684295.127585	2253252.468247
 80+ 	5036251.587285	1816529.143966	3219722.443319
Total	100140787.274069	49106907.146358	51033880.127711
2044			
 0-4	4895728.118043	2510064.556874	2385663.561169
 5-9	5015304.786095	2572901.657851	2442403.128244
 10-14 	5106729.488059	2620128.678134	2486600.809925
 15-19 	5250335.600026	2694956.992054	2555378.607972
 20-24 	5609344.973944	2891301.534709	2718043.439235
 25-29 	6134507.354981	3174544.014241	2959963.340740
 30-34 	6488635.157285	3369790.200804	3118844.956481
 35-39 	6539163.181750	3382566.576821	3156596.604930
 40-44 	6224265.393003	3172220.941779	3052044.451224
 45-49 	6433597.350989	3247254.578753	3186342.772236
 50-54 	7876050.710015	3917899.468920	3958151.241095
 55-59 	7801285.545933	3801196.239709	4000089.306223
 60-64 	6763072.164282	3218323.392911	3544748.771371
 65-69 	5750267.172884	2658573.998805	3091693.174078
 70-74 	4931960.017365	2209953.040181	2722006.977184
 75-79 	3995479.890328	1711380.115211	2284099.775116
 80+ 	5254068.868802	1905284.857058	3348784.011744
Total	100069795.773783	49058340.844816	51011454.928967
2045			
 0-4	4856144.447326	2489718.015683	2366426.431643
 5-9	4989430.975828	2559575.578655	2429855.397173
 10-14 	5084256.033911	2608609.833767	2475646.200145
 15-19 	5203528.009897	2669900.613879	2533627.396019
 20-24 	5505697.528276	2833546.600749	2672150.927526
 25-29 	6016076.769905	3108969.531982	2907107.237923
 30-34 	6428907.017700	3336199.303521	3092707.714180
 35-39 	6548191.802622	3391604.644902	3156587.157720
 40-44 	6276938.360346	3207305.100184	3069633.260162
 45-49 	6264674.291388	3164528.615288	3100145.676100
 50-54 	7577843.986320	3776396.521115	3801447.465205
 55-59 	7918428.708279	3866400.413576	4052028.294704
 60-64 	6925722.682852	3302874.569133	3622848.113718
 65-69 	5852147.053328	2709334.407924	3142812.645404
 70-74 	4992806.436092	2236316.455238	2756489.980854
 75-79 	4061939.192724	1742396.913939	2319542.278784
 80+ 	5468045.491339	1992622.015816	3475423.475524
Total	99970778.788135	48996299.135350	50974479.652785
2046			
 0-4	4813943.572419	2468028.124265	2345915.448154
 5-9	4961354.732090	2545117.355861	2416237.376228
 10-14 	5062453.837106	2597426.692847	2465027.144258
 15-19 	5165219.603963	2649703.922959	2515515.681004
 20-24 	5412927.198171	2781757.986630	2631169.211542
 25-29 	5893006.720524	3041317.960538	2851688.759987
 30-34 	6357323.098887	3295410.792472	3061912.306415
 35-39 	6537755.168989	3389157.576102	3148597.592888
 40-44 	6338694.684027	3248245.671364	3090449.012663
 45-49 	6159837.182980	3113665.394132	3046171.788848
 50-54 	7231432.560206	3610037.311590	3621395.248616
 55-59 	7995130.529095	3912412.835613	4082717.693482
 60-64 	7085630.083085	3386180.764067	3699449.319018
 65-69 	5970303.180106	2769016.435609	3201286.744497
 70-74 	5060964.675455	2267374.525109	2793590.150346
 75-79 	4123714.191419	1769762.547452	2353951.643967
 80+ 	5674601.538031	2076470.473896	3598131.064135
Total	99844292.556553	48921086.370506	50923206.186047
2047			
 0-4	4769423.815153	2445149.015884	2324274.799269
 5-9	4930699.915560	2529330.636507	2401369.279052
 10-14 	5040536.987737	2586175.044180	2454361.943557
 15-19 	5133487.626424	2633251.109648	2500236.516776
 20-24 	5332365.267709	2736924.426266	2595440.841443
 25-29 	5769650.575903	2973621.448886	2796029.127017
 30-34 	6272712.831374	3247288.815669	3025424.015705
 35-39 	6512180.495123	3377281.809180	3134898.685943
 40-44 	6398243.291936	3287906.539885	3110336.752051
 45-49 	6114864.307382	3093816.022946	3021048.284436
 50-54 	6886513.161713	3443406.179560	3443106.982154
 55-59 	7992061.872604	3919413.305467	4072648.567138
 60-64 	7240661.964962	3467409.090037	3773252.874925
 65-69 	6105661.042558	2837905.202222	3267755.840335
 70-74 	5127880.107294	2298158.641991	2829721.465303
 75-79 	4187418.605605	1797693.517516	2389725.088089
 80+ 	5876489.347797	2158204.332827	3718285.014970
Total	99690851.216834	48832935.138670	50857916.078165
2048			
 0-4	4724051.588464	2421831.768886	2302219.819578
 5-9	4896980.924178	2511969.180544	2385011.743634
 10-14 	5017809.303113	2574497.050931	2443312.252181
 15-19 	5106456.888502	2619446.998220	2487009.890282
 20-24 	5264352.984916	2699334.776298	2565018.208618
 25-29 	5649818.408439	2907752.255046	2742066.153393
 30-34 	6175948.489618	3192694.036281	2983254.453337
 35-39 	6473713.176172	3357079.513112	3116633.663061
 40-44 	6446851.671745	3321069.630033	3125782.041713
 45-49 	6121487.027796	3101653.032977	3019833.994819
 50-54 	6576317.390646	3292865.938550	3283451.452096
 55-59 	7888308.347613	3876724.901163	4011583.446450
 60-64 	7390462.891333	3546614.680548	3843848.210785
 65-69 	6254605.923754	2914023.641348	3340582.282406
 70-74 	5199543.889234	2332012.913612	2867530.975622
 75-79 	4253611.678628	1826356.810547	2427254.868082
 80+ 	6071404.643992	2236562.855174	3834841.788818
Total	99511725.228145	48732489.983271	50779235.244874
2049			
 0-4	4678693.298879	2398518.395207	2280174.903672
 5-9	4860264.876338	2493068.017719	2367196.858619
 10-14 	4993806.657096	2562155.109092	2431651.548005
 15-19 	5082443.241599	2607172.306255	2475270.935344
 20-24 	5207686.543939	2668488.603016	2539197.940923
 25-29 	5537261.861247	2845579.218650	2691682.642598
 30-34 	6067276.988949	3132053.581514	2935223.407435
 35-39 	6424734.861968	3330438.708840	3094296.153128
 40-44 	6477249.789797	3343206.415799	3134043.373998
 45-49 	6154972.070120	3124974.045442	3029998.024677
 50-54 	6334358.864256	3175331.178808	3159027.685448
 55-59 	7686534.616872	3785258.424093	3901276.192778
 60-64 	7528975.382226	3620971.730675	3908003.651551
 65-69 	6410084.492566	2993760.401865	3416324.090701
 70-74 	5282361.778060	2372044.940354	2910316.837706
 75-79 	4324228.082333	1857379.681833	2466848.400500
 80+ 	6256936.767134	2309821.207684	3947115.559450
Total	99307870.173377	48620221.966843	50687648.206534
2050			
 0-4	4630560.226612	2373798.883320	2256761.343291
 5-9	4821215.865893	2472965.941394	2348249.924499
 10-14 	4968064.087007	2548905.748285	2419158.338722
 15-19 	5060144.818182	2595761.507527	2464383.310655
 20-24 	5161315.890490	2643734.181073	2517581.709416
 25-29 	5434463.108330	2788451.026229	2646012.082101
 30-34 	5949886.655939	3067261.087159	2882625.568780
 35-39 	6365836.791555	3297463.275127	3068373.516428
 40-44 	6486602.141720	3352457.326564	3134144.815156
 45-49 	6207582.536662	3159974.415579	3047608.121082
 50-54 	6169231.395318	3095321.374619	3073910.020700
 55-59 	7396507.995621	3649354.399916	3747153.595705
 60-64 	7644405.932673	3684827.622398	3959578.310275
 65-69 	6567191.514970	3074418.783937	3492772.731033
 70-74 	5379864.997109	2419815.768092	2960049.229018
 75-79 	4381803.621097	1881851.313998	2499952.307099
 80+ 	6446170.043128	2385091.232069	4061078.811059
Total	99070847.622306	48491453.887287	50579393.735019
