Vietnam	Total	Male	Female
 50-54 	31360.975527	22732.562435	8628.413091
 55-59 	42069.371309	29260.666438	12808.704871
 60-64 	52566.725749	34731.047307	17835.678442
 65-69 	66334.045532	41571.901119	24762.144413
 70-74 	65313.350810	37942.447059	27370.903751
 75-79 	52185.987317	26629.773829	25556.213488
 80+ 	197377.024533	70777.988284	126599.036249
Total	626525.535331	344755.564453	281769.970878
2025			
 0-4	18880.089113	9200.029775	9680.059337
 5-9	2608.394928	1600.189330	1008.205599
 10-14 	2355.289381	1537.178750	818.110632
 15-19 	5220.757068	3027.553661	2193.203407
 20-24 	7434.330423	4772.544426	2661.785997
 25-29 	9362.245244	6501.753208	2860.492035
 30-34 	12993.483521	9440.642033	3552.841488
 35-39 	16781.139548	12544.205757	4236.933791
 40-44 	19488.571864	14400.966179	5087.605685
 45-49 	23211.893731	17081.341937	6130.551795
 50-54 	31327.379629	22629.322931	8698.056698
 55-59 	42078.107925	29200.217296	12877.890630
 60-64 	53052.935348	35017.588873	18035.346475
 65-69 	68387.221312	42853.071063	25534.150249
 70-74 	70567.723368	41133.000302	29434.723066
 75-79 	56157.971486	28874.616914	27283.354571
 80+ 	198413.071225	71084.017938	127329.053288
Total	638320.605115	350898.240373	287422.364742
2026			
 0-4	18409.199825	8771.095506	9638.104319
 5-9	2517.870673	1523.823309	994.047364
 10-14 	2289.526332	1485.038818	804.487515
 15-19 	5170.489250	2967.526221	2202.963029
 20-24 	7478.087855	4778.436530	2699.651324
 25-29 	9199.291377	6361.729418	2837.561959
 30-34 	12310.895247	8900.376162	3410.519086
 35-39 	16780.169425	12544.973989	4235.195436
 40-44 	19745.683735	14577.324080	5168.359655
 45-49 	23443.922216	17206.672468	6237.249748
 50-54 	31324.974619	22558.739655	8766.234964
 55-59 	42004.335219	29068.835979	12935.499241
 60-64 	53390.182307	35194.860395	18195.321912
 65-69 	70098.508427	43938.709384	26159.799043
 70-74 	75331.115552	43992.293257	31338.822295
 75-79 	61435.898290	31906.504553	29529.393737
 80+ 	200003.637182	71627.725242	128375.911940
Total	650933.787532	357404.664967	293529.122565
2027			
 0-4	17930.086249	8416.929653	9513.156596
 5-9	2435.257198	1454.674639	980.582559
 10-14 	2220.029845	1431.325729	788.704116
 15-19 	5109.163203	2900.700414	2208.462789
 20-24 	7512.885804	4774.950453	2737.935351
 25-29 	9116.084366	6273.201607	2842.882759
 30-34 	11645.505659	8375.864009	3269.641650
 35-39 	16594.867408	12409.330400	4185.537008
 40-44 	19955.748649	14721.259383	5234.489266
 45-49 	23719.554249	17369.010696	6350.543553
 50-54 	31289.458456	22468.310336	8821.148120
 55-59 	41916.287355	28926.989875	12989.297479
 60-64 	53629.726954	35307.599692	18322.127261
 65-69 	71489.507376	44842.536752	26646.970624
 70-74 	79588.046489	46539.005068	33049.041422
 75-79 	67565.193198	35445.322563	32119.870636
 80+ 	203002.648612	72837.280471	130165.368140
Total	664720.051070	364494.291740	300225.759330
2028			
 0-4	17442.047306	8129.951722	9312.095584
 5-9	2359.926636	1391.888441	968.038195
 10-14 	2145.201464	1376.946146	768.255318
 15-19 	5041.557009	2830.691856	2210.865153
 20-24 	7523.014104	4750.204788	2772.809317
 25-29 	9094.376945	6223.204954	2871.171992
 30-34 	11055.680667	7910.487202	3145.193466
 35-39 	16165.944419	12095.171220	4070.773200
 40-44 	20117.165758	14828.533956	5288.631801
 45-49 	24008.313391	17547.115705	6461.197686
 50-54 	31257.318900	22387.571595	8869.747305
 55-59 	41826.691550	28785.817982	13040.873568
 60-64 	53736.773147	35332.631297	18404.141851
 65-69 	72580.482344	45572.504630	27007.977714
 70-74 	83349.111222	48797.693873	34551.417348
 75-79 	74221.188388	39291.949681	34929.238707
 80+ 	207541.909788	74798.162272	132743.747516
Total	679466.703039	372050.527320	307416.175720
2029			
 0-4	16984.106733	7886.516252	9097.590481
 5-9	2291.362194	1334.395965	956.966229
 10-14 	2074.020129	1324.488203	749.531926
 15-19 	4969.369036	2758.434918	2210.934117
 20-24 	7506.873425	4705.017154	2801.856271
 25-29 	9107.485117	6197.692727	2909.792390
 30-34 	10592.152458	7539.069981	3053.082478
 35-39 	15523.005585	11614.948095	3908.057489
 40-44 	20220.017800	14891.675864	5328.341937
 45-49 	24285.837973	17721.375225	6564.462748
 50-54 	31270.822899	22345.228179	8925.594720
 55-59 	41782.368605	28681.426322	13100.942283
 60-64 	53672.596339	35233.605256	18438.991083
 65-69 	73444.966163	46163.980232	27280.985931
 70-74 	86636.058547	50789.667880	35846.390667
 75-79 	81037.440063	43224.232877	37813.207186
 80+ 	213900.882279	77654.301343	136246.580936
Total	695299.365344	380066.056472	315233.308872
2030			
 0-4	16557.430948	7674.464251	8882.966697
 5-9	2230.658967	1283.098131	947.560836
 10-14 	2009.717761	1270.709978	739.007784
 15-19 	4893.625834	2683.792412	2209.833422
 20-24 	7461.892880	4638.085439	2823.807441
 25-29 	9144.566724	6189.795698	2954.771026
 30-34 	10271.591295	7273.559957	2998.031338
 35-39 	14781.888516	11005.646161	3776.242355
 40-44 	20248.575581	14900.919095	5347.656486
 45-49 	24543.298425	17885.571747	6657.726679
 50-54 	31370.232651	22370.556201	8999.676450
 55-59 	41631.176105	28497.541317	13133.634788
 60-64 	53707.777114	35209.889837	18497.887277
 65-69 	74141.852587	46649.107597	27492.744990
 70-74 	89469.414410	52534.165755	36935.248655
 75-79 	87755.302155	47090.551260	40664.750895
 80+ 	222465.890378	81589.150493	140876.739885
Total	712684.892331	388746.605326	323938.287005
2031			
 0-4	16166.690245	7485.573983	8681.116262
 5-9	2177.998971	1238.265376	939.733595
 10-14 	1949.486905	1221.086045	728.400861
 15-19 	4811.009653	2605.400964	2205.608689
 20-24 	7394.479542	4556.237863	2838.241679
 25-29 	9192.627708	6190.642412	3001.985296
 30-34 	10061.064089	7088.063375	2973.000714
 35-39 	13962.291660	10341.885460	3620.406200
 40-44 	20167.453586	14832.846573	5334.607013
 45-49 	24769.769916	18029.563994	6740.205922
 50-54 	31558.375144	22466.168457	9092.206688
 55-59 	41543.420636	28371.667990	13171.752646
 60-64 	53648.514748	35109.110229	18539.404519
 65-69 	74645.316854	46996.469541	27648.847313
 70-74 	91875.414730	54057.677149	37817.737581
 75-79 	93919.431486	50617.609561	43301.821925
 80+ 	234014.542035	86972.094499	147042.447536
Total	731857.887909	398180.363471	333677.524437
2032			
 0-4	15808.601613	7308.996696	8499.604918
 5-9	2130.512628	1196.981744	933.530885
 10-14 	1889.547772	1171.590604	717.957169
 15-19 	4721.333297	2524.067062	2197.266236
 20-24 	7313.915896	4467.005348	2846.910548
 25-29 	9234.156731	6187.320946	3046.835785
 30-34 	9947.900137	6972.874136	2975.026002
 35-39 	13176.170439	9711.327206	3464.843234
 40-44 	19890.909391	14626.393144	5264.516247
 45-49 	24969.949455	18157.886536	6812.062919
 50-54 	31837.727823	22633.536271	9204.191552
 55-59 	41437.163250	28239.241886	13197.921364
 60-64 	53593.004864	35008.502088	18584.502775
 65-69 	75046.656067	47267.531217	27779.124849
 70-74 	93888.659842	55372.455478	38516.204364
 75-79 	99509.529437	53816.631416	45692.898021
 80+ 	247938.672364	93476.887917	154461.784447
Total	752334.411007	408139.229693	344195.181314
2033			
 0-4	15472.305583	7140.694682	8331.610900
 5-9	2090.795888	1161.799053	928.996835
 10-14 	1834.719737	1126.842879	707.876857
 15-19 	4623.372708	2439.053937	2184.318771
 20-24 	7225.485659	4374.937889	2850.547770
 25-29 	9255.190219	6169.546626	3085.643593
 30-34 	9916.707216	6917.499285	2999.207930
 35-39 	12491.572117	9165.508544	3326.063573
 40-44 	19367.261378	14246.250277	5121.011101
 45-49 	25148.156409	18273.557585	6874.598824
 50-54 	32183.815004	22853.443433	9330.371571
 55-59 	41366.384416	28140.519238	13225.865179
 60-64 	53555.449361	34917.379155	18638.070206
 65-69 	75303.859831	47430.018774	27873.841057
 70-74 	95549.363560	56490.434474	39058.929086
 75-79 	104541.573081	56714.422301	47827.150780
 80+ 	264021.776414	100976.567188	163045.209226
Total	773947.788580	418538.475321	355409.313259
2034			
 0-4	15145.995364	6979.062037	8166.933328
 5-9	2056.852838	1131.041548	925.811290
 10-14 	1783.239130	1084.617479	698.621651
 15-19 	4539.479182	2373.704280	2165.774902
 20-24 	7126.715781	4277.768139	2848.947642
 25-29 	9244.163333	6128.347471	3115.815862
 30-34 	9928.551014	6895.758960	3032.792055
 35-39 	11960.505972	8739.645892	3220.860080
 40-44 	18597.608826	13693.018481	4904.590345
 45-49 	25279.459523	18357.788552	6921.670971
 50-54 	32549.837972	23092.782044	9457.055928
 55-59 	41381.097447	28109.495348	13271.602099
 60-64 	53589.618783	34883.057438	18706.561346
 65-69 	75363.784425	47439.329536	27924.454889
 70-74 	96937.688994	57451.251115	39486.437879
 75-79 	109031.454130	59334.028834	49697.425297
 80+ 	282016.492158	109337.797671	172678.694487
Total	796532.544874	429308.494823	367224.050051
2035			
 0-4	14834.998536	6828.236986	8006.761550
 5-9	2026.139235	1102.398056	923.741179
 10-14 	1736.365203	1045.992970	690.372233
 15-19 	4481.982524	2340.234919	2141.747606
 20-24 	7020.338090	4177.496122	2842.841968
 25-29 	9196.501951	6060.681396	3135.820555
 30-34 	9973.480537	6901.899596	3071.580941
 35-39 	11593.608723	8439.882910	3153.725813
 40-44 	17632.677880	12997.001394	4635.676485
 45-49 	25331.472100	18387.735009	6943.737091
 50-54 	32915.215154	23335.687026	9579.528128
 55-59 	41521.699585	28171.754648	13349.944936
 60-64 	53502.723441	34763.084465	18739.638976
 65-69 	75592.833118	47565.020951	28027.812167
 70-74 	98126.671924	58292.081636	39834.590288
 75-79 	112991.480996	61691.765831	51299.715165
 80+ 	301580.394043	118394.494573	183185.899470
Total	820058.583040	440495.448487	379563.134553
2036			
 0-4	14535.005643	6683.791665	7851.213978
 5-9	2000.709725	1078.210628	922.499097
 10-14 	1693.587562	1010.513907	683.073655
 15-19 	4416.154543	2302.660432	2113.494111
 20-24 	6899.827235	4069.404681	2830.422554
 25-29 	9121.889835	5975.773647	3146.116189
 30-34 	10029.384106	6917.780879	3111.603227
 35-39 	11354.085393	8236.672292	3117.413101
 40-44 	16583.556816	12235.611907	4347.944909
 45-49 	25252.119690	18327.590337	6924.529353
 50-54 	33252.536957	23560.662767	9691.874191
 55-59 	41782.480239	28326.435040	13456.045199
 60-64 	53496.571070	34714.708419	18781.862651
 65-69 	75677.348550	47572.962004	28104.386546
 70-74 	99064.638262	58960.920500	40103.717762
 75-79 	116429.511874	63806.753586	52622.758288
 80+ 	322023.722814	127803.735194	194219.987620
Total	843613.130312	451584.187885	392028.942428
2037			
 0-4	14243.007398	6545.964090	7697.043307
 5-9	1977.330466	1055.594033	921.736433
 10-14 	1657.183854	980.394726	676.789128
 15-19 	4344.947312	2262.515498	2082.431814
 20-24 	6766.205234	3955.465571	2810.739664
 25-29 	9026.496058	5877.852486	3148.643572
 30-34 	10073.860336	6925.505192	3148.355144
 35-39 	11221.176746	8112.463607	3108.713139
 40-44 	15582.696819	11499.714609	4082.982210
 45-49 	24931.141956	18096.430585	6834.711371
 50-54 	33554.087363	23765.288132	9788.799230
 55-59 	42160.684647	28569.286853	13591.397795
 60-64 	53466.613749	34656.608293	18810.005456
 65-69 	75751.326284	47574.732727	28176.593557
 70-74 	99867.183324	59535.502632	40331.680691
 75-79 	119376.612919	65687.665218	53688.947701
 80+ 	343039.888832	137462.618900	205577.269933
Total	867040.443296	462563.603151	404476.840145
2038			
 0-4	13955.746703	6413.010226	7542.736477
 5-9	1954.359912	1033.198010	921.161903
 10-14 	1624.985416	953.376194	671.609222
 15-19 	4271.565660	2221.468083	2050.097577
 20-24 	6619.092738	3835.287039	2783.805700
 25-29 	8914.940430	5770.531860	3144.408569
 30-34 	10092.619028	6914.385281	3178.233747
 35-39 	11177.589856	8055.082180	3122.507676
 40-44 	14712.661498	10847.848336	3864.813162
 45-49 	24301.888927	17648.620018	6653.268908
 50-54 	33825.348301	23951.325928	9874.022373
 55-59 	42621.862861	28877.978865	13743.883996
 60-64 	53471.635673	34636.013957	18835.621715
 65-69 	75842.668324	47588.784181	28253.884144
 70-74 	100480.463681	59975.643890	40504.819790
 75-79 	121884.263658	67349.412371	54534.851286
 80+ 	364538.271164	147342.585714	217195.685450
Total	890289.963830	473414.552133	416875.411696
2039			
 0-4	13668.652024	6281.660369	7386.991655
 5-9	1933.357815	1012.779057	920.578758
 10-14 	1597.125425	929.767072	667.358352
 15-19 	4199.219668	2180.947190	2018.272478
 20-24 	6462.184931	3712.876296	2749.308635
 25-29 	8791.387214	5657.672732	3133.714482
 30-34 	10075.689693	6876.813487	3198.876206
 35-39 	11184.119278	8038.129615	3145.989663
 40-44 	14043.484764	10335.357270	3708.127494
 45-49 	23376.640275	16995.398238	6381.242037
 50-54 	34038.909039	24102.210283	9936.698756
 55-59 	43121.147465	29218.604206	13902.543259
 60-64 	53585.893467	34697.799937	18888.093530
 65-69 	76044.728149	47686.217363	28358.510787
 70-74 	100836.326805	60222.664720	40613.662085
 75-79 	124062.936066	68838.386253	55224.549813
 80+ 	386268.529019	157339.657263	228928.871755
Total	913290.331097	484126.941352	429163.389746
2040			
 0-4	13386.382316	6154.418251	7231.964065
 5-9	1912.958299	993.188605	919.769694
 10-14 	1572.927323	909.021100	663.906223
 15-19 	4130.092478	2141.944021	1988.148458
 20-24 	6298.164121	3589.811972	2708.352149
 25-29 	8656.060860	5538.390715	3117.670145
 30-34 	10021.841907	6812.709788	3209.132119
 35-39 	11229.513537	8054.358251	3175.155287
 40-44 	13582.324423	9971.112273	3611.212150
 45-49 	22207.546282	16163.747143	6043.799139
 50-54 	34148.540878	24183.284774	9965.256105
 55-59 	43621.676951	29564.220529	14057.456422
 60-64 	53854.735138	34873.385506	18981.349632
 65-69 	76080.966500	47671.182538	28409.783962
 70-74 	101419.572072	60617.510660	40802.061412
 75-79 	125994.896004	70190.244005	55804.651999
 80+ 	407965.975769	167352.992292	240612.983476
Total	936084.174859	494781.522423	441302.652436
2041			
 0-4	13104.958176	6028.466490	7076.491685
 5-9	1894.269000	975.696772	918.572228
 10-14 	1550.951086	889.867802	661.083284
 15-19 	4065.796370	2105.364080	1960.432289
 20-24 	6131.634068	3468.465158	2663.168910
 25-29 	8502.962190	5408.210611	3094.751579
 30-34 	9935.347092	6725.827247	3209.519845
 35-39 	11287.469365	8081.576992	3205.892373
 40-44 	13279.330908	9723.669390	3555.661518
 45-49 	20919.417867	15242.484374	5676.933493
 50-54 	34080.933452	24144.034207	9936.899244
 55-59 	44086.334947	29887.284168	14199.050779
 60-64 	54274.247086	35157.974762	19116.272325
 65-69 	76226.206461	47746.316897	28479.889564
 70-74 	101805.714361	60854.441014	40951.273347
 75-79 	127604.160645	71327.902967	56276.257678
 80+ 	429238.652372	177227.623809	252011.028563
Total	957988.385444	504995.206739	452993.178705
2042			
 0-4	12822.474670	5902.359353	6920.115317
 5-9	1882.909115	966.039310	916.869805
 10-14 	1531.587002	872.901545	658.685457
 15-19 	4008.142619	2072.453681	1935.688938
 20-24 	5968.212903	3352.129654	2616.083250
 25-29 	8330.913930	5266.613826	3064.300104
 30-34 	9826.052500	6623.596200	3202.456300
 35-39 	11333.614733	8099.877847	3233.736885
 40-44 	13090.541673	9568.646928	3521.894745
 45-49 	19664.480460	14333.727518	5330.752942
 50-54 	33679.011575	23869.667431	9809.344143
 55-59 	44500.168456	30179.107236	14321.061220
 60-64 	54839.684706	35547.429607	19292.255099
 65-69 	76313.793578	47789.114531	28524.679047
 70-74 	102163.082714	61068.504255	41094.578459
 75-79 	129027.071981	72335.358364	56691.713617
 80+ 	450005.472695	186917.422014	263088.050681
Total	978987.215309	514764.949299	464222.266010
2043			
 0-4	12536.586501	5775.035076	6761.551425
 5-9	1878.210364	963.609825	914.600539
 10-14 	1513.270119	856.711707	656.558412
 15-19 	3958.079997	2044.046970	1914.033028
 20-24 	5809.749643	3240.675713	2569.073930
 25-29 	8143.347876	5116.771529	3026.576347
 30-34 	9698.230474	6509.048072	3189.182402
 35-39 	11350.694606	8095.527498	3255.167108
 40-44 	12993.777675	9490.387707	3503.389968
 45-49 	18553.512853	13516.129176	5037.383677
 50-54 	32858.339799	23304.799806	9553.539992
 55-59 	44865.163377	30440.478984	14424.684393
 60-64 	55508.583381	36011.224905	19497.358476
 65-69 	76426.499134	47860.825644	28565.673489
 70-74 	102524.502990	61278.546823	41245.956167
 75-79 	130187.270802	73158.322612	57028.948190
 80+ 	470237.542535	196400.502281	273837.040254
Total	999043.362124	524062.644328	474980.717797
2044			
 0-4	12248.154504	5646.887940	6601.266564
 5-9	1872.296521	960.555270	911.741251
 10-14 	1495.600919	840.996294	654.604625
 15-19 	3915.176105	2020.135937	1895.040168
 20-24 	5660.788736	3136.576152	2524.212584
 25-29 	7941.758861	4960.332590	2981.426271
 30-34 	9555.323451	6385.158091	3170.165360
 35-39 	11326.769397	8058.986385	3267.783012
 40-44 	12958.605779	9461.742252	3496.863527
 45-49 	17677.891103	12862.095563	4815.795541
 50-54 	31648.597768	22467.205207	9181.392561
 55-59 	45145.282018	30647.676284	14497.605734
 60-64 	56218.529557	36508.635226	19709.894331
 65-69 	76674.972490	48033.491665	28641.480824
 70-74 	103006.801172	61571.929490	41434.871681
 75-79 	131004.488203	73727.747221	57276.740982
 80+ 	489955.565025	205679.739617	284275.825408
Total	1018306.601610	532969.891187	485336.710423
2045			
 0-4	11959.323598	5519.117546	6440.206052
 5-9	1865.105670	956.843218	908.262452
 10-14 	1478.301291	825.602591	652.698700
 15-19 	3879.276263	2000.586828	1878.689435
 20-24 	5523.997491	3041.220553	2482.776937
 25-29 	7731.289327	4800.990571	2930.298756
 30-34 	9398.124281	6251.777122	3146.347159
 35-39 	11261.028991	7990.444264	3270.584727
 40-44 	12962.888532	9467.184228	3495.704304
 45-49 	17060.494035	12389.300838	4671.193196
 50-54 	30104.024342	21393.440882	8710.583461
 55-59 	45284.229353	30764.756577	14519.472775
 60-64 	56932.259532	37011.420681	19920.838852
 65-69 	77139.446671	48358.191360	28781.255311
 70-74 	103256.248181	61708.940111	41547.308070
 75-79 	132129.830394	74485.495956	57644.334438
 80+ 	509188.965777	214765.474754	294423.491023
Total	1037154.833731	541730.788081	495424.045649
2046			
 0-4	11674.265108	5394.036112	6280.228996
 5-9	1856.581254	952.446804	904.134451
 10-14 	1462.083892	811.353246	650.730645
 15-19 	3849.840645	1984.854479	1864.986166
 20-24 	5400.659055	2955.367552	2445.291503
 25-29 	7519.361778	4643.780975	2875.580803
 30-34 	9223.969448	6107.336047	3116.633401
 35-39 	11160.196211	7896.010302	3264.185909
 40-44 	12984.656417	9489.372942	3495.283475
 45-49 	16642.995548	12063.325338	4579.670210
 50-54 	28398.187290	20200.128919	8198.058372
 55-59 	45186.839049	30724.498263	14462.340786
 60-64 	57605.173148	37491.760885	20113.412263
 65-69 	77818.579718	48834.530259	28984.049458
 70-74 	103651.356911	61961.576411	41689.780500
 75-79 	132992.235456	75039.018237	57953.217219
 80+ 	527570.082910	223431.075274	304139.007636
Total	1054997.063837	549980.472043	505016.591794
2047			
 0-4	11393.177585	5271.121941	6122.055643
 5-9	1846.685400	947.345653	899.339747
 10-14 	1446.261398	797.643312	648.618086
 15-19 	3825.913910	1972.325843	1853.588067
 20-24 	5293.153776	2880.830044	2412.323732
 25-29 	7310.887048	4491.070588	2819.816460
 30-34 	9031.444710	5951.156892	3080.287818
 35-39 	11033.346547	7782.252267	3251.094281
 40-44 	12991.101369	9501.868612	3489.232758
 45-49 	16382.023747	11858.921767	4523.101980
 50-54 	26718.116701	19015.905499	7702.211201
 55-59 	44651.091440	30389.144192	14261.947249
 60-64 	58221.433360	37938.301044	20283.132315
 65-69 	78714.894801	49461.711490	29253.183312
 70-74 	103976.233766	62179.369238	41796.864528
 75-79 	133829.968998	75571.884137	58258.084862
 80+ 	545375.576100	231825.098137	313550.477963
Total	1072041.310656	557835.950655	514205.360002
2048			
 0-4	11122.496779	5154.146419	5968.350360
 5-9	1835.349224	941.504911	893.844313
 10-14 	1430.242893	783.930962	646.311931
 15-19 	3806.002759	1962.108836	1843.893923
 20-24 	5199.036941	2814.917740	2384.119201
 25-29 	7110.423817	4345.339533	2765.084284
 30-34 	8822.981550	5785.526069	3037.455481
 35-39 	10886.527309	7653.977762	3232.549547
 40-44 	12967.109112	9492.246004	3474.863107
 45-49 	16244.599315	11754.365495	4490.233821
 50-54 	25199.222918	17936.666331	7262.556588
 55-59 	43571.209446	29688.019413	13883.190033
 60-64 	58782.584928	38354.164052	20428.420876
 65-69 	79772.079317	50204.421615	29567.657701
 70-74 	104350.808750	62446.161957	41904.646794
 75-79 	134685.661870	76105.991539	58579.670331
 80+ 	562404.889368	239816.159215	322588.730153
Total	1088191.226295	565239.647852	522951.578443
2049			
 0-4	10863.553625	5043.694831	5819.858794
 5-9	1822.670573	934.975240	887.695333
 10-14 	1413.885685	770.101492	643.784193
 15-19 	3788.598986	1953.195808	1835.403178
 20-24 	5119.539241	2759.412804	2360.126437
 25-29 	6923.090361	4209.599838	2713.490523
 30-34 	8600.118115	5612.081682	2988.036433
 35-39 	10723.783233	7514.746944	3209.036288
 40-44 	12897.899649	9448.261217	3449.638433
 45-49 	16183.405712	11711.123137	4472.282575
 50-54 	23988.121573	17066.532588	6921.588985
 55-59 	41980.794210	28641.402168	13339.392043
 60-64 	59238.201235	38707.827088	20530.374148
 65-69 	80904.625214	51002.979377	29901.645837
 70-74 	104914.291105	62849.888684	42064.402421
 75-79 	135699.700579	76743.750390	58955.950189
 80+ 	578588.131600	247301.440881	331286.690718
Total	1103650.410695	572271.014167	531379.396528
2050			
 0-4	10737.063339	4984.436424	5752.626915
 5-9	1809.016183	927.944017	881.072166
 10-14 	1406.712337	765.720326	640.992012
 15-19 	3772.658430	1945.040658	1827.617773
 20-24 	5077.762894	2737.710770	2340.052124
 25-29 	6791.703691	4125.436165	2666.267525
 30-34 	8423.229365	5489.797561	2933.431804
 35-39 	10615.619788	7434.400731	3181.219057
 40-44 	12905.799629	9464.226286	3441.573343
 45-49 	16343.522209	11841.924721	4501.597488
 50-54 	23373.671837	16623.863767	6749.808070
 55-59 	40420.568208	27619.887239	12800.680969
 60-64 	60172.695987	39375.806394	20796.889593
 65-69 	82931.144917	52358.298624	30572.846293
 70-74 	106813.130258	64051.437174	42761.693084
 75-79 	137588.213570	77803.830379	59784.383191
 80+ 	597283.112218	255894.368531	341388.743687
Total	1126465.624861	583444.129767	543021.495094
