Vietnam_test	Total	Male	Female
 15-19 	40124.419022	20687.319480	19437.099542
 20-24 	49730.374339	25760.446239	23969.928100
 25-29 	51760.745110	26909.948427	24850.796683
 30-34 	50674.809365	26283.787849	24391.021517
 35-39 	46887.027973	24001.178232	22885.849741
 40-44 	45482.242750	23057.029448	22425.213302
 45-49 	54124.057249	27160.233045	26963.824204
 50-54 	56317.429731	27788.994450	28528.435281
 55-59 	49308.329090	23841.292972	25467.036119
 60-64 	42076.258164	19864.844428	22211.413736
 65-69 	36824.456385	16997.612459	19826.843925
 70-74 	31275.545583	14009.830093	17265.715490
 75-79 	24908.036712	10547.352284	14360.684428
 80+ 	29067.042974	10286.017052	18781.025923
Total	703602.683490	345949.400019	357653.283471
2041			
 0-4	33050.643818	16950.894527	16099.749291
 5-9	37449.785003	19211.555663	18238.229340
 10-14 	24079.306964	12352.611784	11726.695180
 15-19 	39424.111457	20296.316172	19127.795285
 20-24 	48684.392065	25184.653823	23499.738242
 25-29 	51136.823719	26552.957536	24583.866183
 30-34 	50553.196321	26239.715272	24313.481049
 35-39 	47348.172703	24305.626786	23042.545916
 40-44 	44743.905118	22695.165069	22048.740049
 45-49 	51630.293380	25950.614006	25679.679374
 50-54 	56839.206970	28103.103540	28736.103430
 55-59 	50432.499348	24430.790499	26001.708849
 60-64 	42912.920217	20291.404215	22621.516003
 65-69 	37307.012932	17219.300144	20087.712789
 70-74 	31722.014152	14211.499468	17510.514684
 75-79 	25429.725668	10810.826845	14618.898823
 80+ 	30618.017228	10910.856819	19707.160409
Total	703362.027063	345717.892168	357644.134895
2042			
 0-4	32848.377007	16846.797325	16001.579682
 5-9	37285.814143	19127.453801	18158.360342
 10-14 	23952.683424	12287.589509	11665.093915
 15-19 	38799.518212	19947.443884	18852.074328
 20-24 	47624.276106	24602.656666	23021.619440
 25-29 	50392.408873	26129.440334	24262.968539
 30-34 	50295.913256	26113.025879	24182.887377
 35-39 	47766.001175	24585.972688	23180.028487
 40-44 	44422.496373	22550.749116	21871.747257
 45-49 	49142.483858	24736.818554	24405.665304
 50-54 	56771.780649	28126.271289	28645.509360
 55-59 	51500.544064	24994.630850	26505.913214
 60-64 	43856.297621	20777.180159	23079.117462
 65-69 	37765.958133	17432.100921	20333.857212
 70-74 	32170.239211	14411.766883	17758.472328
 75-79 	25918.000663	11054.844974	14863.155689
 80+ 	32129.595588	11523.329868	20606.265720
Total	702642.388355	345248.072699	357394.315656
2043			
 0-4	32616.554163	16727.508275	15889.045889
 5-9	37100.821618	19032.442844	18068.378774
 10-14 	23834.024744	12227.335326	11606.689418
 15-19 	38255.765058	19645.789139	18609.975919
 20-24 	46584.818353	24031.608114	22553.210239
 25-29 	49538.445501	25648.302926	23890.142575
 30-34 	49923.615124	25914.080144	24009.534980
 35-39 	48076.798280	24804.077237	23272.721043
 40-44 	44457.179878	22599.100352	21858.079526
 45-49 	46898.690275	23636.899111	23261.791165
 50-54 	55970.282535	27783.866725	28186.415811
 55-59 	52510.519974	25533.458894	26977.061080
 60-64 	44880.416548	21307.704595	23572.711954
 65-69 	38246.057360	17661.615049	20584.442311
 70-74 	32626.497415	14613.080137	18013.417278
 75-79 	26357.149992	11270.648063	15086.501929
 80+ 	33598.656381	12121.150491	21477.505890
Total	701476.293200	344558.667419	356917.625781
2044			
 0-4	32354.819331	16592.856879	15761.962452
 5-9	36893.476114	18925.861626	17967.614488
 10-14 	23718.201842	12168.251191	11549.950651
 15-19 	37785.976102	19389.553500	18396.422602
 20-24 	45598.790733	23487.862465	22110.928268
 25-29 	48581.538405	25115.431472	23466.106933
 30-34 	49456.766200	25658.605631	23798.160568
 35-39 	48230.279103	24928.355756	23301.923347
 40-44 	44668.055008	22750.892570	21917.162438
 45-49 	45137.023832	22771.802194	22365.221638
 50-54 	54459.684868	27085.405362	27374.279506
 55-59 	53420.757827	26027.621935	27393.135892
 60-64 	45934.747885	21856.506634	24078.241251
 65-69 	38794.865515	17931.368384	20863.497131
 70-74 	33107.967025	14829.731383	18278.235642
 75-79 	26727.333839	11444.271634	15283.062205
 80+ 	35027.340098	12704.259828	22323.080270
Total	699897.623726	343668.638445	356228.985281
2045			
 0-4	32064.730715	16443.651732	15621.078983
 5-9	36662.650331	18807.150123	17855.500208
 10-14 	23601.301659	12108.455274	11492.846385
 15-19 	37385.833822	19175.901822	18209.932000
 20-24 	44688.629180	22983.711084	21704.918096
 25-29 	47551.532087	24548.231601	23003.300486
 30-34 	48903.829886	25349.922514	23553.907372
 35-39 	48211.358294	24948.608298	23262.749997
 40-44 	45001.064184	22979.423143	22021.641041
 45-49 	43919.523947	22174.796531	21744.727416
 50-54 	52321.156717	26068.612546	26252.544170
 55-59 	54154.359344	26440.478674	27713.880670
 60-64 	46990.775734	22407.954850	24582.820884
 65-69 	39446.718543	18257.997732	21188.720811
 70-74 	33486.129708	14993.273710	18492.855998
 75-79 	27147.326997	11641.118679	15506.208318
 80+ 	36419.270958	13273.776096	23145.494861
Total	697956.192106	342603.064412	355353.127695
2046			
 0-4	31750.452683	16282.033614	15468.419070
 5-9	36407.505112	18675.910492	17731.594621
 10-14 	23479.876387	12046.238534	11433.637853
 15-19 	37047.340513	18998.180834	18049.159679
 20-24 	43866.389312	22527.994875	21338.394438
 25-29 	46485.907359	23965.607449	22520.299909
 30-34 	48254.482694	24983.720810	23270.761884
 35-39 	48038.483458	24878.857187	23159.626272
 40-44 	45382.584754	23240.841033	22141.743720
 45-49 	43145.307928	21798.066412	21347.241516
 50-54 	49853.115807	24881.717846	24971.397961
 55-59 	54596.931719	26714.833813	27882.097906
 60-64 	48014.450286	22944.138454	25070.311832
 65-69 	40198.264102	18640.046307	21558.217796
 70-74 	33905.666934	15184.954794	18720.712140
 75-79 	27529.832435	11810.901962	15718.930473
 80+ 	37751.533130	13816.212171	23935.320959
Total	695708.124615	341390.256587	354317.868028
2047			
 0-4	31417.101321	16110.625778	15306.475543
 5-9	36127.672326	18531.958910	17595.713416
 10-14 	23351.242302	11980.243583	11370.998719
 15-19 	36759.772259	18849.723287	17910.048972
 20-24 	43145.312893	22130.091529	21015.221364
 25-29 	45422.824235	23385.392120	22037.432115
 30-34 	47504.535609	24561.627889	22942.907721
 35-39 	47748.821800	24736.996505	23011.825295
 40-44 	45734.413778	23485.264837	22249.148941
 45-49 	42784.355576	21635.482380	21148.873196
 50-54 	47405.140552	23697.757394	23707.383158
 55-59 	54484.396112	26717.417669	27766.978443
 60-64 	48993.743657	23460.544336	25533.199321
 65-69 	41056.890884	19079.881006	21977.009878
 70-74 	34310.983917	15372.211103	18938.772814
 75-79 	27920.220594	11982.368924	15937.851669
 80+ 	39044.140613	14341.313582	24702.827030
Total	693211.568427	340058.900831	353152.667597
2048			
 0-4	31069.668161	15931.986517	15137.681644
 5-9	35822.015708	18374.728569	17447.287140
 10-14 	23214.229447	11909.883849	11304.345598
 15-19 	36509.249831	18722.267262	17786.982569
 20-24 	42529.573079	21793.076298	20736.496781
 25-29 	44395.019667	22823.674213	21571.345454
 30-34 	46664.892605	24092.306427	22572.586178
 35-39 	47363.048492	24533.399615	22829.648877
 40-44 	45996.928288	23677.006717	22319.921571
 45-49 	42778.076714	21663.416654	21114.660060
 50-54 	45206.401304	22629.544215	22576.857089
 55-59 	53680.591886	26378.643103	27301.948783
 60-64 	49928.863179	23958.818390	25970.044789
 65-69 	41999.556247	19564.741258	22434.814989
 70-74 	34743.747515	15578.125082	19165.622433
 75-79 	28323.440167	12157.079316	16166.360850
 80+ 	40283.366326	14841.303346	25442.062980
Total	690508.668617	338630.000832	351878.667785
2049			
 0-4	30717.760082	15751.037677	14966.722405
 5-9	35492.732557	18205.347960	17287.384597
 10-14 	23068.652688	11835.070527	11233.582161
 15-19 	36282.436189	18606.872229	17675.563960
 20-24 	42009.869171	21513.078996	20496.790175
 25-29 	43433.224714	22295.759401	21137.465313
 30-34 	45741.469860	23581.104230	22160.365630
 35-39 	46900.715225	24282.983481	22617.731744
 40-44 	46122.302552	23786.037654	22336.264898
 45-49 	42953.320388	21796.379047	21156.941341
 50-54 	43485.007338	21792.223514	21692.783824
 55-59 	52210.875729	25708.283852	26502.591877
 60-64 	50781.057257	24420.923287	26360.133970
 65-69 	42980.009388	20070.800090	22909.209298
 70-74 	35247.824136	15823.844698	19423.979438
 75-79 	28753.248746	12346.337771	16406.910975
 80+ 	41454.624786	15305.223907	26149.400879
Total	687635.130806	337121.308322	350513.822484
2050			
 0-4	30365.431590	15569.991595	14795.439996
 5-9	35147.192046	18027.592955	17119.599091
 10-14 	22913.753412	11755.409444	11158.343968
 15-19 	36069.788355	18498.561922	17571.226433
 20-24 	41577.843761	21284.730468	20293.113293
 25-29 	42557.606485	21812.660398	20744.946088
 30-34 	44761.112745	23043.554369	21717.558376
 35-39 	46368.663207	23988.008951	22380.654256
 40-44 	46094.658569	23801.600407	22293.058162
 45-49 	43256.576047	22007.792702	21248.783345
 50-54 	42296.872040	21215.304259	21081.567781
 55-59 	50149.434312	24739.788350	25409.645963
 60-64 	51472.948831	24809.650901	26663.297930
 65-69 	43966.640331	20580.595529	23386.044802
 70-74 	35847.461740	16120.067783	19727.393957
 75-79 	29094.658175	12491.339827	16603.318348
 80+ 	42646.477878	15780.965776	26865.512102
Total	684587.119525	335527.615635	349059.503890
