Vietnam	Total	Male	Female																																																																																																																																																																																																																																																							
1970																																																																																																																																																																																																																																																										
Total	2574.584718	1912.097306	662.487411
2030			
 0-4	2.364986	1.206692	1.158294
 5-9	3.195478	1.629050	1.566428
 10-14 	3.807237	1.942955	1.864282
 15-19 	63.782772	41.677430	22.105343
 20-24 	238.292888	161.654747	76.638141
 25-29 	343.927131	240.771185	103.155946
 30-34 	395.073879	289.919816	105.154063
 35-39 	491.019398	375.726312	115.293087
 40-44 	453.401346	350.645128	102.756219
 45-49 	315.656090	242.920173	72.735917
 50-54 	159.627961	122.495170	37.132791
 55-59 	74.104906	57.764471	16.340435
 60-64 	31.103287	25.174820	5.928467
 65-69 	10.395414	8.340624	2.054790
 70-74 	3.124533	2.432706	0.691828
 75-79 	0.775224	0.588418	0.186806
 80+ 	0.144398	0.109422	0.034976
Total	2589.796929	1924.999118	664.797812
2031			
 0-4	2.270528	1.158301	1.112227
 5-9	2.978992	1.517274	1.461719
 10-14 	3.608110	1.839977	1.768133
 15-19 	63.738041	41.680681	22.057360
 20-24 	241.045150	163.725923	77.319227
 25-29 	352.469119	247.018807	105.450312
 30-34 	393.474913	288.342880	105.132033
 35-39 	472.661408	362.075769	110.585639
 40-44 	460.076288	356.657337	103.418951
 45-49 	325.036711	250.620012	74.416699
 50-54 	164.603735	126.267835	38.335900
 55-59 	75.588666	58.850939	16.737727
 60-64 	31.636175	25.601734	6.034441
 65-69 	10.586634	8.520830	2.065803
 70-74 	3.240285	2.534678	0.705607
 75-79 	0.847440	0.644794	0.202646
 80+ 	0.168534	0.127099	0.041436
Total	2604.030730	1937.184871	666.845859
2032			
 0-4	2.185871	1.114987	1.070884
 5-9	2.763524	1.406048	1.357477
 10-14 	3.426554	1.746436	1.680117
 15-19 	63.442312	41.528615	21.913697
 20-24 	243.273567	165.361724	77.911843
 25-29 	360.788075	253.242190	107.545885
 30-34 	395.756444	289.725312	106.031132
 35-39 	454.344030	348.293532	106.050498
 40-44 	462.475298	359.289995	103.185303
 45-49 	334.105546	258.173637	75.931909
 50-54 	169.984952	130.427337	39.557615
 55-59 	77.071205	59.944531	17.126674
 60-64 	32.188751	26.042223	6.146528
 65-69 	10.758167	8.682593	2.075574
 70-74 	3.335565	2.622315	0.713249
 75-79 	0.911925	0.696073	0.215852
 80+ 	0.194790	0.146552	0.048238
Total	2617.006576	1948.444101	668.562475
2033			
 0-4	2.109496	1.075891	1.033605
 5-9	2.578249	1.310477	1.267773
 10-14 	3.225245	1.643294	1.581951
 15-19 	63.067719	41.302117	21.765602
 20-24 	245.023219	166.584113	78.439106
 25-29 	368.227296	258.945058	109.282238
 30-34 	401.406006	293.751149	107.654857
 35-39 	438.097496	335.942233	102.155263
 40-44 	459.236176	357.466879	101.769298
 45-49 	342.983733	265.634542	77.349192
 50-54 	175.620049	134.855552	40.764498
 55-59 	78.652569	61.127864	17.524705
 60-64 	32.745700	26.484105	6.261594
 65-69 	10.903383	8.819086	2.084297
 70-74 	3.413320	2.697059	0.716261
 75-79 	0.968569	0.742253	0.226316
 80+ 	0.222084	0.166973	0.055111
Total	2628.480310	1958.548644	669.931666
2034			
 0-4	2.035687	1.038089	0.997598
 5-9	2.419447	1.228689	1.190758
 10-14 	3.032850	1.544731	1.488119
 15-19 	62.589885	40.983469	21.606416
 20-24 	245.845433	167.213207	78.632226
 25-29 	374.648389	263.854290	110.794099
 30-34 	408.652508	299.135586	109.516923
 35-39 	426.077905	326.711381	99.366525
 40-44 	450.330195	351.147893	99.182302
 45-49 	351.390332	272.756778	78.633554
 50-54 	181.271329	139.365933	41.905396
 55-59 	80.420279	62.474281	17.945998
 60-64 	33.309651	26.933965	6.375686
 65-69 	11.010053	8.918800	2.091253
 70-74 	3.477693	2.761555	0.716137
 75-79 	1.016951	0.783015	0.233935
 80+ 	0.249451	0.187660	0.061791
Total	2637.778037	1967.039322	670.738715
2035			
 0-4	1.972160	1.005535	0.966625
 5-9	2.285153	1.159690	1.125462
 10-14 	2.847017	1.449260	1.397757
 15-19 	61.822278	40.489071	21.333207
 20-24 	246.347069	167.522120	78.824949
 25-29 	379.467514	267.588523	111.878991
 30-34 	416.840654	305.454384	111.386270
 35-39 	418.894284	321.119664	97.774620
 40-44 	436.167344	340.631987	95.535357
 45-49 	358.763967	279.085545	79.678422
 50-54 	186.808020	143.848136	42.959884
 55-59 	82.410120	64.017339	18.392781
 60-64 	33.780569	27.307234	6.473335
 65-69 	11.160330	9.053857	2.106472
 70-74 	3.532746	2.818612	0.714134
 75-79 	1.057199	0.818355	0.238844
 80+ 	0.276292	0.208200	0.068092
Total	2644.432716	1973.577512	670.855204
2036			
 0-4	1.918606	0.978113	0.940493
 5-9	2.168415	1.099884	1.068531
 10-14 	2.654072	1.349900	1.304172
 15-19 	60.929244	39.902560	21.026684
 20-24 	246.000170	167.237714	78.762456
 25-29 	382.840243	270.224196	112.616047
 30-34 	425.449862	312.232800	113.217062
 35-39 	415.677543	318.548371	97.129172
 40-44 	419.118433	327.742958	91.375474
 45-49 	364.218273	283.900742	80.317531
 50-54 	192.131350	148.206862	43.924488
 55-59 	84.613705	65.751911	18.861794
 60-64 	34.288516	27.715892	6.572623
 65-69 	11.280075	9.158249	2.121827
 70-74 	3.571570	2.861167	0.710403
 75-79 	1.089908	0.848576	0.241332
 80+ 	0.301602	0.227805	0.073797
Total	2648.251585	1977.987700	670.263885
2037			
 0-4	1.868948	0.952731	0.916217
 5-9	2.067395	1.048253	1.019143
 10-14 	2.465653	1.252881	1.212772
 15-19 	59.947519	39.250690	20.696829
 20-24 	244.744409	166.329683	78.414726
 25-29 	384.997657	271.886834	113.110823
 30-34 	433.600680	318.755886	114.844794
 35-39 	416.231846	318.949887	97.281959
 40-44 	401.891948	314.583792	87.308156
 45-49 	365.708694	285.579535	80.129160
 50-54 	197.250789	152.437464	44.813325
 55-59 	87.017085	67.669436	19.347650
 60-64 	34.794964	28.124440	6.670524
 65-69 	11.408560	9.268284	2.140276
 70-74 	3.605340	2.898487	0.706853
 75-79 	1.116184	0.874242	0.241943
 80+ 	0.324947	0.246195	0.078752
Total	2649.042618	1980.108718	668.933900
2038			
 0-4	1.821652	0.928583	0.893069
 5-9	1.978433	1.002830	0.975603
 10-14 	2.301359	1.168348	1.133011
 15-19 	58.807562	38.508013	20.299549
 20-24 	242.767769	164.894300	77.873469
 25-29 	385.981094	272.611530	113.369564
 30-34 	440.594375	324.468604	116.125771
 35-39 	420.030776	321.975268	98.055508
 40-44 	386.316072	302.587341	83.728731
 45-49 	362.222945	283.322842	78.900103
 50-54 	202.235851	156.586463	45.649388
 55-59 	89.546993	69.712017	19.834976
 60-64 	35.348372	28.574554	6.773818
 65-69 	11.539140	9.378615	2.160525
 70-74 	3.631877	2.928413	0.703464
 75-79 	1.137107	0.895914	0.241193
 80+ 	0.346158	0.263272	0.082886
Total	2646.607534	1979.806907	666.800627
2039			
 0-4	1.775956	0.905270	0.870686
 5-9	1.898504	0.962036	0.936467
 10-14 	2.158985	1.095189	1.063796
 15-19 	57.605237	37.724554	19.880683
 20-24 	240.018265	162.906222	77.112043
 25-29 	385.675785	272.412705	113.263080
 30-34 	446.082434	328.975233	117.107201
 35-39 	425.474418	326.399198	99.075220
 40-44 	374.416237	293.366782	81.049454
 45-49 	353.951400	277.269471	76.681929
 50-54 	206.911594	160.508138	46.403456
 55-59 	92.105636	71.799080	20.306556
 60-64 	35.999849	29.109031	6.890818
 65-69 	11.676623	9.494448	2.182175
 70-74 	3.648175	2.947921	0.700255
 75-79 	1.154413	0.914725	0.239688
 80+ 	0.365067	0.278899	0.086168
Total	2640.918578	1977.068901	663.849677
2040			
 0-4	1.730682	0.882189	0.848493
 5-9	1.828149	0.926157	0.901992
 10-14 	2.035739	1.031989	1.003750
 15-19 	56.397394	36.932765	19.464629
 20-24 	236.460550	160.389995	76.070555
 25-29 	384.473424	271.474097	112.999327
 30-34 	449.639985	331.965311	117.674674
 35-39 	431.994671	331.812748	100.181923
 40-44 	366.703457	287.359843	79.343613
 45-49 	341.437915	267.830731	73.607184
 50-54 	210.894464	163.897654	46.996810
 55-59 	94.643157	73.887102	20.756054
 60-64 	36.768936	29.745102	7.023834
 65-69 	11.790041	9.589413	2.200628
 70-74 	3.682247	2.981501	0.700745
 75-79 	1.169597	0.931707	0.237890
 80+ 	0.381755	0.293099	0.088656
Total	2632.032162	1971.931403	660.100759
2041			
 0-4	1.684664	0.858743	0.825921
 5-9	1.766740	0.894878	0.871862
 10-14 	1.926905	0.976304	0.950601
 15-19 	55.216048	36.151331	19.064717
 20-24 	232.355739	157.501427	74.854312
 25-29 	382.015951	269.601389	112.414561
 30-34 	451.430994	333.547390	117.883604
 35-39 	438.907651	337.620216	101.287435
 40-44 	362.431720	284.024072	78.407648
 45-49 	326.792836	256.653071	70.139765
 50-54 	213.573773	166.267532	47.306240
 55-59 	97.097722	75.922182	21.175540
 60-64 	37.647640	30.477371	7.170269
 65-69 	11.924052	9.702423	2.221629
 70-74 	3.708655	3.006673	0.701982
 75-79 	1.180359	0.944577	0.235782
 80+ 	0.396128	0.305750	0.090379
Total	2620.057577	1964.455329	655.602248
2042			
 0-4	1.636606	0.834270	0.802336
 5-9	1.712335	0.867213	0.845122
 10-14 	1.832141	0.927902	0.904239
 15-19 	54.088124	35.402984	18.685139
 20-24 	227.903082	154.372462	73.530619
 25-29 	378.236449	266.775794	111.460655
 30-34 	451.696787	333.875896	117.820891
 35-39 	445.273435	343.035808	102.237628
 40-44 	361.403794	283.285176	78.118618
 45-49 	312.175043	245.416711	66.758332
 50-54 	213.628395	166.573541	47.054853
 55-59 	99.457559	77.892891	21.564668
 60-64 	38.620828	31.294427	7.326401
 65-69 	12.064150	9.820438	2.243712
 70-74 	3.739869	3.035110	0.704759
 75-79 	1.189981	0.956069	0.233912
 80+ 	0.408401	0.316944	0.091456
Total	2605.066978	1954.683639	650.383339
2043			
 0-4	1.586386	0.808704	0.777682
 5-9	1.663763	0.842561	0.821202
 10-14 	1.748979	0.885461	0.863519
 15-19 	53.051789	34.714307	18.337482
 20-24 	223.180350	151.073444	72.106906
 25-29 	373.296847	263.102249	110.194598
 30-34 	450.524253	333.022330	117.501923
 35-39 	450.380123	347.471302	102.908821
 40-44 	363.128494	284.796274	78.332221
 45-49 	299.040794	235.257122	63.783672
 50-54 	210.549804	164.415281	46.134523
 55-59 	101.747255	79.816301	21.930954
 60-64 	39.649095	32.163676	7.485418
 65-69 	12.225037	9.956216	2.268821
 70-74 	3.772999	3.064478	0.708521
 75-79 	1.197631	0.965402	0.232229
 80+ 	0.418822	0.326800	0.092022
Total	2587.162421	1942.681907	644.480514
2044			
 0-4	1.533378	0.781728	0.751650
 5-9	1.619772	0.820277	0.799495
 10-14 	1.675030	0.847740	0.827290
 15-19 	52.110778	34.091651	18.019127
 20-24 	218.409640	147.736839	70.672801
 25-29 	367.193827	258.597312	108.596515
 30-34 	447.989861	331.120433	116.869427
 35-39 	453.779299	350.486056	103.293243
 40-44 	366.247004	287.493224	78.753779
 45-49 	288.953835	227.423510	61.530325
 50-54 	204.661434	160.040556	44.620878
 55-59 	103.858176	81.604968	22.253209
 60-64 	40.683375	33.043867	7.639508
 65-69 	12.422295	10.123028	2.299267
 70-74 	3.808839	3.095854	0.712984
 75-79 	1.202206	0.971519	0.230687
 80+ 	0.427809	0.335579	0.092231
Total	2566.576558	1928.614142	637.962416
2045			
 0-4	1.476696	0.752887	0.723809
 5-9	1.578476	0.799397	0.779079
 10-14 	1.610082	0.814640	0.795442
 15-19 	51.284972	33.551413	17.733560
 20-24 	213.761619	144.480906	69.280712
 25-29 	360.125938	253.435891	106.690047
 30-34 	444.374341	328.331795	116.042545
 35-39 	455.199823	351.875779	103.324045
 40-44 	370.296885	291.028736	79.268149
 45-49 	282.140809	222.120978	60.019830
 50-54 	196.448314	153.818345	42.629969
 55-59 	105.583767	83.096606	22.487161
 60-64 	41.701988	33.916182	7.785806
 65-69 	12.661416	10.325891	2.335525
 70-74 	3.837549	3.120951	0.716599
 75-79 	1.212220	0.981848	0.230372
 80+ 	0.435819	0.343599	0.092220
Total	2543.730714	1912.795843	630.934871
2046			
 0-4	1.415399	0.721693	0.693705
 5-9	1.538297	0.779113	0.759185
 10-14 	1.553139	0.785659	0.767480
 15-19 	50.589348	33.101952	17.487396
 20-24 	209.383696	141.413898	67.969798
 25-29 	352.457478	247.868300	104.589178
 30-34 	439.500860	324.574011	114.926848
 35-39 	454.918584	351.863153	103.055431
 40-44 	374.689800	294.892671	79.797128
 45-49 	278.021528	218.925687	59.095841
 50-54 	187.298027	146.828245	40.469782
 55-59 	106.616380	84.046360	22.570021
 60-64 	42.680770	34.759593	7.921178
 65-69 	12.939305	10.562709	2.376596
 70-74 	3.873257	3.152065	0.721192
 75-79 	1.220045	0.989702	0.230343
 80+ 	0.442024	0.350063	0.091961
Total	2519.137936	1895.614874	623.523062
2047			
 0-4	1.348741	0.687760	0.660981
 5-9	1.498218	0.758905	0.739313
 10-14 	1.502495	0.759930	0.742565
 15-19 	50.036021	32.750966	17.285055
 20-24 	205.434369	138.660245	66.774124
 25-29 	344.550368	242.145374	102.404993
 30-34 	433.410458	319.912716	113.497742
 35-39 	453.288786	350.714783	102.574003
 40-44 	378.699363	298.466803	80.232560
 45-49 	276.414573	217.756058	58.658514
 50-54 	178.411095	140.003131	38.407964
 55-59 	106.301101	83.935772	22.365329
 60-64 	43.621600	35.576022	8.045578
 65-69 	13.250396	10.829241	2.421155
 70-74 	3.911826	3.185534	0.726292
 75-79 	1.229424	0.998588	0.230836
 80+ 	0.447506	0.355862	0.091644
Total	2493.356340	1877.497692	615.858649
2048			
 0-4	1.282965	0.654285	0.628680
 5-9	1.457449	0.738370	0.719079
 10-14 	1.457055	0.736892	0.720163
 15-19 	49.615391	32.491342	17.124049
 20-24 	202.028723	136.304986	65.723736
 25-29 	336.667620	236.462857	100.204763
 30-34 	426.308774	314.508710	111.800064
 35-39 	450.503567	348.594125	101.909442
 40-44 	381.820430	301.328153	80.492277
 45-49 	276.955931	218.353205	58.602726
 50-54 	170.527929	133.921363	36.606566
 55-59 	104.436591	82.603912	21.832679
 60-64 	44.543884	36.381283	8.162601
 65-69 	13.580496	11.113679	2.466816
 70-74 	3.958147	3.225649	0.732498
 75-79 	1.239769	1.008078	0.231690
 80+ 	0.451971	0.360707	0.091264
Total	2466.836691	1858.787597	608.049094
2049			
 0-4	1.215177	0.619805	0.595372
 5-9	1.414932	0.716970	0.697962
 10-14 	1.415880	0.716059	0.699822
 15-19 	49.297326	32.300129	16.997197
 20-24 	199.181219	134.363240	64.817980
 25-29 	329.109368	231.022882	98.086486
 30-34 	418.245800	308.417036	109.828764
 35-39 	446.754094	345.706340	101.047754
 40-44 	383.685686	303.135018	80.550668
 45-49 	278.720733	219.990771	58.729962
 50-54 	164.525611	129.284683	35.240928
 55-59 	101.236222	80.212613	21.023609
 60-64 	45.397441	37.134719	8.262722
 65-69 	13.911396	11.400719	2.510677
 70-74 	4.016879	3.276428	0.740451
 75-79 	1.251435	1.018634	0.232801
 80+ 	0.455073	0.364249	0.090824
Total	2439.834274	1839.680295	600.153979
2050			
 0-4	1.144657	0.583913	0.560744
 5-9	1.370523	0.694622	0.675901
 10-14 	1.377413	0.696632	0.680781
 15-19 	49.051925	32.158186	16.893739
 20-24 	196.882883	132.830398	64.052485
 25-29 	322.062884	225.962642	96.100242
 30-34 	409.441072	301.823546	107.617526
 35-39 	442.141442	342.106480	100.034962
 40-44 	384.079049	303.716554	80.362495
 45-49 	281.293507	222.348327	58.945180
 50-54 	160.433412	126.130904	34.302507
 55-59 	96.933492	76.934861	19.998630
 60-64 	46.072940	37.748052	8.324888
 65-69 	14.230940	11.680086	2.550854
 70-74 	4.087605	3.337664	0.749941
 75-79 	1.260176	1.026651	0.233525
 80+ 	0.459838	0.369150	0.090688
Total	2412.323756	1820.148668	592.175088
