Vietnam_test	Total	Male	Female
 0-4	32796.792970	16814.472364	15982.320606
 5-9	16940.844312	8689.461536	8251.382775
 10-14 	8209.112403	4212.067942	3997.044461
 15-19 	26264.359823	13469.949947	12794.409876
 20-24 	25306.073688	12974.232275	12331.841414
 25-29 	25942.230557	13377.838785	12564.391772
 30-34 	27437.735919	14241.202268	13196.533650
 35-39 	27992.683541	14595.081525	13397.602016
 40-44 	27276.432526	14129.088657	13147.343868
 45-49 	25348.019298	12899.487123	12448.532174
 50-54 	26839.739775	13476.286015	13363.453760
 55-59 	31996.959800	15748.112066	16248.847734
 60-64 	29497.766766	14167.136546	15330.630220
 65-69 	24800.560022	11551.250656	13249.309366
 70-74 	20519.692911	9194.078481	11325.614430
 75-79 	16606.374412	7114.692612	9491.681800
 80+ 	22960.479677	8418.014554	14542.465123
Total	416735.858399	205072.453354	211663.405044
2050			
 0-4	32422.737066	16622.303959	15800.433107
 5-9	16788.132822	8610.918332	8177.214491
 10-14 	8160.361326	4187.008285	3973.353041
 15-19 	26108.223706	13390.504834	12717.718872
 20-24 	24997.808860	12807.412492	12190.396369
 25-29 	25373.507764	13066.312982	12307.194782
 30-34 	26900.888188	13940.437896	12960.450292
 35-39 	27711.818774	14444.640255	13267.178519
 40-44 	27383.827346	14214.179547	13169.647800
 45-49 	25438.968799	12966.060141	12472.908658
 50-54 	25688.107335	12915.737630	12772.369705
 55-59 	31310.306555	15442.695395	15867.611161
 60-64 	29944.050462	14410.377429	15533.673033
 65-69 	25385.999486	11853.972185	13532.027301
 70-74 	20787.263504	9324.120625	11463.142879
 75-79 	16852.863539	7220.488386	9632.375153
 80+ 	23650.941139	8693.673947	14957.267192
Total	414905.806673	204110.844319	210794.962354
