Vietnam	Total	Male	Female																																																																																																																																																																																																																																																							
1970																																																																																																																																																																																																																																																										
 65-69 	0.000000	0.000000	0.000000																																																																																																																																																																																																																																																							
 70-74 	0.000000	0.000000	0.000000																																																																																																																																																																																																																																																							
 75-79 	0.000000	0.000000	0.000000																																																																																																																																																																																																																																																							
 80+ 	0.000000	0.000000	0.000000																																																																																																																																																																																																																																																							
Total	0.000000	0.000000	0.000000																																																																																																																																																																																																																																																							
1971																																																																																																																																																																																																																																																										
 0-4	0.003985	0.002039	0.001946																																																																																																																																																																																																																																																							
 5-9	0.000000	0.000000	0.000000																																																																																																																																																																																																																																																							
 10-14 	0.000000	0.000000	0.000000																																																																																																																																																																																																																																																							
 15-19 	0.445944	0.413073	0.032871																																																																																																																																																																																																																																																							
 20-24 	0.327965	0.308986	0.018980																																																																																																																																																																																																																																																							
 25-29 	0.256009	0.243464	0.012545																																																																																																																																																																																																																																																							
 30-34 	0.255903	0.246819	0.009084																																																																																																																																																																																																																																																							
 35-39 	0.247000	0.237822	0.009178																																																																																																																																																																																																																																																							
 40-44 	0.173142	0.166562	0.006580																																																																																																																																																																																																																																																							
 45-49 	0.098130	0.094207	0.003923																																																																																																																																																																																																																																																							
 50-54 	0.035473	0.034141	0.001331																																																																																																																																																																																																																																																							
 55-59 	0.014688	0.014513	0.000176																																																																																																																																																																																																																																																							
 60-64 	0.001245	0.001243	0.000002																																																																																																																																																																																																																																																							
 65-69 	0.000267	0.000265	0.000002																																																																																																																																																																																																																																																							
 70-74 	0.000011	0.000011	0.000000																																																																																																																																																																																																																																																							
 75-79 	0.000087	0.000085	0.000002																																																																																																																																																																																																																																																							
 80+ 	0.000000	0.000000	0.000000																																																																																																																																																																																																																																																							
Total	1.859849	1.763229	0.096620																																																																																																																																																																																																																																																							
1972																																																																																																																																																																																																																																																										
 0-4	0.009954	0.005090	0.004864																																																																																																																																																																																																																																																							
 5-9	0.000316	0.000161	0.000154																																																																																																																																																																																																																																																							
 10-14 	0.000000	0.000000	0.000000																																																																																																																																																																																																																																																							
 15-19 	0.804088	0.744555	0.059533																																																																																																																																																																																																																																																							
 20-24 	0.739638	0.695683	0.043955																																																																																																																																																																																																																																																							
 25-29 	0.514783	0.489087	0.025697																																																																																																																																																																																																																																																							
 30-34 	0.505173	0.486726	0.018447																																																																																																																																																																																																																																																							
 35-39 	0.487331	0.469439	0.017892																																																																																																																																																																																																																																																							
 40-44 	0.368005	0.354013	0.013992																																																																																																																																																																																																																																																							
 45-49 	0.206174	0.197953	0.008221																																																																																																																																																																																																																																																							
 50-54 	0.080685	0.077565	0.003120																																																																																																																																																																																																																																																							
 55-59 	0.031059	0.030590	0.000469																																																																																																																																																																																																																																																							
 60-64 	0.004211	0.004203	0.000008																																																																																																																																																																																																																																																							
 65-69 	0.000447	0.000443	0.000004																																																																																																																																																																																																																																																							
 70-74 	0.000082	0.000081	0.000001																																																																																																																																																																																																																																																							
 75-79 	0.000161	0.000157	0.000004																																																																																																																																																																																																																																																							
 80+ 	0.000000	0.000000	0.000000																																																																																																																																																																																																																																																							
Total	3.752108	3.555746	0.196362																																																																																																																																																																																																																																																							
1973																																																																																																																																																																																																																																																										
 0-4	0.017377	0.008883	0.008494																																																																																																																																																																																																																																																							
 5-9	0.001442	0.000736	0.000706																																																																																																																																																																																																																																																							
 10-14 	0.000060	0.000031	0.000029																																																																																																																																																																																																																																																							
 15-19 	1.075393	0.995522	0.079871																																																																																																																																																																																																																																																							
 20-24 	1.221496	1.147201	0.074295																																																																																																																																																																																																																																																							
 25-29 	0.790482	0.750417	0.040065																																																																																																																																																																																																																																																							
 30-34 	0.748981	0.720747	0.028234																																																																																																																																																																																																																																																							
 35-39 	0.716819	0.690770	0.026049																																																																																																																																																																																																																																																							
 40-44 	0.576573	0.554641	0.021931																																																																																																																																																																																																																																																							
 45-49 	0.323956	0.311084	0.012872																																																																																																																																																																																																																																																							
 50-54 	0.134857	0.129529	0.005328																																																																																																																																																																																																																																																							
 55-59 	0.049408	0.048494	0.000914																																																																																																																																																																																																																																																							
 60-64 	0.009036	0.009012	0.000024																																																																																																																																																																																																																																																							
 65-69 	0.000552	0.000547	0.000005																																																																																																																																																																																																																																																							
 70-74 	0.000204	0.000202	0.000002																																																																																																																																																																																																																																																							
 75-79 	0.000217	0.000212	0.000005																																																																																																																																																																																																																																																							
 80+ 	0.000008	0.000008	0.000000																																																																																																																																																																																																																																																							
Total	5.666861	5.368036	0.298825																																																																																																																																																																																																																																																							
1974																																																																																																																																																																																																																																																										
 0-4	0.025082	0.012818	0.012264																																																																																																																																																																																																																																																							
 5-9	0.003260	0.001663	0.001597																																																																																																																																																																																																																																																							
 10-14 	0.000319	0.000163	0.000157																																																																																																																																																																																																																																																							
 15-19 	1.260109	1.166410	0.093699																																																																																																																																																																																																																																																							
 20-24 	1.756829	1.647645	0.109184																																																																																																																																																																																																																																																							
 25-29 	1.100145	1.043730	0.056415																																																																																																																																																																																																																																																							
 30-34 	0.987068	0.948577	0.038491																																																																																																																																																																																																																																																							
 35-39 	0.933058	0.899432	0.033626																																																																																																																																																																																																																																																							
 40-44 	0.786667	0.756766	0.029901																																																																																																																																																																																																																																																							
 45-49 	0.450707	0.432883	0.017823																																																																																																																																																																																																																																																							
 50-54 	0.195300	0.187481	0.007820																																																																																																																																																																																																																																																							
 55-59 	0.069775	0.068246	0.001529																																																																																																																																																																																																																																																							
 60-64 	0.015534	0.015473	0.000061																																																																																																																																																																																																																																																							
 65-69 	0.000739	0.000733	0.000006																																																																																																																																																																																																																																																							
 70-74 	0.000345	0.000341	0.000003																																																																																																																																																																																																																																																							
 75-79 	0.000261	0.000254	0.000007																																																																																																																																																																																																																																																							
 80+ 	0.000030	0.000029	0.000001																																																																																																																																																																																																																																																							
Total	7.585228	7.182645	0.402583																																																																																																																																																																																																																																																							
1975																																																																																																																																																																																																																																																										
 0-4	0.038868	0.019863	0.019005																																																																																																																																																																																																																																																							
 5-9	0.003453	0.001761	0.001691																																																																																																																																																																																																																																																							
 10-14 	0.000275	0.000140	0.000135																																																																																																																																																																																																																																																							
 15-19 	1.943926	1.808361	0.135566																																																																																																																																																																																																																																																							
 20-24 	2.733004	2.569311	0.163693																																																																																																																																																																																																																																																							
 25-29 	1.755885	1.668726	0.087159																																																																																																																																																																																																																																																							
 30-34 	1.476943	1.420733	0.056211																																																																																																																																																																																																																																																							
 35-39 	1.358721	1.311336	0.047385																																																																																																																																																																																																																																																							
 40-44 	1.176097	1.133045	0.043052																																																																																																																																																																																																																																																							
 45-49 	0.686585	0.660372	0.026213																																																																																																																																																																																																																																																							
 50-54 	0.295924	0.284360	0.011564																																																																																																																																																																																																																																																							
 55-59 	0.107397	0.104953	0.002444																																																																																																																																																																																																																																																							
 60-64 	0.024342	0.024215	0.000127																																																																																																																																																																																																																																																							
 65-69 	0.001436	0.001427	0.000009																																																																																																																																																																																																																																																							
 70-74 	0.000427	0.000422	0.000005																																																																																																																																																																																																																																																							
 75-79 	0.000407	0.000397	0.000009																																																																																																																																																																																																																																																							
 80+ 	0.000037	0.000036	0.000001																																																																																																																																																																																																																																																							
Total	11.603728	11.009458	0.594270																																																																																																																																																																																																																																																							
1976																																																																																																																																																																																																																																																										
 0-4	0.053544	0.027359	0.026184																																																																																																																																																																																																																																																							
 5-9	0.005664	0.002888	0.002776																																																																																																																																																																																																																																																							
 10-14 	0.000333	0.000169	0.000165																																																																																																																																																																																																																																																							
 15-19 	2.414523	2.247929	0.166594																																																																																																																																																																																																																																																							
 20-24 	3.789251	3.563786	0.225465																																																																																																																																																																																																																																																							
 25-29 	2.518057	2.394241	0.123817																																																																																																																																																																																																																																																							
 30-34 	1.947519	1.872541	0.074978																																																																																																																																																																																																																																																							
 35-39 	1.765640	1.704858	0.060782																																																																																																																																																																																																																																																							
 40-44 	1.539685	1.484114	0.055572																																																																																																																																																																																																																																																							
 45-49 	0.947751	0.912176	0.035575																																																																																																																																																																																																																																																							
 50-54 	0.404054	0.388442	0.015613																																																																																																																																																																																																																																																							
 55-59 	0.149193	0.145551	0.003642																																																																																																																																																																																																																																																							
 60-64 	0.035646	0.035408	0.000238																																																																																																																																																																																																																																																							
 65-69 	0.002457	0.002445	0.000012																																																																																																																																																																																																																																																							
 70-74 	0.000588	0.000581	0.000006																																																																																																																																																																																																																																																							
 75-79 	0.000549	0.000537	0.000012																																																																																																																																																																																																																																																							
 80+ 	0.000060	0.000059	0.000002																																																																																																																																																																																																																																																							
Total	15.574515	14.783083	0.791432																																																																																																																																																																																																																																																							
1977																																																																																																																																																																																																																																																										
 0-4	0.075202	0.038428	0.036774																																																																																																																																																																																																																																																							
 5-9	0.009261	0.004721	0.004540																																																																																																																																																																																																																																																							
 10-14 	0.000911	0.000461	0.000450																																																																																																																																																																																																																																																							
 15-19 	3.337504	3.106884	0.230620																																																																																																																																																																																																																																																							
 20-24 	5.299478	4.987435	0.312043																																																																																																																																																																																																																																																							
 25-29 	3.742395	3.559318	0.183077																																																																																																																																																																																																																																																							
 30-34 	2.675894	2.572423	0.103470																																																																																																																																																																																																																																																							
 35-39 	2.367868	2.286220	0.081649																																																																																																																																																																																																																																																							
 40-44 	2.049992	1.976507	0.073485																																																																																																																																																																																																																																																							
 45-49 	1.331544	1.281970	0.049573																																																																																																																																																																																																																																																							
 50-54 	0.555137	0.533881	0.021256																																																																																																																																																																																																																																																							
 55-59 	0.211205	0.205940	0.005264																																																																																																																																																																																																																																																							
 60-64 	0.049925	0.049527	0.000398																																																																																																																																																																																																																																																							
 65-69 	0.004204	0.004185	0.000019																																																																																																																																																																																																																																																							
 70-74 	0.000768	0.000760	0.000008																																																																																																																																																																																																																																																							
 75-79 	0.000808	0.000791	0.000017																																																																																																																																																																																																																																																							
 80+ 	0.000091	0.000088	0.000003																																																																																																																																																																																																																																																							
Total	21.712188	20.609540	1.102648																																																																																																																																																																																																																																																							
1978																																																																																																																																																																																																																																																										
 0-4	0.117904	0.060260	0.057644																																																																																																																																																																																																																																																							
 5-9	0.015113	0.007704	0.007409																																																																																																																																																																																																																																																							
 10-14 	0.002099	0.001063	0.001036																																																																																																																																																																																																																																																							
 15-19 	4.598934	4.186389	0.412545																																																																																																																																																																																																																																																							
 20-24 	7.361659	6.870993	0.490666																																																																																																																																																																																																																																																							
 25-29 	5.501480	5.195271	0.306210																																																																																																																																																																																																																																																							
 30-34 	3.689663	3.525804	0.163858																																																																																																																																																																																																																																																							
 35-39 	3.155900	3.028807	0.127093																																																																																																																																																																																																																																																							
 40-44 	2.688028	2.576957	0.111071																																																																																																																																																																																																																																																							
 45-49 	1.840569	1.762640	0.077929																																																																																																																																																																																																																																																							
 50-54 	0.758193	0.726095	0.032098																																																																																																																																																																																																																																																							
 55-59 	0.292790	0.284966	0.007825																																																																																																																																																																																																																																																							
 60-64 	0.068993	0.068375	0.000618																																																																																																																																																																																																																																																							
 65-69 	0.006744	0.006707	0.000037																																																																																																																																																																																																																																																							
 70-74 	0.001035	0.001025	0.000010																																																																																																																																																																																																																																																							
 75-79 	0.001173	0.001142	0.000031																																																																																																																																																																																																																																																							
 80+ 	0.000128	0.000124	0.000003																																																																																																																																																																																																																																																							
Total	30.100404	28.304322	1.796082																																																																																																																																																																																																																																																							
1979																																																																																																																																																																																																																																																										
 0-4	0.305609	0.156277	0.149332																																																																																																																																																																																																																																																							
 5-9	0.024650	0.012567	0.012083																																																																																																																																																																																																																																																							
 10-14 	0.003561	0.001805	0.001756																																																																																																																																																																																																																																																							
 15-19 	7.580775	5.928589	1.652186																																																																																																																																																																																																																																																							
 20-24 	11.106149	9.649256	1.456893																																																																																																																																																																																																																																																							
 25-29 	8.619052	7.684549	0.934503																																																																																																																																																																																																																																																							
 30-34 	5.521015	5.040196	0.480819																																																																																																																																																																																																																																																							
 35-39 	4.487024	4.110146	0.376878																																																																																																																																																																																																																																																							
 40-44 	3.741223	3.425867	0.315356																																																																																																																																																																																																																																																							
 45-49 	2.658677	2.436161	0.222516																																																																																																																																																																																																																																																							
 50-54 	1.090942	1.007634	0.083308																																																																																																																																																																																																																																																							
 55-59 	0.413398	0.397135	0.016263																																																																																																																																																																																																																																																							
 60-64 	0.095560	0.094663	0.000897																																																																																																																																																																																																																																																							
 65-69 	0.010243	0.010122	0.000120																																																																																																																																																																																																																																																							
 70-74 	0.001469	0.001452	0.000017																																																																																																																																																																																																																																																							
 75-79 	0.001791	0.001675	0.000116																																																																																																																																																																																																																																																							
 80+ 	0.000181	0.000178	0.000003																																																																																																																																																																																																																																																							
Total	45.661320	39.958271	5.703049																																																																																																																																																																																																																																																							
1980																																																																																																																																																																																																																																																										
 0-4	0.487884	0.249457	0.238427																																																																																																																																																																																																																																																							
 5-9	0.051585	0.026315	0.025270																																																																																																																																																																																																																																																							
 10-14 	0.005152	0.002610	0.002542																																																																																																																																																																																																																																																							
 15-19 	10.813980	8.589039	2.224941																																																																																																																																																																																																																																																							
 20-24 	16.180920	13.791458	2.389462																																																																																																																																																																																																																																																							
 25-29 	12.958713	11.456466	1.502246																																																																																																																																																																																																																																																							
 30-34 	8.260113	7.479718	0.780396																																																																																																																																																																																																																																																							
 35-39 	6.265285	5.701149	0.564137																																																																																																																																																																																																																																																							
 40-44 	5.110788	4.640730	0.470057																																																																																																																																																																																																																																																							
 45-49 	3.721662	3.377225	0.344437																																																																																																																																																																																																																																																							
 50-54 	1.565919	1.427958	0.137961																																																																																																																																																																																																																																																							
 55-59 	0.584693	0.556813	0.027879																																																																																																																																																																																																																																																							
 60-64 	0.134128	0.132563	0.001565																																																																																																																																																																																																																																																							
 65-69 	0.014956	0.014774	0.000182																																																																																																																																																																																																																																																							
 70-74 	0.002196	0.002150	0.000046																																																																																																																																																																																																																																																							
 75-79 	0.002629	0.002459	0.000171																																																																																																																																																																																																																																																							
 80+ 	0.000260	0.000252	0.000007																																																																																																																																																																																																																																																							
Total	66.160862	57.451135	8.709727																																																																																																																																																																																																																																																							
1981																																																																																																																																																																																																																																																										
 0-4	0.738822	0.377777	0.361045																																																																																																																																																																																																																																																							
 5-9	0.084487	0.043107	0.041380																																																																																																																																																																																																																																																							
 10-14 	0.008144	0.004127	0.004018																																																																																																																																																																																																																																																							
 15-19 	14.970383	12.028773	2.941611																																																																																																																																																																																																																																																							
 20-24 	23.148860	19.582540	3.566320																																																																																																																																																																																																																																																							
 25-29 	19.014886	16.733910	2.280976																																																																																																																																																																																																																																																							
 30-34 	12.415067	11.202946	1.212121																																																																																																																																																																																																																																																							
 35-39 	8.693188	7.884763	0.808425																																																																																																																																																																																																																																																							
 40-44 	6.945452	6.280273	0.665179																																																																																																																																																																																																																																																							
 45-49 	5.082286	4.587251	0.495034																																																																																																																																																																																																																																																							
 50-54 	2.245863	2.031590	0.214273																																																																																																																																																																																																																																																							
 55-59 	0.815291	0.770707	0.044584																																																																																																																																																																																																																																																							
 60-64 	0.190312	0.187647	0.002666																																																																																																																																																																																																																																																							
 65-69 	0.021024	0.020755	0.000269																																																																																																																																																																																																																																																							
 70-74 	0.003328	0.003250	0.000078																																																																																																																																																																																																																																																							
 75-79 	0.003680	0.003451	0.000229																																																																																																																																																																																																																																																							
 80+ 	0.000406	0.000385	0.000021																																																																																																																																																																																																																																																							
Total	94.381480	81.743252	12.638228																																																																																																																																																																																																																																																							
1982																																																																																																																																																																																																																																																										
 0-4	1.265785	0.647319	0.618465																																																																																																																																																																																																																																																							
 5-9	0.129767	0.066224	0.063542																																																																																																																																																																																																																																																							
 10-14 	0.012888	0.006533	0.006355																																																																																																																																																																																																																																																							
 15-19 	22.701914	17.655018	5.046896																																																																																																																																																																																																																																																							
 20-24 	34.311314	28.416402	5.894912																																																																																																																																																																																																																																																							
 25-29 	28.822871	24.880291	3.942580																																																																																																																																																																																																																																																							
 30-34 	19.499079	17.358653	2.140426																																																																																																																																																																																																																																																							
 35-39 	12.654292	11.305436	1.348856																																																																																																																																																																																																																																																							
 40-44 	9.838536	8.763998	1.074538																																																																																																																																																																																																																																																							
 45-49 	7.109508	6.318842	0.790665																																																																																																																																																																																																																																																							
 50-54 	3.301021	2.942557	0.358464																																																																																																																																																																																																																																																							
 55-59 	1.161572	1.088597	0.072975																																																																																																																																																																																																																																																							
 60-64 	0.271916	0.267386	0.004530																																																																																																																																																																																																																																																							
 65-69 	0.029551	0.029108	0.000444																																																																																																																																																																																																																																																							
 70-74 	0.005029	0.004908	0.000121																																																																																																																																																																																																																																																							
 75-79 	0.005360	0.004981	0.000379																																																																																																																																																																																																																																																							
 80+ 	0.000593	0.000560	0.000033																																																																																																																																																																																																																																																							
Total	141.120996	119.756815	21.364181																																																																																																																																																																																																																																																							
1983																																																																																																																																																																																																																																																										
 0-4	1.953114	0.998862	0.954252																																																																																																																																																																																																																																																							
 5-9	0.214040	0.109261	0.104779																																																																																																																																																																																																																																																							
 10-14 	0.020756	0.010525	0.010231																																																																																																																																																																																																																																																							
 15-19 	31.953704	24.725416	7.228288																																																																																																																																																																																																																																																							
 20-24 	49.576453	40.508669	9.067784																																																																																																																																																																																																																																																							
 25-29 	42.268311	36.112823	6.155488																																																																																																																																																																																																																																																							
 30-34 	29.851464	26.388490	3.462974																																																																																																																																																																																																																																																							
 35-39 	18.253785	16.196478	2.057306																																																																																																																																																																																																																																																							
 40-44 	13.673636	12.086354	1.587281																																																																																																																																																																																																																																																							
 45-49 	9.702556	8.552239	1.150316																																																																																																																																																																																																																																																							
 50-54 	4.743735	4.189673	0.554062																																																																																																																																																																																																																																																							
 55-59 	1.640248	1.525288	0.114960																																																																																																																																																																																																																																																							
 60-64 	0.388024	0.380221	0.007803																																																																																																																																																																																																																																																							
 65-69 	0.041094	0.040435	0.000659																																																																																																																																																																																																																																																							
 70-74 	0.007528	0.007319	0.000209																																																																																																																																																																																																																																																							
 75-79 	0.007500	0.006955	0.000545																																																																																																																																																																																																																																																							
 80+ 	0.000890	0.000831	0.000059																																																																																																																																																																																																																																																							
Total	204.296836	171.839841	32.456995																																																																																																																																																																																																																																																							
1984																																																																																																																																																																																																																																																										
 0-4	3.371353	1.724403	1.646950																																																																																																																																																																																																																																																							
 5-9	0.336734	0.171902	0.164833																																																																																																																																																																																																																																																							
 10-14 	0.036115	0.018301	0.017814																																																																																																																																																																																																																																																							
 15-19 	47.397058	34.179875	13.217184																																																																																																																																																																																																																																																							
 20-24 	72.338689	56.978281	15.360408																																																																																																																																																																																																																																																							
 25-29 	62.592690	51.704411	10.888278																																																																																																																																																																																																																																																							
 30-34 	45.770730	39.487541	6.283189																																																																																																																																																																																																																																																							
 35-39 	27.135502	23.476637	3.658866																																																																																																																																																																																																																																																							
 40-44 	19.268100	16.591186	2.676913																																																																																																																																																																																																																																																							
 45-49 	13.382567	11.496099	1.886467																																																																																																																																																																																																																																																							
 50-54 	6.776594	5.850223	0.926372																																																																																																																																																																																																																																																							
 55-59 	2.331677	2.141719	0.189958																																																																																																																																																																																																																																																							
 60-64 	0.547325	0.534666	0.012659																																																																																																																																																																																																																																																							
 65-69 	0.057496	0.056361	0.001134																																																																																																																																																																																																																																																							
 70-74 	0.010869	0.010551	0.000318																																																																																																																																																																																																																																																							
 75-79 	0.010633	0.009668	0.000966																																																																																																																																																																																																																																																							
 80+ 	0.001298	0.001212	0.000086																																																																																																																																																																																																																																																							
Total	301.365431	244.433037	56.932395																																																																																																																																																																																																																																																							
1985																																																																																																																																																																																																																																																										
 0-4	5.074378	2.595545	2.478834																																																																																																																																																																																																																																																							
 5-9	0.596519	0.304585	0.291933																																																																																																																																																																																																																																																							
 10-14 	0.067897	0.034437	0.033460																																																																																																																																																																																																																																																							
 15-19 	65.948162	47.435052	18.513109																																																																																																																																																																																																																																																							
 20-24 	103.326646	79.982564	23.344081																																																																																																																																																																																																																																																							
 25-29 	90.423000	73.761200	16.661799																																																																																																																																																																																																																																																							
 30-34 	68.560954	58.606242	9.954712																																																																																																																																																																																																																																																							
 35-39 	40.404343	34.703887	5.700457																																																																																																																																																																																																																																																							
 40-44 	26.848354	22.889609	3.958744																																																																																																																																																																																																																																																							
 45-49 	18.235341	15.499448	2.735893																																																																																																																																																																																																																																																							
 50-54 	9.450278	8.061749	1.388529																																																																																																																																																																																																																																																							
 55-59 	3.333947	3.031234	0.302713																																																																																																																																																																																																																																																							
 60-64 	0.766014	0.745158	0.020856																																																																																																																																																																																																																																																							
 65-69 	0.081068	0.079370	0.001698																																																																																																																																																																																																																																																							
 70-74 	0.015411	0.014894	0.000516																																																																																																																																																																																																																																																							
 75-79 	0.015078	0.013666	0.001412																																																																																																																																																																																																																																																							
 80+ 	0.001866	0.001720	0.000146																																																																																																																																																																																																																																																							
Total	433.149255	347.760362	85.388893																																																																																																																																																																																																																																																							
1986																																																																																																																																																																																																																																																										
 0-4	7.723930	3.951031	3.772900																																																																																																																																																																																																																																																							
 5-9	0.940208	0.480130	0.460078																																																																																																																																																																																																																																																							
 10-14 	0.113164	0.057416	0.055749																																																																																																																																																																																																																																																							
 15-19 	93.128491	65.858328	27.270163																																																																																																																																																																																																																																																							
 20-24 	147.166353	112.101744	35.064609																																																																																																																																																																																																																																																							
 25-29 	130.480436	104.897621	25.582815																																																																																																																																																																																																																																																							
 30-34 	101.775884	86.036496	15.739388																																																																																																																																																																																																																																																							
 35-39 	61.282184	52.182589	9.099596																																																																																																																																																																																																																																																							
 40-44 	37.657680	31.727951	5.929729																																																																																																																																																																																																																																																							
 45-49 	25.040968	21.032476	4.008491																																																																																																																																																																																																																																																							
 50-54 	12.999203	10.950321	2.048882																																																																																																																																																																																																																																																							
 55-59 	4.798796	4.321040	0.477756																																																																																																																																																																																																																																																							
 60-64 	1.064177	1.031114	0.033062																																																																																																																																																																																																																																																							
 65-69 	0.115428	0.112756	0.002673																																																																																																																																																																																																																																																							
 70-74 	0.021447	0.020670	0.000777																																																																																																																																																																																																																																																							
 75-79 	0.021712	0.019574	0.002138																																																																																																																																																																																																																																																							
 80+ 	0.002641	0.002409	0.000231																																																																																																																																																																																																																																																							
Total	624.332702	494.783666	129.549036																																																																																																																																																																																																																																																							
1987																																																																																																																																																																																																																																																										
 0-4	11.892208	6.083572	5.808637																																																																																																																																																																																																																																																							
 5-9	1.464947	0.748164	0.716783																																																																																																																																																																																																																																																							
 10-14 	0.180192	0.091423	0.088769																																																																																																																																																																																																																																																							
 15-19 	133.838327	92.242060	41.596267																																																																																																																																																																																																																																																							
 20-24 	211.025718	157.597387	53.428331																																																																																																																																																																																																																																																							
 25-29 	189.010459	149.294981	39.715478																																																																																																																																																																																																																																																							
 30-34 	150.909344	125.816305	25.093040																																																																																																																																																																																																																																																							
 35-39 	94.180911	79.306758	14.874153																																																																																																																																																																																																																																																							
 40-44 	53.753541	44.648019	9.105521																																																																																																																																																																																																																																																							
 45-49 	34.805274	28.820406	5.984869																																																																																																																																																																																																																																																							
 50-54 	17.821566	14.798188	3.023379																																																																																																																																																																																																																																																							
 55-59 	6.923430	6.175089	0.748341																																																																																																																																																																																																																																																							
 60-64 	1.482011	1.430047	0.051963																																																																																																																																																																																																																																																							
 65-69 	0.165000	0.160694	0.004306																																																																																																																																																																																																																																																							
 70-74 	0.029792	0.028648	0.001144																																																																																																																																																																																																																																																							
 75-79 	0.031796	0.028428	0.003367																																																																																																																																																																																																																																																							
 80+ 	0.003702	0.003358	0.000344																																																																																																																																																																																																																																																							
Total	907.518220	707.273527	200.244692																																																																																																																																																																																																																																																							
1988																																																																																																																																																																																																																																																										
 0-4	18.601739	9.518427	9.083312																																																																																																																																																																																																																																																							
 5-9	2.309805	1.179767	1.130038																																																																																																																																																																																																																																																							
 10-14 	0.293647	0.149034	0.144613																																																																																																																																																																																																																																																							
 15-19 	196.718083	130.644068	66.074016																																																																																																																																																																																																																																																							
 20-24 	306.342597	222.855557	83.487040																																																																																																																																																																																																																																																							
 25-29 	276.242881	213.290236	62.952645																																																																																																																																																																																																																																																							
 30-34 	224.754089	184.027702	40.726387																																																																																																																																																																																																																																																							
 35-39 	146.208630	121.214051	24.994579																																																																																																																																																																																																																																																							
 40-44 	78.848421	64.316151	14.532270																																																																																																																																																																																																																																																							
 45-49 	49.092304	39.896325	9.195979																																																																																																																																																																																																																																																							
 50-54 	24.591370	20.056517	4.534853																																																																																																																																																																																																																																																							
 55-59 	9.975717	8.808599	1.167117																																																																																																																																																																																																																																																							
 60-64 	2.088943	2.007225	0.081718																																																																																																																																																																																																																																																							
 65-69 	0.235310	0.228251	0.007058																																																																																																																																																																																																																																																							
 70-74 	0.041852	0.040091	0.001760																																																																																																																																																																																																																																																							
 75-79 	0.047115	0.041635	0.005480																																																																																																																																																																																																																																																							
 80+ 	0.005267	0.004739	0.000528																																																																																																																																																																																																																																																							
Total	1336.397770	1018.278375	318.119395																																																																																																																																																																																																																																																							
1989																																																																																																																																																																																																																																																										
 0-4	28.691281	14.690698	14.000583																																																																																																																																																																																																																																																							
 5-9	3.626189	1.852465	1.773724																																																																																																																																																																																																																																																							
 10-14 	0.469593	0.238327	0.231266																																																																																																																																																																																																																																																							
 15-19 	287.364348	185.447275	101.917072																																																																																																																																																																																																																																																							
 20-24 	443.894693	315.018511	128.876182																																																																																																																																																																																																																																																							
 25-29 	402.445180	304.398011	98.047169																																																																																																																																																																																																																																																							
 30-34 	333.022829	268.128351	64.894478																																																																																																																																																																																																																																																							
 35-39 	225.565822	184.349415	41.216407																																																																																																																																																																																																																																																							
 40-44 	118.083048	94.816483	23.266564																																																																																																																																																																																																																																																							
 45-49 	69.597511	55.559955	14.037556																																																																																																																																																																																																																																																							
 50-54 	34.065183	27.301382	6.763802																																																																																																																																																																																																																																																							
 55-59 	14.231571	12.441999	1.789573																																																																																																																																																																																																																																																							
 60-64 	2.991140	2.861395	0.129745																																																																																																																																																																																																																																																							
 65-69 	0.333080	0.321782	0.011297																																																																																																																																																																																																																																																							
 70-74 	0.059667	0.056916	0.002751																																																																																																																																																																																																																																																							
 75-79 	0.069248	0.060590	0.008658																																																																																																																																																																																																																																																							
 80+ 	0.007635	0.006808	0.000827																																																																																																																																																																																																																																																							
Total	1964.518018	1467.550363	496.967655																																																																																																																																																																																																																																																							
1990			
 0-4	44.352217	22.731915	21.620302
 5-9	5.686003	2.906037	2.779966
 10-14 	0.786475	0.399336	0.387139
 15-19 	428.003415	269.248473	158.754941
 20-24 	651.602891	451.736813	199.866078
 25-29 	593.213944	439.840929	153.373015
 30-34 	498.103774	394.641679	103.462095
 35-39 	349.958971	281.925580	68.033390
 40-44 	182.737708	144.648333	38.089375
 45-49 	100.517411	78.829297	21.688114
 50-54 	47.938832	37.755303	10.183529
 55-59 	20.302014	17.583719	2.718295
 60-64 	4.346082	4.140351	0.205732
 65-69 	0.472594	0.454564	0.018030
 70-74 	0.086234	0.081879	0.004355
 75-79 	0.102633	0.089015	0.013618
 80+ 	0.011142	0.009819	0.001323
Total	2928.222339	2147.023041	781.199298
1991			
 0-4	68.622748	35.210212	33.412536
 5-9	8.814040	4.507767	4.306273
 10-14 	1.239946	0.629718	0.610228
 15-19 	644.546530	396.171027	248.375503
 20-24 	967.000026	655.692423	311.307603
 25-29 	881.668496	641.449320	240.219176
 30-34 	750.152005	585.337807	164.814198
 35-39 	543.677289	431.714481	111.962809
 40-44 	290.758496	227.250415	63.508081
 45-49 	147.683395	113.818542	33.864852
 50-54 	68.698015	53.196735	15.501280
 55-59 	28.882124	24.785795	4.096329
 60-64 	6.413576	6.086419	0.327157
 65-69 	0.671434	0.642943	0.028491
 70-74 	0.126648	0.119646	0.007003
 75-79 	0.152505	0.131178	0.021327
 80+ 	0.016460	0.014355	0.002105
Total	4409.123733	3176.758782	1232.364951
1992			
 0-4	103.960027	53.392386	50.567641
 5-9	13.640587	6.981777	6.658810
 10-14 	1.928220	0.979452	0.948768
