south_africa_test	Total	Male	Female
 35-39 	16528.838939	8622.225207	7906.613732
 40-44 	13991.207993	7301.769949	6689.438044
 45-49 	12511.757283	6547.578562	5964.178721
 50-54 	11427.192856	6009.008926	5418.183930
 55-59 	9644.195534	5096.501803	4547.693731
 60-64 	7076.965669	3698.564381	3378.401288
 65-69 	5016.029959	2474.798190	2541.231769
 70-74 	3795.287446	1646.018404	2149.269042
 75-79 	2907.766890	1027.224387	1880.542503
 80+ 	3539.220364	863.088667	2676.131697
Total	220725.354470	111959.293929	108766.060540
2041			
 0-4	18700.044268	9478.532993	9221.511275
 5-9	20474.764056	10370.302525	10104.461531
 10-14 	12758.165662	6453.487001	6304.678661
 15-19 	20741.181118	10510.427093	10230.754025
 20-24 	22629.501902	11601.426700	11028.075202
 25-29 	20685.954854	10736.102904	9949.851951
 30-34 	18364.673765	9582.164812	8782.508953
 35-39 	16630.431158	8678.468643	7951.962515
 40-44 	14284.736702	7452.968244	6831.768458
 45-49 	12558.682660	6566.270128	5992.412532
 50-54 	11517.601695	6041.770642	5475.831054
 55-59 	9940.770460	5236.762525	4704.007935
 60-64 	7433.043549	3879.597569	3553.445979
 65-69 	5185.016133	2578.561442	2606.454691
 70-74 	3830.051858	1686.672863	2143.378995
 75-79 	2890.177611	1044.279954	1845.897658
 80+ 	3586.822075	881.360943	2705.461132
Total	222211.619528	112779.156982	109432.462546
2042			
 0-4	18647.195730	9453.096927	9194.098804
 5-9	20440.178896	10354.698029	10085.480867
 10-14 	12748.155676	6449.826371	6298.329305
 15-19 	20767.406467	10526.694728	10240.711740
 20-24 	22644.407104	11613.504730	11030.902374
 25-29 	20707.912175	10752.973534	9954.938641
 30-34 	18483.576163	9650.062183	8833.513979
 35-39 	16656.506713	8696.394564	7960.112148
 40-44 	14610.621698	7622.215264	6988.406434
 45-49 	12626.561195	6596.795999	6029.765196
 50-54 	11592.966367	6069.162668	5523.803699
 55-59 	10190.529494	5351.260408	4839.269086
 60-64 	7797.976728	4062.123713	3735.853014
 65-69 	5394.383592	2694.974721	2699.408872
 70-74 	3877.023525	1734.086619	2142.936906
 75-79 	2884.230393	1066.147847	1818.082546
 80+ 	3624.561307	899.131996	2725.429312
Total	223694.193224	113593.150303	110101.042921
2043			
 0-4	18592.464886	9426.338785	9166.126101
 5-9	20400.017633	10336.109702	10063.907931
 10-14 	12735.684160	6444.879384	6290.804777
 15-19 	20792.994265	10542.537557	10250.456708
 20-24 	22664.996075	11628.374031	11036.622044
 25-29 	20732.859879	10771.338135	9961.521743
 30-34 	18543.737285	9687.040206	8856.697079
 35-39 	16701.067730	8725.021456	7976.046274
 40-44 	14927.185220	7787.767228	7139.417992
 45-49 	12734.309072	6649.059611	6085.249461
 50-54 	11656.675864	6092.832879	5563.842986
 55-59 	10390.380154	5439.099865	4951.280289
 60-64 	8160.180703	4240.660193	3919.520510
 65-69 	5639.063475	2825.159176	2813.904299
 70-74 	3944.095389	1789.285534	2154.809855
 75-79 	2889.227600	1091.172015	1798.055586
 80+ 	3654.621905	917.019078	2737.602827
Total	225159.561295	114393.694834	110765.866461
2044			
 0-4	18536.106829	9398.219782	9137.887047
 5-9	20352.827229	10313.685854	10039.141375
 10-14 	12720.016940	6438.276277	6281.740663
 15-19 	20814.287091	10556.100267	10258.186824
 20-24 	22690.018895	11645.396869	11044.622026
 25-29 	20745.089799	10782.934190	9962.155609
 30-34 	18645.171003	9745.924339	8899.246664
 35-39 	16715.485236	8737.955693	7977.529543
 40-44 	15177.347588	7920.087245	7257.260343
 45-49 	12895.849767	6730.024293	6165.825474
 50-54 	11712.059558	6114.292466	5597.767092
 55-59 	10547.513171	5504.965143	5042.548028
 60-64 	8506.057898	4408.628756	4097.429142
 65-69 	5917.130753	2968.253338	2948.877415
 70-74 	4039.827880	1856.737776	2183.090104
 75-79 	2898.297694	1115.293211	1783.004483
 80+ 	3679.985122	935.866272	2744.118850
Total	226593.072453	115172.641772	111420.430681
2045			
 0-4	18478.136377	9368.759013	9109.377364
 5-9	20298.562355	10287.247999	10011.314356
 10-14 	12701.084696	6429.991496	6271.093200
 15-19 	20829.548892	10566.505908	10263.042984
 20-24 	22717.167359	11663.393785	11053.773574
 25-29 	20749.735530	10790.445869	9959.289661
 30-34 	18714.328622	9787.853302	8926.475320
 35-39 	16757.768712	8765.747617	7992.021095
 40-44 	15354.863401	8015.720527	7339.142874
 45-49 	13120.844459	6844.877614	6275.966845
 50-54 	11762.495608	6134.846895	5627.648712
 55-59 	10668.079045	5552.969563	5115.109482
 60-64 	8823.823591	4560.240574	4263.583017
 65-69 	6222.964365	3121.719226	3101.245139
 70-74 	4156.240761	1927.020304	2229.220457
 75-79 	2920.836578	1148.306964	1772.529614
 80+ 	3704.297436	956.758068	2747.539368
Total	227980.777788	115922.404725	112058.373063
2046			
 0-4	18420.114455	9338.944836	9081.169619
 5-9	20238.251767	10257.196411	9981.055356
 10-14 	12678.630878	6419.900220	6258.730658
 15-19 	20838.694502	10573.717585	10264.976918
 20-24 	22745.128502	11681.687184	11063.441318
 25-29 	20753.645647	10797.433105	9956.212542
 30-34 	18747.460325	9810.648267	8936.812058
 35-39 	16837.375552	8813.522324	8023.853228
 40-44 	15452.280022	8070.210322	7382.069700
 45-49 	13400.364941	6989.521676	6410.843265
 50-54 	11814.029919	6157.079706	5656.950213
 55-59 	10762.384493	5589.257852	5173.126641
 60-64 	9106.099484	4692.012326	4414.087158
 65-69 	6547.113208	3281.222945	3265.890263
 70-74 	4304.021419	2013.387357	2290.634062
 75-79 	2952.337274	1180.673002	1771.664272
 80+ 	3728.119815	978.458239	2749.661576
Total	229326.052204	116644.873358	112681.178846
2047			
 0-4	18362.917182	9309.595155	9053.322027
 5-9	20173.205249	10224.199616	9949.005632
 10-14 	12652.170821	6407.733418	6244.437403
 15-19 	20841.203008	10577.481340	10263.721668
 20-24 	22770.935314	11698.752612	11072.182703
 25-29 	20760.962429	10806.050501	9954.911927
 30-34 	18761.077042	9823.354808	8937.722234
 35-39 	16942.083054	8874.238654	8067.844401
 40-44 	15476.263009	8087.341451	7388.921558
 45-49 	13707.713849	7149.757038	6557.956810
 50-54 	11882.721602	6189.055792	5693.665810
 55-59 	10840.576381	5619.533801	5221.042580
 60-64 	9344.205895	4799.978472	4544.227422
 65-69 	6878.781201	3441.811767	3436.969435
 70-74 	4485.872045	2109.811594	2376.060452
 75-79 	2992.826422	1217.908091	1774.918330
 80+ 	3753.614795	1002.697492	2750.917303
Total	230627.129298	117339.301602	113287.827696
2048			
 0-4	18306.881597	9281.203479	9025.678118
 5-9	20104.775847	10189.080906	9915.694941
 10-14 	12620.649454	6392.892366	6227.757088
 15-19 	20835.022697	10576.764703	10258.257995
 20-24 	22792.010406	11713.260084	11078.750322
 25-29 	20770.478517	10815.671832	9954.806685
 30-34 	18774.606594	9835.926729	8938.679866
 35-39 	16990.138362	8905.039205	8085.099157
 40-44 	15514.031774	8112.659175	7401.372599
 45-49 	14004.270318	7305.464445	6698.805873
 50-54 	11986.776980	6240.319503	5746.457477
 55-59 	10906.071166	5645.465397	5260.605769
 60-64 	9535.409774	4883.448839	4651.960935
 65-69 	7207.755797	3598.846461	3608.909336
 70-74 	4697.456929	2217.139290	2480.317639
 75-79 	3048.887043	1260.676940	1788.210103
 80+ 	3781.432333	1028.630335	2752.801998
Total	231876.655588	118002.489689	113874.165899
2049			
 0-4	18251.928877	9253.787062	8998.141815
 5-9	20033.799636	10152.495875	9881.303761
 10-14 	12583.640324	6375.066766	6208.573558
 15-19 	20818.820940	10570.892050	10247.928890
 20-24 	22806.156310	11724.083861	11082.072449
 25-29 	20781.903524	10826.149487	9955.754038
 30-34 	18774.652029	9841.271573	8933.380457
 35-39 	17074.122631	8954.945350	8119.177280
 40-44 	15521.773145	8122.305240	7399.467906
 45-49 	14237.072877	7429.250169	6807.822708
 50-54 	12139.849078	6317.730685	5822.118392
 55-59 	10962.393470	5668.683830	5293.709640
 60-64 	9686.616839	4946.869264	4739.747575
 65-69 	7522.136514	3746.799196	3775.337318
 70-74 	4937.280201	2334.730962	2602.549239
 75-79 	3127.029280	1312.014275	1815.015005
 80+ 	3808.147661	1053.994352	2754.153310
Total	233067.323338	118631.069997	114436.253341
2050			
 0-4	18197.124879	9226.510990	8970.613889
 5-9	19958.700386	10113.871011	9844.829376
 10-14 	12541.609861	6354.364315	6187.245546
 15-19 	20791.906755	10559.480138	10232.426617
 20-24 	22811.027702	11729.961953	11081.065749
 25-29 	20793.007697	10836.258991	9956.748706
 30-34 	18765.767023	9841.719005	8924.048017
 35-39 	17126.501875	8988.116281	8138.385594
 40-44 	15552.994337	8144.401320	7408.593017
 45-49 	14399.454842	7517.318665	6882.136177
 50-54 	12350.217689	6425.549666	5924.668022
 55-59 	11011.472862	5689.509659	5321.963203
 60-64 	9801.762855	4992.806554	4808.956301
 65-69 	7809.360594	3879.341188	3930.019407
 70-74 	5198.695615	2459.379326	2739.316288
 75-79 	3220.899331	1364.983293	1855.916038
 80+ 	3839.362397	1084.946391	2754.416005
Total	234169.866699	119208.518744	114961.347954
