south_africa_test	Total	Male	Female
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1979			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1980			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1981			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1982			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1983			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1984			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1985			
 0-4	0.000000	0.000000	0.000000
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.000000	0.000000	0.000000
 20-24 	0.000000	0.000000	0.000000
 25-29 	0.000000	0.000000	0.000000
 30-34 	0.000000	0.000000	0.000000
 35-39 	0.000000	0.000000	0.000000
 40-44 	0.000000	0.000000	0.000000
 45-49 	0.000000	0.000000	0.000000
 50-54 	0.000000	0.000000	0.000000
 55-59 	0.000000	0.000000	0.000000
 60-64 	0.000000	0.000000	0.000000
 65-69 	0.000000	0.000000	0.000000
 70-74 	0.000000	0.000000	0.000000
 75-79 	0.000000	0.000000	0.000000
 80+ 	0.000000	0.000000	0.000000
Total	0.000000	0.000000	0.000000
1986			
 0-4	0.113527	0.057497	0.056030
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.588402	0.225905	0.362498
 20-24 	1.570537	0.743850	0.826687
 25-29 	1.558632	0.821071	0.737561
 30-34 	1.202742	0.681645	0.521097
 35-39 	0.792858	0.463641	0.329217
 40-44 	0.510605	0.292869	0.217736
 45-49 	0.313813	0.171082	0.142730
 50-54 	0.188266	0.099874	0.088392
 55-59 	0.109927	0.060915	0.049012
 60-64 	0.065573	0.038946	0.026627
 65-69 	0.044398	0.026651	0.017747
 70-74 	0.029292	0.015089	0.014203
 75-79 	0.007189	0.005090	0.002099
 80+ 	0.000000	0.000000	0.000000
Total	7.095763	3.704126	3.391636
1987			
 0-4	0.554226	0.280605	0.273620
 5-9	0.017557	0.008878	0.008679
 10-14 	0.000000	0.000000	0.000000
 15-19 	2.669153	0.974536	1.694617
 20-24 	7.576432	3.460167	4.116265
 25-29 	7.804912	3.990241	3.814671
 30-34 	6.160652	3.402730	2.757922
 35-39 	4.181721	2.397112	1.784609
 40-44 	2.675396	1.512184	1.163213
 45-49 	1.694696	0.910219	0.784476
 50-54 	1.019027	0.528133	0.490894
 55-59 	0.599760	0.322564	0.277196
 60-64 	0.355440	0.206616	0.148824
 65-69 	0.234302	0.138378	0.095924
 70-74 	0.160996	0.081211	0.079785
 75-79 	0.043308	0.028653	0.014654
 80+ 	0.000925	0.000925	0.000000
Total	35.748502	18.243152	17.505350
1988			
 0-4	2.016565	1.020692	0.995872
 5-9	0.148933	0.075285	0.073648
 10-14 	0.003646	0.001843	0.001803
 15-19 	8.343941	2.914346	5.429595
 20-24 	24.857744	10.947435	13.910309
 25-29 	26.186098	12.990064	13.196034
 30-34 	20.985401	11.282378	9.703023
 35-39 	14.564599	8.162190	6.402409
 40-44 	9.248161	5.131304	4.116857
 45-49 	5.963179	3.144079	2.819100
 50-54 	3.587728	1.813032	1.774696
 55-59 	2.121332	1.106602	1.014730
 60-64 	1.252455	0.712052	0.540403
 65-69 	0.808039	0.468328	0.339711
 70-74 	0.569617	0.280659	0.288958
 75-79 	0.162107	0.101962	0.060145
 80+ 	0.005326	0.005281	0.000045
Total	120.824870	60.157534	60.667337
1989			
 0-4	5.764194	2.917278	2.846916
 5-9	0.589532	0.297970	0.291562
 10-14 	0.034632	0.017501	0.017131
 15-19 	22.524889	7.596518	14.928371
 20-24 	69.429167	29.563773	39.865394
 25-29 	74.225129	35.813236	38.411893
 30-34 	60.033063	31.472043	28.561020
 35-39 	42.411291	23.248463	19.162828
 40-44 	26.837024	14.616545	12.220480
 45-49 	17.416443	9.017109	8.399334
 50-54 	10.494916	5.178950	5.315966
 55-59 	6.213791	3.148738	3.065053
 60-64 	3.663720	2.037580	1.626140
 65-69 	2.325921	1.324563	1.001358
 70-74 	1.662120	0.800629	0.861491
 75-79 	0.494940	0.298189	0.196751
 80+ 	0.019979	0.019327	0.000652
Total	344.140753	167.368413	176.772340
1990			
 0-4	14.518995	7.347624	7.171372
 5-9	1.335634	0.675079	0.660555
 10-14 	0.030092	0.015198	0.014894
 15-19 	54.558903	17.816050	36.742852
 20-24 	173.273487	71.551595	101.721892
 25-29 	188.064805	88.423575	99.641230
 30-34 	152.758272	78.224390	74.533883
 35-39 	109.595713	58.804196	50.791517
 40-44 	69.484452	37.173272	32.311180
 45-49 	45.043629	22.942691	22.100938
 50-54 	27.266362	13.181990	14.084371
 55-59 	16.117414	7.953768	8.163646
 60-64 	9.505606	5.173679	4.331927
 65-69 	5.965117	3.348647	2.616469
 70-74 	4.278870	2.021015	2.257855
 75-79 	1.331021	0.771485	0.559536
 80+ 	0.060604	0.057557	0.003046
Total	873.188976	415.481811	457.707165
1991			
 0-4	32.772462	16.584079	16.188383
 5-9	3.363728	1.700047	1.663681
 10-14 	0.052919	0.026691	0.026228
 15-19 	118.632073	37.637848	80.994224
 20-24 	388.921357	155.921870	232.999487
 25-29 	431.011911	197.435267	233.576643
 30-34 	350.574182	175.434738	175.139444
 35-39 	255.056756	133.901012	121.155744
 40-44 	163.096132	85.665574	77.430558
 45-49 	105.009198	52.673788	52.335410
 50-54 	64.170698	30.487389	33.683309
 55-59 	37.786715	18.207117	19.579598
 60-64 	22.310273	11.881056	10.429217
 65-69 	13.884492	7.710708	6.173784
 70-74 	9.903501	4.606305	5.297196
 75-79 	3.233850	1.807178	1.426672
 80+ 	0.163047	0.151041	0.012006
Total	1999.943293	931.831709	1068.111584
1992			
 0-4	66.337410	33.567059	32.770351
 5-9	7.648535	3.865406	3.783130
 10-14 	0.160778	0.081042	0.079737
 15-19 	229.867477	70.936494	158.930984
 20-24 	781.379269	305.157924	476.221345
 25-29 	891.412018	398.509863	492.902155
 30-34 	725.359273	355.374662	369.984611
 35-39 	534.520658	274.934726	259.585932
 40-44 	346.458405	178.778980	167.679424
 45-49 	221.320168	109.464853	111.855315
 50-54 	136.728323	64.001616	72.726707
 55-59 	80.188107	37.811363	42.376744
 60-64 	47.366992	24.676225	22.690766
 65-69 	29.266947	16.109659	13.157288
 70-74 	20.651356	9.504747	11.146609
 75-79 	7.108502	3.832957	3.275545
 80+ 	0.397849	0.357913	0.039936
Total	4126.172067	1886.965489	2239.206578
1993			
 0-4	120.269814	60.853114	59.416700
 5-9	15.677921	7.922818	7.755103
 10-14 	0.472759	0.238247	0.234513
 15-19 	394.687436	118.922209	275.765227
 20-24 	1400.390418	535.005984	865.384434
 25-29 	1656.868922	724.725787	932.143135
 30-34 	1350.934892	649.671537	701.263355
 35-39 	1007.146256	508.628366	498.517889
 40-44 	663.956554	336.889060	327.067494
 45-49 	422.325907	206.052270	216.273637
 50-54 	263.016642	121.473539	141.543103
 55-59 	154.002168	71.178632	82.823536
 60-64 	90.795166	46.259898	44.535268
 65-69 	55.692581	30.391436	25.301145
 70-74 	38.780937	17.759851	21.021086
 75-79 	14.090642	7.333924	6.756719
 80+ 	0.887438	0.771280	0.116159
Total	7649.996454	3444.077951	4205.918503
1994			
 0-4	195.484073	98.904085	96.579988
 5-9	29.011429	14.659967	14.351462
 10-14 	1.206232	0.607843	0.598389
 15-19 	600.570260	177.008446	423.561814
 20-24 	2242.069392	841.823016	1400.246376
 25-29 	2757.193062	1183.015773	1574.177290
 30-34 	2264.084843	1071.930354	1192.154490
 35-39 	1705.866552	847.404836	858.461716
 40-44 	1147.225545	572.212967	575.012578
 45-49 	732.134749	351.725238	380.409511
 50-54 	457.163483	208.041349	249.122134
 55-59 	268.173380	121.433178	146.740202
 60-64 	157.156478	78.179474	78.977004
 65-69 	95.532699	51.564602	43.968096
 70-74 	65.550154	29.996697	35.553457
 75-79 	25.094959	12.611017	12.483943
 80+ 	1.807557	1.507035	0.300522
Total	12745.324848	5662.625877	7082.698970
1995			
 0-4	287.066813	145.230954	141.835858
 5-9	48.872570	24.694566	24.178005
 10-14 	2.695489	1.358146	1.337343
 15-19 	816.409789	235.917959	580.491831
 20-24 	3221.709183	1188.504581	2033.204602
 25-29 	4135.289308	1752.219179	2383.070130
 30-34 	3435.327131	1607.884688	1827.442443
 35-39 	2612.813407	1279.413932	1333.399475
 40-44 	1797.584108	880.964345	916.619763
 45-49 	1160.665527	547.610827	613.054700
 50-54 	722.774298	323.138404	399.635894
 55-59 	426.118192	188.693112	237.425080
 60-64 	247.209094	119.759098	127.449996
 65-69 	148.557336	79.028503	69.528833
 70-74 	100.173935	45.936790	54.237145
 75-79 	40.264976	19.554756	20.710220
 80+ 	3.342226	2.656408	0.685818
Total	19206.873382	8442.566247	10764.307135
1996			
 0-4	387.259551	195.887754	191.371797
 5-9	76.293647	38.537760	37.755888
 10-14 	5.718543	2.880558	2.837984
 15-19 	1008.263282	286.114977	722.148305
 20-24 	4223.673503	1537.642576	2686.030926
 25-29 	5664.857073	2377.944593	3286.912480
 30-34 	4782.247576	2220.971099	2561.276477
 35-39 	3666.559809	1774.885135	1891.674674
 40-44 	2580.877161	1243.723907	1337.153254
 45-49 	1699.064509	786.600026	912.464483
 50-54 	1047.941064	459.314107	588.626958
 55-59 	623.350928	269.604587	353.746341
 60-64 	357.163791	168.146148	189.017643
 65-69 	212.003870	110.661400	101.342470
 70-74 	140.237743	64.577291	75.660453
 75-79 	58.679293	27.625715	31.053578
 80+ 	5.638985	4.253636	1.385349
Total	26539.830327	11569.371267	14970.459060
1997			
 0-4	490.978067	248.315519	242.662548
 5-9	113.322937	57.220653	56.102283
 10-14 	11.263857	5.672034	5.591823
 15-19 	1157.359435	323.463312	833.896123
 20-24 	5167.119395	1855.961873	3311.157522
 25-29 	7236.495827	3024.017125	4212.478702
 30-34 	6235.505512	2885.870216	3349.635296
 35-39 	4811.783164	2309.095687	2502.687477
 40-44 	3463.584616	1642.466817	1821.117800
 45-49 	2337.014680	1061.211883	1275.802797
 50-54 	1426.010769	611.818577	814.192192
 55-59 	855.730861	361.221727	494.509134
 60-64 	484.191267	221.240638	262.950630
 65-69 	283.223907	144.567198	138.656709
 70-74 	183.354699	84.745443	98.609256
 75-79 	79.372142	36.366356	43.005786
 80+ 	8.778472	6.268231	2.510241
Total	34345.089608	14879.523288	19465.566319
1998			
 0-4	597.886771	302.344201	295.542571
 5-9	163.773598	82.660310	81.113288
 10-14 	20.799715	10.470642	10.329073
 15-19 	1263.001134	348.749006	914.252128
 20-24 	6019.383395	2134.426519	3884.956876
 25-29 	8816.980275	3674.138582	5142.841694
 30-34 	7774.801751	3593.366235	4181.435516
 35-39 	6026.211166	2875.825244	3150.385922
 40-44 	4420.668745	2067.449314	2353.219431
 45-49 	3062.900040	1366.257857	1696.642184
 50-54 	1852.439169	778.524187	1073.914982
 55-59 	1118.365967	461.066239	657.299727
 60-64 	627.139271	278.117843	349.021428
 65-69 	361.075814	179.818223	181.257591
 70-74 	228.655987	105.864986	122.791001
 75-79 	101.954080	45.680050	56.274030
 80+ 	12.862190	8.684998	4.177191
Total	42468.899068	18313.444436	24155.454633
1999			
 0-4	710.474246	359.231911	351.242335
 5-9	233.020007	117.563285	115.456723
 10-14 	36.257051	18.247446	18.009605
 15-19 	1334.178780	365.070573	969.108208
 20-24 	6790.790242	2375.622746	4415.167496
 25-29 	10438.614254	4334.827002	6103.787252
 30-34 	9408.827143	4336.872816	5071.954327
 35-39 	7323.653848	3485.070072	3838.583776
 40-44 	5436.487241	2516.675327	2919.811914
 45-49 	3862.369254	1698.339653	2164.029602
 50-54 	2322.552928	959.219231	1363.333697
 55-59 	1405.267471	567.293302	837.974169
 60-64 	785.773615	338.773709	446.999905
 65-69 	445.839318	216.374331	229.464987
 70-74 	277.218208	128.128018	149.090189
 75-79 	127.375088	56.037907	71.337180
 80+ 	18.160331	11.575209	6.585122
Total	50956.859026	21884.922537	29071.936489
2000			
 0-4	802.852927	405.808446	397.044482
 5-9	319.453838	161.087802	158.366036
 10-14 	59.958446	30.170795	29.787650
 15-19 	1382.015727	376.391996	1005.623731
 20-24 	7496.940700	2585.979093	4910.961606
 25-29 	12092.647030	4970.187751	7122.459278
 30-34 	11197.610206	5148.348853	6049.261353
 35-39 	8732.952086	4151.708327	4581.243759
 40-44 	6498.211805	2990.537077	3507.674728
 45-49 	4716.948759	2053.721332	2663.227426
 50-54 	2827.627149	1153.160351	1674.466798
 55-59 	1708.144692	677.940971	1030.203721
 60-64 	958.769361	403.107745	555.661616
 65-69 	537.755594	254.272582	283.483012
 70-74 	330.769281	151.976431	178.792851
 75-79 	157.127644	67.974427	89.153217
 80+ 	25.246704	15.164077	10.082627
Total	59845.031949	25597.538057	34247.493892
2001			
 0-4	887.848031	448.649319	439.198712
 5-9	422.328799	212.868051	209.460749
 10-14 	92.691611	46.629236	46.062375
 15-19 	1417.486607	386.216243	1031.270364
 20-24 	8143.961732	2771.646741	5372.314991
 25-29 	13801.909043	5608.511033	8193.398010
 30-34 	13147.996776	5994.966758	7153.030018
 35-39 	10273.547828	4876.276907	5397.270921
 40-44 	7597.480787	3489.557288	4107.923499
 45-49 	5604.787127	2425.687459	3179.099669
 50-54 	3364.133871	1361.263275	2002.870596
 55-59 	2017.906152	790.555456	1227.350696
 60-64 	1144.660263	471.132733	673.527530
 65-69 	635.954614	293.150310	342.804304
 70-74 	390.011059	177.332250	212.678809
 75-79 	192.456211	82.099110	110.357101
 80+ 	34.728786	19.650859	15.077927
Total	69169.889300	29456.193027	39713.696272
2002			
 0-4	1004.057516	507.354243	496.703272
 5-9	545.690207	274.956079	270.734128
 10-14 	135.078842	67.923608	67.155235
 15-19 	1447.876982	396.525218	1051.351764
 20-24 	8720.329998	2931.813184	5788.516814
 25-29 	15530.536914	6212.206054	9318.330860
 30-34 	15221.235761	6870.392743	8350.843018
 35-39 	11942.986026	5658.901334	6284.084692
 40-44 	8712.790590	4008.829568	4703.961022
 45-49 	6491.632187	2804.059237	3687.572950
 50-54 	3909.195826	1576.520311	2332.675515
 55-59 	2325.226321	902.703776	1422.522545
 60-64 	1337.084667	540.902730	796.181937
 65-69 	738.632950	332.428779	406.204171
 70-74 	453.867912	203.658362	250.209550
 75-79 	232.357817	97.798756	134.559061
 80+ 	47.068835	25.170584	21.898251
Total	78795.649352	33412.144566	45383.504785
2003			
 0-4	1132.377487	572.213657	560.163830
 5-9	686.090255	345.631886	340.458369
 10-14 	189.955674	95.486745	94.468929
 15-19 	1478.397967	408.783455	1069.614512
 20-24 	9206.243462	3065.562107	6140.681356
 25-29 	17177.181986	6761.132445	10416.049541
 30-34 	17338.359564	7735.976536	9602.383029
 35-39 	13684.066716	6463.459095	7220.607621
 40-44 	9813.095981	4532.165992	5280.929988
 45-49 	7337.510177	3170.901912	4166.608265
 50-54 	4438.005535	1787.734322	2650.271213
 55-59 	2619.311032	1009.929328	1609.381705
 60-64 	1524.662169	607.946374	916.715795
 65-69 	840.729728	370.070437	470.659291
 70-74 	517.881742	228.996599	288.885143
 75-79 	273.127744	113.578270	159.549474
 80+ 	61.912100	31.499553	30.412547
Total	88318.909319	37301.068712	51017.840606
2004			
 0-4	1292.190371	653.168299	639.022072
 5-9	837.925537	422.039395	415.886142
 10-14 	258.748769	130.021552	128.727217
 15-19 	1511.245740	423.892346	1087.353394
 20-24 	9517.472923	3158.416740	6359.056184
 25-29 	18321.954327	7153.560851	11168.393476
 30-34 	18907.395002	8410.505172	10496.889830
 35-39 	14965.209979	7080.693467	7884.516512
 40-44 	10537.222382	4922.653231	5614.569152
 45-49 	7728.339463	3381.605725	4346.733738
 50-54 	4645.789079	1895.668409	2750.120670
 55-59 	2723.898517	1060.196407	1663.702110
 60-64 	1597.801890	639.966680	957.835210
 65-69 	884.926547	388.122770	496.803777
 70-74 	547.801282	241.435457	306.365825
 75-79 	292.375603	122.482325	169.893278
 80+ 	71.552844	35.990330	35.562513
Total	94641.850255	40120.419154	54521.431100
2005			
 0-4	1427.338246	721.406728	705.931518
 5-9	998.243125	502.614195	495.628930
 10-14 	347.187453	174.427181	172.760272
 15-19 	1551.255394	443.364108	1107.891286
 20-24 	9780.138229	3237.348453	6542.789776
 25-29 	19528.626483	7546.422041	11982.204442
 30-34 	20679.513430	9093.640641	11585.872789
 35-39 	16511.220429	7795.694742	8715.525687
 40-44 	11466.183204	5384.925637	6081.257568
 45-49 	8324.338844	3657.482988	4666.855856
 50-54 	5034.681886	2056.356145	2978.325741
 55-59 	2943.455858	1142.132870	1801.322987
 60-64 	1732.512240	687.188397	1045.323843
 65-69 	964.760621	415.941073	548.819548
 70-74 	595.645257	258.758851	336.886407
 75-79 	323.516473	134.560573	188.955900
 80+ 	87.454636	42.637861	44.816775
Total	102296.071809	43294.902483	59001.169326
2006			
 0-4	1455.613454	735.513953	720.099500
 5-9	1161.452146	584.620276	576.831870
 10-14 	458.367376	230.257051	228.110325
