Vietnam	Total	Male	Female																																																																																																																																																																																																																																																							
1970																																																																																																																																																																																																																																																										
 45-49 	19806.950158	14348.102077	5458.848082
 50-54 	33457.708325	23700.287158	9757.421167
 55-59 	44185.025679	29977.469879	14207.555800
 60-64 	54558.427887	35374.936619	19183.491268
 65-69 	76112.416396	47665.986684	28446.429712
 70-74 	101969.223901	60955.525490	41013.698411
 75-79 	128833.575791	72227.607332	56605.968459
 80+ 	449501.417559	186709.670033	262791.747526
Total	970324.570984	512850.748250	457473.822734
2043			
 0-4	12541.576491	5777.988899	6763.587592
 5-9	1626.954286	939.999795	686.954491
 10-14 	1380.733604	857.914942	522.818662
 15-19 	2427.387792	1752.165310	675.222482
 20-24 	4262.806558	3230.743887	1032.062672
 25-29 	6704.583772	5049.051067	1655.532704
 30-34 	8493.442089	6378.872483	2114.569606
 35-39 	10674.423965	7904.260778	2770.163187
 40-44 	12812.687313	9345.732668	3466.954645
 45-49 	18677.599407	13524.545749	5153.053658
 50-54 	32712.763730	23174.317377	9538.446353
 55-59 	44565.588450	30245.808219	14319.780232
 60-64 	55214.059347	35830.934940	19383.124407
 65-69 	76221.530307	47734.960421	28486.569886
 70-74 	102325.819213	61163.211170	41162.608044
 75-79 	129993.129596	73050.059349	56943.070247
 80+ 	469719.586376	196185.334213	273534.252163
Total	990354.672296	522145.901266	468208.771030
2044			
 0-4	12256.246914	5651.425184	6604.821730
 5-9	1596.653220	922.459940	674.193281
 10-14 	1355.769289	842.081286	513.688003
 15-19 	2372.142904	1710.853243	661.289661
 20-24 	4130.380118	3126.398304	1003.981814
 25-29 	6519.685280	4901.753779	1617.931501
 30-34 	8347.097434	6261.551936	2085.545498
 35-39 	10636.783142	7878.566455	2758.216688
 40-44 	12754.853280	9303.299653	3451.553627
 45-49 	17746.491834	12845.499136	4900.992698
 50-54 	31605.561946	22390.062552	9215.499394
 55-59 	44863.108332	30460.623490	14402.484842
 60-64 	55915.341367	36322.962117	19592.379250
 65-69 	76459.448373	47901.513663	28557.934710
 70-74 	102803.642547	61454.219308	41349.423239
 75-79 	130812.253297	73620.286798	57191.966499
 80+ 	489424.283915	205457.461403	283966.822512
Total	1009599.743194	531051.018248	478548.724946
2045			
 0-4	11970.487365	5525.221077	6445.266288
 5-9	1566.533998	905.212199	661.321800
 10-14 	1332.032395	826.710312	505.322083
 15-19 	2321.583043	1672.513015	649.070027
 20-24 	4007.992283	3029.166047	978.826236
 25-29 	6327.388895	4749.658545	1577.730350
 30-34 	8188.308067	6134.707729	2053.600338
 35-39 	10562.947427	7823.920765	2739.026662
 40-44 	12740.746009	9296.424124	3444.321885
 45-49 	17054.759856	12337.623249	4717.136607
 50-54 	30166.242115	21371.786355	8794.455760
 55-59 	45024.717734	30587.844304	14436.873430
 60-64 	56626.959782	36823.828235	19803.131547
 65-69 	76906.873904	48216.953737	28689.920167
 70-74 	103046.481345	61587.291942	41459.189403
 75-79 	131943.485821	74381.061701	57562.424120
 80+ 	508644.482173	214536.230763	294108.251410
Total	1028432.022212	539806.154097	488625.868114
2046			
 0-4	11688.239006	5401.570826	6286.668180
 5-9	1536.940259	887.741700	649.198560
 10-14 	1309.191464	812.595651	496.595813
 15-19 	2276.498787	1640.035312	636.463475
 20-24 	3895.026443	2939.923164	955.103279
 25-29 	6133.460018	4597.434667	1536.025351
 30-34 	8017.077336	5997.833225	2019.244110
 35-39 	10455.838487	7743.602161	2712.236326
 40-44 	12750.766275	9309.913689	3440.852586
 45-49 	16565.512972	11977.229817	4588.283156
 50-54 	28543.835626	20223.418152	8320.417474
 55-59 	44958.634032	30562.271729	14396.362303
 60-64 	57304.662555	37305.840991	19998.821563
 65-69 	77565.374529	48682.262477	28883.112052
 70-74 	103447.142664	61842.116197	41605.026466
 75-79 	132799.860746	74931.476311	57868.384435
 80+ 	527012.905993	223195.264577	303817.641416
Total	1046260.967192	548050.530646	498210.436547
2047			
 0-4	11409.505707	5279.854351	6129.651356
 5-9	1506.342273	870.463941	635.878333
 10-14 	1287.517828	799.084687	488.433141
 15-19 	2237.221086	1610.990697	626.230389
 20-24 	3794.581854	2861.025212	933.556642
 25-29 	5941.867443	4447.623011	1494.244432
 30-34 	7830.824869	5850.844201	1979.980667
 35-39 	10322.208433	7641.002701	2681.205732
 40-44 	12755.045956	9319.868102	3435.177854
 45-49 	16258.445184	11750.501917	4507.943267
 50-54 	26899.229121	19060.015947	7839.213175
 55-59 	44466.816047	30248.591034	14218.225014
 60-64 	57931.864020	37757.206912	20174.657108
 65-69 	78443.691018	49299.585839	29144.105178
 70-74 	103773.527588	62059.749376	41713.778212
 75-79 	133630.993320	75461.315707	58169.677613
 80+ 	544805.527291	231582.768520	313222.758771
Total	1063295.209040	555900.492156	507394.716884
2048			
 0-4	11140.651885	5163.805804	5976.846081
 5-9	1478.459940	854.273678	624.186262
 10-14 	1265.814707	785.587334	480.227373
 15-19 	2199.711454	1583.567174	616.144281
 20-24 	3703.571764	2790.009234	913.562530
 25-29 	5756.755928	4303.028666	1453.727261
 30-34 	7633.407308	5695.146007	1938.261301
 35-39 	10165.150170	7520.169096	2644.981074
 40-44 	12739.737287	9315.059308	3424.677979
 45-49 	16095.394539	11632.406729	4462.987810
 50-54 	25358.821785	17972.893493	7385.928292
 55-59 	43458.469148	29583.785114	13874.684033
 60-64 	58506.678858	38179.072232	20327.606626
 65-69 	79487.290427	50034.583281	29452.707146
 70-74 	104143.688948	62323.556422	41820.132527
 75-79 	134481.311871	75992.881760	58488.430111
 80+ 	561822.382291	239567.577953	322254.804338
Total	1079437.298309	563297.403284	516139.895024
2049			
 0-4	10882.530352	5053.765572	5828.764779
 5-9	1447.386628	836.623601	610.763027
 10-14 	1243.512000	772.004539	471.507460
 15-19 	2166.200441	1559.093209	607.107232
 20-24 	3624.447254	2728.959789	895.487465
 25-29 	5582.003128	4166.880354	1415.122773
 30-34 	7421.922928	5530.392463	1891.530465
 35-39 	9991.713986	7386.840344	2604.873643
 40-44 	12687.097245	9281.263806	3405.833438
 45-49 	16010.970839	11575.314751	4435.656089
 50-54 	24090.740189	17076.874178	7013.866012
 55-59 	41965.327562	28587.119759	13378.207803
 60-64 	58977.620402	38539.266450	20438.353953
 65-69 	80610.496047	50827.595483	29782.900565
 70-74 	104696.475465	62721.327401	41975.148064
 75-79 	135490.479637	76628.176249	58862.303388
 80+ 	577995.504661	247047.834567	330947.670094
Total	1094884.428766	570319.332516	524565.096250
2050			
 0-4	10756.215200	4994.583622	5761.631578
 5-9	1435.311838	829.681220	605.630618
 10-14 	1236.917883	767.930717	468.987166
 15-19 	2156.344991	1552.080497	604.264494
 20-24 	3589.292865	2702.126965	887.165900
 25-29 	5469.845071	4080.758708	1389.086364
 30-34 	7271.311955	5415.031081	1856.280874
 35-39 	9893.803967	7312.372038	2581.431929
 40-44 	12716.007147	9310.311127	3405.696020
 45-49 	16152.200900	11693.781193	4458.419707
 50-54 	23401.704793	16599.051121	6802.653673
 55-59 	40504.881836	27617.479580	12887.402256
 60-64 	59932.602037	39216.205497	20716.396539
 65-69 	82633.900621	52180.588315	30453.312306
 70-74 	106578.838259	63914.206871	42664.631388
 75-79 	137372.777144	77684.759521	59688.017623
 80+ 	596682.960125	255637.182521	341045.777604
Total	1117784.916633	581508.130594	536276.786039
