Workshop_1_Demo	Total	Male	Female
 25-29 	3900544.557457	1990256.793464	1910287.763993
 30-34 	3329315.347990	1715904.112096	1613411.235894
 35-39 	2874870.356000	1436765.948268	1438104.407733
 40-44 	2631123.265070	1242780.166746	1388343.098324
 45-49 	2320736.945563	1056869.164202	1263867.781361
 50-54 	1875699.376846	837570.738010	1038128.638836
 55-59 	1515581.446811	668624.150721	846957.296090
 60-64 	1126532.299936	488257.320257	638274.979679
 65-69 	773927.761532	328672.341003	445255.420529
 70-74 	478094.393131	194830.058312	283264.334819
 75-79 	265455.805669	96648.851728	168806.953940
 80+ 	179347.419159	55659.287189	123688.131970
Total	44786142.106126	21886446.982184	22899695.123943
2001			
 0-4	4860154.785639	2450550.489871	2409604.295767
 5-9	4686343.724046	2352906.707830	2333437.016216
 10-14 	4787708.193193	2394770.728356	2392937.464838
 15-19 	4800146.419806	2389296.557461	2410849.862345
 20-24 	4519817.054808	2256046.064252	2263770.990557
 25-29 	3975004.512314	2029243.566428	1945760.945886
 30-34 	3388820.811647	1749442.463131	1639378.348516
 35-39 	2910295.154211	1463286.746976	1447008.407235
 40-44 	2653798.811761	1256324.473625	1397474.338136
 45-49 	2382072.291331	1079883.568762	1302188.722569
 50-54 	1944412.646249	862233.987887	1082178.658362
 55-59 	1564675.975122	684993.102983	879682.872140
 60-64 	1175606.112247	504954.098099	670652.014148
 65-69 	807796.308553	338641.679114	469154.629439
 70-74 	505094.515777	203719.200374	301375.315403
 75-79 	283964.753945	103364.964450	180599.789495
 80+ 	191377.027677	59386.360174	131990.667504
Total	45437089.098327	22179044.759772	23258044.338555
2002			
 0-4	4896429.143196	2468843.248573	2427585.894623
 5-9	4669840.425386	2345694.856333	2324145.569053
 10-14 	4778403.739888	2390342.209080	2388061.530807
 15-19 	4848216.700966	2413333.592257	2434883.108708
 20-24 	4614118.410572	2300962.827986	2313155.582586
 25-29 	4060695.988733	2065867.761255	1994828.227478
 30-34 	3451722.610931	1781825.445444	1669897.165487
 35-39 	2952606.194930	1493198.053702	1459408.141228
 40-44 	2663653.022785	1268185.550420	1395467.472365
 45-49 	2422309.478947	1097010.940416	1325298.538531
 50-54 	2003161.428391	885089.402894	1118072.025496
 55-59 	1605291.478975	698962.077592	906329.401383
 60-64 	1223052.043593	521771.680503	701280.363090
 65-69 	842760.534027	349088.402262	493672.131765
 70-74 	535946.451596	213439.127127	322507.324469
 75-79 	307059.847285	111283.267311	195776.579974
 80+ 	208722.850716	64403.628427	144319.222290
Total	46083990.350916	22469302.071582	23614688.279334
2003			
 0-4	4937936.827812	2489620.035171	2448316.792642
 5-9	4667310.637947	2345465.291484	2321845.346463
 10-14 	4765216.808550	2384469.112849	2380747.695701
 15-19 	4881465.797002	2429632.309405	2451833.487597
 20-24 	4706902.921161	2345255.627542	2361647.293619
 25-29 	4151786.305044	2103419.731138	2048366.573906
 30-34 	3517620.207151	1813139.364048	1704480.843104
 35-39 	2998216.992251	1523020.012435	1475196.979817
 40-44 	2666459.419714	1279327.322973	1387132.096742
 45-49 	2446691.142677	1109367.145062	1337323.997615
 50-54 	2054474.533776	906018.858680	1148455.675096
 55-59 	1641853.985522	711726.850580	930127.134941
 60-64 	1267427.581399	537664.334029	729763.247369
 65-69 	877766.753894	359650.585158	518116.168737
 70-74 	567553.295205	223050.796532	344502.498673
 75-79 	331265.741375	119284.369427	211981.371947
 80+ 	230384.078090	70481.876703	159902.201387
Total	46710333.028571	22750593.623216	23959739.405355
2004			
 0-4	4978589.355609	2509867.722838	2468721.632771
 5-9	4684156.274862	2354668.701125	2329487.573737
 10-14 	4747230.787251	2376622.616704	2370608.170547
 15-19 	4899727.397691	2438206.604423	2461520.793268
 20-24 	4794220.527691	2387430.029933	2406790.497758
 25-29 	4251565.564029	2145952.775716	2105612.788314
 30-34 	3592755.584106	1849510.602159	1743244.981946
 35-39 	3039771.835307	1547550.252995	1492221.582312
 40-44 	2669303.469447	1291307.395764	1377996.073683
 45-49 	2461149.451478	1118407.892339	1342741.559139
 50-54 	2101727.328758	925260.012666	1176467.316092
 55-59 	1678711.183425	724513.537230	954197.646195
 60-64 	1308343.264395	551960.038748	756383.225647
 65-69 	912268.675074	370066.425746	542202.249327
 70-74 	597488.582932	231780.773784	365707.809148
 75-79 	354350.287325	126699.839712	227650.447613
 80+ 	255762.548211	77600.272647	178162.275565
Total	47327122.117593	23027405.494530	24299716.623062
2005			
 0-4	5015265.977251	2528049.112661	2487216.864589
 5-9	4726494.281596	2376391.966558	2350102.315038
 10-14 	4725540.495718	2367220.394400	2358320.101318
 15-19 	4902244.148258	2438931.928991	2463312.219267
 20-24 	4870386.419906	2424549.492055	2445836.927851
 25-29 	4357807.071369	2193424.833887	2164382.237482
 30-34 	3663216.949677	1878735.371264	1784481.578413
 35-39 	3084429.290841	1575977.369148	1508451.921693
 40-44 	2674855.726555	1304310.070981	1370545.655574
 45-49 	2467664.042259	1124534.679949	1343129.362310
 50-54 	2145883.092733	942704.143673	1203178.949060
 55-59 	1717487.928854	737928.399529	979559.529325
 60-64 	1345390.990536	564245.940653	781145.049883
 65-69 	946419.433331	380303.456543	566115.976788
 70-74 	624937.569883	239329.101041	385608.468842
 75-79 	376377.663067	133627.187354	242750.475713
 80+ 	284826.563547	85863.766117	198962.797430
Total	47929227.645381	23296127.214804	24633100.430577
2006			
 0-4	5051254.723328	2545782.142221	2505472.581107
 5-9	4796173.201131	2411632.598941	2384540.602190
 10-14 	4703893.076619	2357885.008495	2346008.068124
 15-19 	4892630.743124	2433820.156384	2458810.586741
 20-24 	4935382.020134	2455969.352396	2479412.667738
 25-29 	4471405.980073	2246229.588230	2225176.391843
 30-34 	3744677.758560	1917570.880776	1827106.877784
 35-39 	3126458.510600	1597734.487343	1528724.023256
 40-44 	2685585.022450	1317024.949654	1368560.072795
 45-49 	2469919.408110	1128914.493271	1341004.914839
 50-54 	2186715.338286	957658.725477	1229056.612809
 55-59 	1762122.867418	753522.905096	1008599.962321
 60-64 	1378062.100509	574034.955154	804027.145355
 65-69 	981693.567780	390938.796479	590754.771301
 70-74 	650009.317594	245832.754021	404176.563573
 75-79 	398430.157714	140355.272459	258074.885255
 80+ 	317857.225866	95386.259933	222470.965933
Total	48552271.019296	23570293.326330	24981977.692966
2007			
 0-4	5085492.284422	2562721.090097	2522771.194324
 5-9	4885207.616772	2456381.830630	2428825.786142
 10-14 	4689228.108587	2351988.526676	2337239.581911
 15-19 	4873041.841317	2424242.499463	2448799.341855
 20-24 	4982602.568464	2478166.565106	2504436.003358
 25-29 	4588013.590773	2301840.193881	2286173.396892
 30-34 	3839122.271836	1960229.063372	1878893.208464
 35-39 	3168975.661919	1620713.613668	1548262.048251
 40-44 	2704558.622178	1332983.986760	1371574.635418
 45-49 	2470756.249318	1133243.347744	1337512.901574
 50-54 	2224799.645386	970919.944034	1253879.701352
 55-59 	1810136.528304	770347.116882	1039789.411422
 60-64 	1409445.556341	582830.352160	826615.204181
 65-69 	1017643.137867	401783.789262	615859.348605
 70-74 	672923.607666	251492.200793	421431.406874
 75-79 	419433.745963	146621.989330	272811.756633
 80+ 	352048.315108	105206.039008	246842.276100
Total	49193429.352221	23851712.148866	25341717.203355
2008			
 0-4	5117653.236917	2578811.026041	2538842.210876
 5-9	4982680.972658	2505226.527542	2477454.445117
 10-14 	4690803.622926	2354088.263661	2336715.359265
 15-19 	4846222.803415	2411646.874079	2434575.929335
 20-24 	5009545.414587	2489905.165360	2519640.249227
 25-29 	4701923.481832	2356786.937668	2345136.544164
 30-34 	3943858.263728	2008247.172877	1935611.090851
 35-39 	3217741.329513	1646591.497682	1571149.831831
 40-44 	2730112.402974	1350957.698635	1379154.704339
 45-49 	2470824.378791	1138300.818102	1332523.560689
 50-54 	2258118.254534	982431.013773	1275687.240761
 55-59 	1859844.995774	787831.045776	1072013.949998
 60-64 	1441553.727807	591834.643061	849719.084746
 65-69 	1053765.632612	412697.756719	641067.875893
 70-74 	695118.615352	256931.336961	438187.278391
 75-79 	439349.470669	152369.338023	286980.132647
 80+ 	385004.082851	114465.905552	270538.177299
Total	49844120.686940	24139123.021513	25704997.665427
2009			
 0-4	5142277.399704	2591340.523570	2550936.876134
 5-9	5066606.162395	2547213.498943	2519392.663452
 10-14 	4714992.994854	2367210.101495	2347782.893359
 15-19 	4814855.946666	2397333.146351	2417522.800315
 20-24 	5015340.391225	2491039.660799	2524300.730426
 25-29 	4800050.920716	2404581.285825	2395469.634891
 30-34 	4053635.292369	2059669.419954	1993965.872415
 35-39 	3274733.334693	1678366.188615	1596367.146078
 40-44 	2750540.221620	1365516.563620	1385023.658000
 45-49 	2466037.560197	1143620.791989	1322416.768207
 50-54 	2280077.252853	990881.109542	1289196.143311
 55-59 	1907081.084627	804764.911880	1102316.172748
 60-64 	1474677.510211	601737.460512	872940.049698
 65-69 	1088644.729074	423271.012998	665373.716077
 70-74 	717247.594095	262387.701726	454859.892369
 75-79 	456895.719209	157013.342330	299882.376879
 80+ 	413073.509070	121933.048082	291140.460989
Total	50436767.623577	24407879.768231	26028887.855346
2010			
 0-4	5155947.211556	2598583.683672	2557363.527884
 5-9	5123280.148853	2575565.412969	2547714.735884
 10-14 	4763196.076395	2391999.829931	2371196.246464
 15-19 	4780554.871434	2381949.672932	2398605.198502
 20-24 	4998139.504253	2481080.588470	2517058.915783
 25-29 	4871639.488880	2439630.994052	2432008.494829
 30-34 	4165016.211715	2112624.546599	2052391.665116
 35-39 	3331253.346049	1706245.139860	1625008.206189
 40-44 	2774411.703734	1386732.555860	1387679.147874
 45-49 	2457356.121421	1150639.608281	1306716.513141
 50-54 	2287390.686591	996078.336396	1291312.350194
 55-59 	1949906.670604	820661.232588	1129245.438016
 60-64 	1509319.311148	613140.577612	896178.733537
 65-69 	1121259.242118	433236.227533	688023.014585
 70-74 	739990.635146	268010.692460	471979.942686
 75-79 	470797.062814	159908.307592	310888.755223
 80+ 	432984.749689	126609.641248	306375.108441
Total	50932443.042402	24642697.048053	26289745.994349
2011			
 0-4	5135914.466714	2589914.810635	2545999.656079
 5-9	5145814.506867	2587287.013345	2558527.493522
 10-14 	4835100.647656	2428577.895425	2406522.752231
 15-19 	4744423.153811	2366111.938807	2378311.215004
 20-24 	4955021.062763	2459373.143038	2495647.919725
 25-29 	4908116.967388	2457143.640383	2450973.327005
 30-34 	4264277.069383	2160635.932371	2103641.137012
 35-39 	3393153.955141	1740560.238422	1652593.716719
 40-44 	2789416.691273	1402465.079048	1386951.612225
 45-49 	2441444.780446	1157770.788232	1283673.992214
 50-54 	2274105.326000	997553.771636	1276551.554364
 55-59 	1982127.949554	833826.951222	1148300.998332
 60-64 	1546272.158709	626990.814593	919281.344117
 65-69 	1149252.566519	441777.743350	707474.823168
 70-74 	762900.391256	273677.741330	489222.649926
 75-79 	478226.424191	160220.133687	318006.290504
 80+ 	439667.944666	127161.498919	312506.445748
Total	51245236.062336	24811049.134442	26434186.927894
2012			
 0-4	5132016.152818	2588661.884581	2543354.268236
 5-9	5143462.406515	2586467.824522	2556994.581993
 10-14 	4920658.225827	2471766.511675	2448891.714152
 15-19 	4717340.626095	2354754.230612	2362586.395483
 20-24 	4905111.059044	2434952.087192	2470158.971852
 25-29 	4932560.522649	2465002.009937	2467558.512712
 30-34 	4380410.836507	2213974.817388	2166436.019119
 35-39 	3498341.151518	1790329.974597	1708011.176921
 40-44 	2834662.170669	1432133.860051	1402528.310619
 45-49 	2452933.215205	1176868.290048	1276064.925157
 50-54 	2266074.181521	1003098.570240	1262975.611281
 55-59 	2015307.513567	847500.742361	1167806.771206
 60-64 	1589844.730384	643620.928121	946223.802264
 65-69 	1178002.362624	450793.722995	727208.639630
 70-74 	790582.708418	281271.266052	509311.442366
 75-79 	486919.403079	160659.860676	326259.542403
 80+ 	446349.361175	127428.827282	318920.533892
Total	51690576.627615	25029285.408329	26661291.219286
2013			
 0-4	5125628.975510	2585967.401403	2539661.574107
 5-9	5139553.275205	2585092.684990	2554460.590215
 10-14 	5007861.028007	2515638.554071	2492222.473936
 15-19 	4706325.366946	2351637.928721	2354687.438225
 20-24 	4846958.351820	2407713.423230	2439244.928590
 25-29 	4931134.877583	2459156.718866	2471978.158717
 30-34 	4494910.205754	2265338.966147	2229571.239606
 35-39 	3626201.184445	1849726.203594	1776474.980851
 40-44 	2900857.425017	1470966.352944	1429891.072072
 45-49 	2479861.259002	1202166.146052	1277695.112950
 50-54 	2259072.241971	1011090.557846	1247981.684125
 55-59 	2043596.631744	860084.397879	1183512.233866
 60-64 	1635849.987505	661462.607175	974387.380330
 65-69 	1207546.535554	460391.375587	747155.159968
 70-74 	820682.599676	289962.952607	530719.647068
 75-79 	497384.585844	161612.791732	335771.794112
 80+ 	453410.687723	127631.097938	325779.589784
Total	52176835.219304	25265640.160781	26911195.058523
2014			
 0-4	5126651.396631	2587021.686962	2539629.709669
 5-9	5127999.491941	2579871.601207	2548127.890733
 10-14 	5077912.998502	2550909.721983	2527003.276519
 15-19 	4718844.577155	2360256.157377	2358588.419777
 20-24 	4787690.077484	2381008.227771	2406681.849714
 25-29 	4905267.262835	2442134.723653	2463132.539183
 30-34 	4594921.367946	2309561.911330	2285359.456616
 35-39 	3766387.745613	1914913.698206	1851474.047407
 40-44 	2988761.793718	1521040.916626	1467720.877092
 45-49 	2512698.512886	1228274.029770	1284424.483115
 50-54 	2255750.625641	1022843.760850	1232906.864791
 55-59 	2064521.838456	871267.502867	1193254.335588
 60-64 	1681776.086778	679481.099615	1002294.987164
 65-69 	1238961.464022	471005.273112	767956.190911
 70-74 	851326.138089	299106.437320	552219.700769
 75-79 	510442.303299	163558.495103	346883.808196
 80+ 	461293.300641	127995.862532	333297.438109
Total	52671206.981637	25510251.106283	27160955.875354
2015			
 0-4	5101912.664696	2575067.293949	2526845.370747
 5-9	5114132.625078	2573575.642019	2540556.983058
 10-14 	5121490.156026	2572948.060396	2548542.095629
 15-19 	4752898.924903	2379267.733354	2373631.191549
 20-24 	4729771.038288	2355558.268151	2374212.770138
 25-29 	4854480.201923	2416354.062239	2438126.139684
 30-34 	4647332.741782	2334277.475659	2313055.266123
 35-39 	3874922.125408	1968125.849285	1906796.276123
 40-44 	3050824.339474	1554562.922735	1496261.416739
 45-49 	2539129.573320	1254591.860505	1284537.712815
 50-54 	2245355.579543	1032636.190878	1212719.388665
 55-59 	2068772.078480	877643.381031	1191128.697449
 60-64 	1721515.203454	695381.064203	1026134.139251
 65-69 	1270629.567120	482148.063115	788481.504005
 70-74 	879700.588022	307688.682251	572011.905771
 75-79 	526018.797309	166515.324217	359503.473093
 80+ 	469490.354368	128317.971948	341172.382420
Total	52968376.559195	25674659.845936	27293716.713260
2016			
 0-4	5076558.848676	2562722.437502	2513836.411174
 5-9	5105011.153908	2569817.268296	2535193.885612
 10-14 	5142042.186316	2583474.015347	2558568.170968
 15-19 	4815634.653108	2412191.637990	2403443.015118
 20-24 	4683074.234617	2335641.506053	2347432.728564
 25-29 	4801054.801596	2389161.790798	2411893.010798
 30-34 	4698368.303952	2355404.604267	2342963.699685
 35-39 	4007352.201962	2030400.137426	1976952.064535
 40-44 	3152746.806709	1608635.174180	1544111.632529
 45-49 	2584255.067579	1285559.177401	1298695.890178
 50-54 	2252399.358149	1049881.896915	1202517.461234
 55-59 	2070802.756620	885333.622680	1185469.133940
 60-64 	1759722.670543	710714.399235	1049008.271308
 65-69 	1308596.073258	495964.818587	812631.254671
 70-74 	906338.987687	315759.009095	590579.978592
 75-79 	545562.533884	171052.262152	374510.271732
 80+ 	478705.850055	128833.145738	349872.704317
Total	53388226.488618	25890546.903663	27497679.584955
2017			
 0-4	5042505.924499	2546013.434511	2496492.489988
 5-9	5100590.581846	2568398.145348	2532192.436498
 10-14 	5134835.000340	2580261.730256	2554573.270084
 15-19 	4893537.028131	2452144.401119	2441392.627012
 20-24 	4650887.639041	2322557.069986	2328330.569055
 25-29 	4746693.669576	2362538.794579	2384154.874998
 30-34 	4725985.117655	2364984.042289	2361001.075366
 35-39 	4135185.440154	2090167.980339	2045017.459815
 40-44 	3269685.419705	1666486.564533	1603198.855173
 45-49 	2637103.868484	1320523.399282	1316580.469202
 50-54 	2270128.953981	1072189.341484	1197939.612497
 55-59 	2067990.952327	893120.602249	1174870.350078
 60-64 	1792954.601290	724490.911685	1068463.689605
 65-69 	1349113.868244	511028.605663	838085.262581
 70-74 	931975.043551	323602.476302	608372.567249
 75-79 	567974.433395	176737.011751	391237.421643
 80+ 	489010.169045	129599.296722	359410.872323
Total	53806157.711264	26104843.808097	27701313.903167
2018			
 0-4	5011009.117703	2530619.672996	2480389.444707
 5-9	5067192.467331	2552262.808235	2514929.659096
 10-14 	5126662.421871	2576854.639030	2549807.782841
 15-19 	4975255.775969	2493524.437836	2481731.338133
 20-24 	4639670.785248	2319300.445595	2320370.339654
 25-29 	4696818.235560	2338746.278623	2358071.956937
 30-34 	4731515.807778	2363894.329837	2367621.477941
 35-39 	4255410.732009	2146110.111884	2109300.620125
 40-44 	3397164.128756	1728460.132811	1668703.995945
 45-49 	2702457.268722	1360332.585075	1342124.683647
 50-54 	2297205.753624	1097792.910042	1199412.843581
 55-59 	2063588.251121	902080.957302	1161507.293819
 60-64 	1820348.425136	736773.119397	1083575.305738
 65-69 	1390814.547597	526748.081414	864066.466183
 70-74 	957989.404236	331774.319772	626215.084464
 75-79 	592087.183847	183128.431138	408958.752709
 80+ 	500902.659459	130802.627581	370100.031879
Total	54226092.965968	26319205.888569	27906887.077399
2019			
 0-4	4970368.524969	2510616.720929	2459751.804040
 5-9	5051341.944502	2544980.267538	2506361.676963
 10-14 	5112949.895534	2570707.699337	2542242.196197
 15-19 	5043150.022876	2528028.001350	2515122.021526
 20-24 	4653599.278192	2327670.131045	2325929.147147
 25-29 	4653009.427340	2318527.377088	2334482.050252
 30-34 	4720444.216439	2355079.879121	2365364.337318
 35-39 	4362457.492961	2195508.265835	2166949.227126
 40-44 	3534385.712149	1794341.304896	1740044.407254
 45-49 	2784970.157454	1408121.618226	1376848.539228
 50-54 	2328607.397415	1123134.029934	1205473.367481
 55-59 	2061556.055565	913571.681788	1147984.373777
 60-64 	1840769.626961	747581.055444	1093188.571517
 65-69 	1432325.777291	542525.801388	889799.975904
 70-74 	985694.962890	340763.363583	644931.599307
 75-79 	616615.115388	189790.148947	426824.966441
 80+ 	514891.954398	132620.112270	382271.842128
Total	54667137.562323	26543567.458720	28123570.103603
2020			
 0-4	4940082.243892	2495815.151443	2444267.092449
 5-9	5028381.572788	2534142.051480	2494239.521308
 10-14 	5100041.202174	2565097.129826	2534944.072348
 15-19 	5085192.085024	2549487.952707	2535704.132317
 20-24 	4699579.241669	2351587.335886	2347991.905784
 25-29 	4616960.710292	2302536.895316	2314423.814976
 30-34 	4696909.317932	2340995.575240	2355913.742692
 35-39 	4451980.335975	2236102.410376	2215877.925599
 40-44 	3676727.055920	1862383.661031	1814343.394888
 45-49 	2875557.379524	1454820.068717	1420737.310808
 50-54 	2371696.309470	1156314.429405	1215381.880066
 55-59 	2065601.246092	928907.594154	1136693.651938
 60-64 	1853660.472119	757084.913646	1096575.558473
 65-69 	1472640.582902	557968.235089	914672.347813
 70-74 	1015786.763701	350832.882063	664953.881637
 75-79 	640527.816313	196389.964689	444137.851624
 80+ 	531312.986147	135160.344254	396152.641894
Total	55122637.321935	26775626.595321	28347010.726614
2021			
 0-4	4917924.184857	2485124.120410	2432800.064446
 5-9	4997257.039051	2519072.539113	2478184.499938
 10-14 	5090483.836775	2561324.205650	2529159.631125
 15-19 	5106264.315724	2560447.309972	2545817.005752
 20-24 	4772792.044502	2388713.733401	2384078.311102
 25-29 	4590013.990528	2291124.587126	2298889.403403
 30-34 	4667317.033323	2325016.907457	2342300.125866
 35-39 	4521781.799009	2266915.504951	2254866.294058
 40-44 	3819705.777933	1930527.981468	1889177.796465
 45-49 	2982143.352531	1511266.669999	1470876.682532
 50-54 	2421080.308489	1188734.270687	1232346.037802
 55-59 	2077126.664327	947100.565127	1130026.099200
 60-64 	1859426.863851	765764.173216	1093662.690635
 65-69 	1509277.138037	572159.628528	937117.509509
 70-74 	1049828.282719	362557.936447	687270.346272
 75-79 	662735.237427	202553.706318	460181.531109
 80+ 	550422.531690	138523.435775	411899.095915
Total	55595580.400774	27016927.275644	28578653.125130
2022			
 0-4	4900877.475240	2477020.613737	2423856.861502
 5-9	4965843.859277	2503854.744120	2461989.115156
 10-14 	5088612.828285	2561336.593745	2527276.234540
 15-19 	5101162.692495	2558490.101791	2542672.590704
 20-24 	4860652.374303	2432897.419461	2427754.954843
 25-29 	4576726.069392	2286366.468587	2290359.600805
 30-34 	4636545.540545	2309601.223125	2326944.317421
 35-39 	4568257.257384	2286305.833279	2281951.424105
 40-44 	3958107.780032	1996261.004325	1961846.775707
 45-49 	3102503.074289	1571155.968148	1531347.106141
 50-54 	2476956.504599	1224696.495449	1252260.009150
 55-59 	2097898.372433	969752.164620	1128146.207813
 60-64 	1860337.116578	774453.660702	1085883.455876
 65-69 	1541422.423424	585059.896606	956362.526818
 70-74 	1085842.491999	375193.395808	710649.096191
 75-79 	684246.075389	208612.535660	475633.539729
 80+ 	571809.482134	142579.875651	429229.606483
Total	56077801.417797	27263637.994814	28814163.422983
2023			
 0-4	4887105.140822	2470563.730807	2416541.410015
 5-9	4942933.227358	2492948.262349	2449984.965010
 10-14 	5059097.386783	2547228.702704	2511868.684079
 15-19 	5096488.877904	2557067.142811	2539421.735093
 20-24 	4950505.897180	2477863.906044	2472641.991136
 25-29 	4582634.543966	2290917.251090	2291717.292876
 30-34 	4606364.196063	2295416.753630	2310947.442433
 35-39 	4590823.814759	2294195.844712	2296627.970047
 40-44 	4087166.206413	2057311.850594	2029854.355818
 45-49 	3232521.124592	1634752.699409	1597768.425183
 50-54 	2543356.704779	1264685.724214	1278670.980565
 55-59 	2126721.121810	995254.549967	1131466.571843
 60-64 	1859163.270943	784017.248997	1075146.021947
 65-69 	1568112.190942	596647.224833	971464.966109
 70-74 	1122619.682545	388246.696858	734372.985687
 75-79 	706066.280235	214916.242459	491150.037777
 80+ 	594813.907115	147119.618617	447694.288498
Total	56556493.574208	27509153.450095	29047340.124114
2024			
 0-4	4875909.155205	2465395.714368	2410513.440838
 5-9	4909783.423860	2476859.001563	2432924.422297
 10-14 	5045962.731671	2541303.128024	2504659.603647
 15-19 	5082332.224832	2550938.476191	2531393.748641
 20-24 	5024514.378063	2515007.459579	2509506.918484
 25-29 	4610489.128274	2305915.077003	2304574.051270
 30-34 	4577930.636996	2282811.362889	2295119.274107
 35-39 	4593961.123145	2293014.223219	2300946.899925
 40-44 	4201222.273227	2110942.818902	2090279.454324
 45-49 	3370510.590982	1701464.069888	1669046.521094
 50-54 	2624856.243709	1311634.103313	1313222.140396
 55-59 	2158681.376036	1020155.050986	1138526.325050
 60-64 	1859487.352330	795598.697348	1063888.654982
 65-69 	1588275.019917	606903.202724	981371.817193
 70-74 	1159009.567585	401255.493360	757754.074225
 75-79 	729147.780907	221778.658887	507369.122020
 80+ 	618839.734041	151964.273747	466875.460294
Total	57030912.740781	27752940.811993	29277971.928789
2025			
 0-4	4867115.059008	2461429.533820	2405685.525188
 5-9	4885788.212249	2465322.286745	2420465.925504
 10-14 	5024431.165131	2531180.718426	2493250.446705
 15-19 	5071472.142074	2546581.703670	2524890.438404
 20-24 	5073553.528985	2539812.660673	2533740.868312
 25-29 	4665421.187761	2334047.607993	2331373.579768
 30-34 	4553174.135773	2272412.273708	2280761.862065
 35-39 	4582134.648847	2285244.906900	2296889.741947
 40-44 	4296659.298171	2155190.818193	2141468.479978
 45-49 	3512795.886387	1769907.547207	1742888.339180
 50-54 	2713585.400016	1357387.225546	1356198.174470
 55-59 	2200873.975615	1052008.808508	1148865.167107
 60-64 	1864967.379366	810441.700178	1054525.679187
 65-69 	1601542.619346	616004.900178	985537.719168
 70-74 	1194294.544052	413959.009438	780335.534613
 75-79 	754008.011694	229365.591817	524642.419877
 80+ 	643507.965143	157009.749147	486498.215996
Total	57505325.159617	27997307.042148	29508018.117469
2026			
 0-4	4859549.527099	2458070.902646	2401478.624452
 5-9	4868171.747592	2457055.132237	2411116.615354
 10-14 	4994071.070152	2516458.344665	2477612.725487
 15-19 	5062628.690833	2543305.689698	2519323.001134
 20-24 	5098891.163946	2552962.212830	2545928.951117
 25-29 	4742321.434637	2372911.885333	2369409.549305
 30-34 	4532639.576012	2264111.367349	2268528.208663
 35-39 	4560729.896754	2273701.830684	2287028.066070
 40-44 	4370820.238249	2188792.071027	2182028.167222
 45-49 	3654575.121542	1837850.792730	1816724.328812
 50-54 	2816603.035707	1411829.280305	1404773.755402
 55-59 	2248294.172618	1082810.268432	1165483.904186
 60-64 	1876788.597408	827559.129133	1049229.468275
 65-69 	1608177.148250	624301.662129	983875.486122
 70-74 	1226453.921117	425677.415753	800776.505365
 75-79 	781729.723982	238022.098635	543707.625348
 80+ 	668388.587632	162133.890084	506254.697548
Total	57970833.653531	28237553.973669	29733279.679862
2027			
 0-4	4854370.810642	2455916.668800	2398454.141842
 5-9	4855307.146375	2451240.163841	2404066.982534
 10-14 	4962935.356712	2501318.024477	2461617.332235
 15-19 	5061080.676286	2543540.587402	2517540.088885
 20-24 	5096956.210372	2552719.897041	2544236.313331
 25-29 	4831410.929557	2417708.418394	2413702.511164
 30-34 	4522761.478589	2260924.050645	2261837.427944
 35-39 	4536054.954532	2261540.910464	2274514.044069
 40-44 	4421268.773064	2210681.709241	2210587.063823
 45-49 	3791640.236420	1903277.449878	1888362.786542
 50-54 	2932636.014808	1469480.892643	1463155.122165
 55-59 	2301453.229430	1116729.494848	1184723.734582
 60-64 	1896757.909787	848507.103885	1048250.805902
 65-69 	1610308.228957	632546.465529	977761.763428
 70-74 	1254842.045482	436406.538497	818435.506984
 75-79 	810890.119085	247272.736477	563617.382608
 80+ 	694087.445828	167518.513819	526568.932010
Total	58434761.565928	28477329.625880	29957431.940048
2028			
 0-4	4852594.339548	2455470.807298	2397123.532250
 5-9	4846437.849102	2447448.150519	2398989.698583
 10-14 	4940437.157781	2490569.997600	2449867.160180
 15-19 	5041419.784626	2534381.428230	2507038.356396
 20-24 	5089882.141361	2550269.374499	2539612.766862
 25-29 	4920994.946437	2462646.509605	2458348.436833
 30-34 	4530253.177842	2266147.762082	2264105.415760
 35-39 	4510759.107795	2249885.594489	2260873.513306
 40-44 	4448112.029210	2221132.463994	2226979.565217
 45-49 	3919892.120329	1964251.123464	1955640.996865
 50-54 	3058153.089509	1530782.446418	1527370.643090
 55-59 	2364397.314353	1154322.575213	1210074.739140
 60-64 	1923978.079132	871932.347329	1052045.731803
 65-69 	1610470.086817	641503.553966	968966.532851
 70-74 	1278655.432828	446151.662280	832503.770548
 75-79 	840600.970478	256797.622285	583803.348193
 80+ 	721094.237306	173322.011554	547772.225752
Total	58898131.864453	28717015.430825	30181116.433628
2029			
 0-4	4849523.033584	2454346.555822	2395176.477762
 5-9	4840414.661012	2445079.113185	2395335.547827
 10-14 	4908312.706036	2474971.685394	2433341.020642
 15-19 	5033919.590987	2531388.749243	2502530.841744
 20-24 	5076935.883597	2544955.019243	2531980.864353
 25-29 	4994208.638911	2499533.197306	2494675.441605
 30-34 	4558877.076394	2281454.563566	2277422.512827
 35-39 	4486634.049205	2239437.188886	2247196.860318
 40-44 	4456068.263282	2222712.017966	2233356.245316
 45-49 	4034121.816389	2018284.352712	2015837.463677
 50-54 	3191806.658630	1595301.725139	1596504.933490
 55-59 	2441499.389497	1198331.254399	1243168.135098
 60-64 	1954054.651070	894786.803473	1059267.847597
 65-69 	1611883.148704	652161.720545	959721.428159
 70-74 	1296991.242883	454914.113006	842077.129877
 75-79 	870022.132500	266299.871358	603722.261141
 80+ 	749763.445016	179659.380668	570104.064348
