Chad	1970	142.75	133.63	125.6	118.57	112.44	107.12	102.54	98.6	95.21	92.28	89.74	87.52	85.45	83.4	81.34	79.49	77.97	75.63	71.98	67.59	63.42	59.17	55.88	54.15	53.45	52.64	51.97	51.12	49.84	48.29	46.93	45.68	44.44	43.22	42.01	40.84	39.68	38.56	37.51	36.5	35.51	34.54	33.61	32.75	31.92	31.11	30.31	29.49	28.61	27.7	26.81	25.92	25.03	24.13	23.23	22.33	21.43	20.56	19.72	18.9	18.08	17.27	16.45	15.59	14.72	13.86	13	12.16	11.36	10.57	9.8	9.07	8.27	7.39	6.48	5.6	4.74	4	3.42	2.97	12.35
Channel_Islands	1970	1.57	1.68	1.76	1.82	1.86	1.88	1.88	1.86	1.84	1.8	1.76	1.73	1.68	1.61	1.54	1.47	1.38	1.38	1.5	1.7	1.89	2.09	2.2	2.14	1.98	1.83	1.68	1.57	1.55	1.59	1.61	1.63	1.64	1.61	1.57	1.53	1.5	1.48	1.46	1.45	1.44	1.42	1.42	1.44	1.48	1.51	1.55	1.56	1.54	1.49	1.44	1.39	1.37	1.39	1.44	1.48	1.52	1.54	1.54	1.52	1.49	1.47	1.44	1.41	1.37	1.33	1.28	1.23	1.17	1.11	1.05	0.98	0.92	0.85	0.79	0.72	0.66	0.61	0.56	0.52	3.1
Chile	1970	269.92	267.06	263.99	260.72	257.25	253.58	249.72	245.67	241.44	237.04	232.43	227.59	222.68	217.74	212.7	207.58	202.57	196.75	189.74	182.06	174.49	166.71	160.16	155.58	152.25	148.87	145.87	141.98	136.48	130.11	124.17	118.27	113.65	111.02	109.7	108.27	106.99	105.54	103.61	101.36	99.32	97.46	95.19	92.27	88.98	85.75	82.46	79.58	77.39	75.66	73.87	72.15	70.34	68.32	66.18	64.1	62	60.13	58.61	57.28	55.9	54.58	52.85	50.47	47.68	44.96	42.18	39.6	37.4	35.45	33.44	31.44	29.41	27.32	25.2	23.15	21.17	19.18	17.16	15.16	77.8
China	1970	28647.27	27812.47	26868.21	25841.32	24758.6	23646.87	22532.94	21443.62	20405.74	19446.1	18482.51	17432.77	16868.74	17035.26	17632.11	18176.36	18839.12	18925.68	18065.23	16608.5	15279.16	13935.07	12793.79	12037.37	11548.02	11005.67	10449.93	10055.31	9868.91	9825.45	9808.02	9834.57	9828.3	9737.29	9588.6	9468.21	9367.34	9207.94	8962.42	8660.86	8365.38	8068.82	7779.74	7510.38	7259.91	7004.53	6736.17	6537.35	6442.67	6411.23	6371.92	6344.25	6257.01	6069.27	5815.67	5572.89	5326.86	5083.63	4854.32	4633.29	4402.64	4164.58	3934.57	3718.11	3509.62	3301.85	3100.8	2882.81	2636.83	2376.56	2125.17	1876.15	1655.15	1476.71	1328.54	1184.85	1052.04	920.93	784.79	649.82	2251.23
China_Hong_Kong	1970	69.97	79.54	87.5	93.96	99.02	102.79	105.38	106.89	107.42	107.09	105.97	104.16	101.87	99.25	96.36	92.94	88.91	85.35	82.74	80.56	78.26	76.44	72.56	65.44	56.55	48.24	39.69	34.31	33.9	36.79	39.39	42.35	44.93	46.39	47.13	48.3	49.7	50.67	51.02	50.9	50.69	50.34	49.75	48.92	47.89	46.74	45.48	44.05	42.4	40.64	38.79	36.79	35.14	34.06	33.32	32.51	31.82	30.58	28.46	25.83	23.32	20.69	18.72	17.81	17.57	17.23	17.04	16.36	14.81	12.76	10.88	8.96	7.51	6.86	6.69	6.48	6.37	5.95	4.96	3.64	8.78
China_Macao	1970	4.65	4.64	4.75	4.97	5.27	5.64	6.04	6.46	6.89	7.29	7.68	8.07	8.27	8.21	7.95	7.67	7.34	6.96	6.52	6.04	5.54	5.04	4.49	3.89	3.28	2.69	2.09	1.69	1.58	1.66	1.76	1.89	2.02	2.1	2.16	2.25	2.35	2.46	2.59	2.72	2.84	2.96	3	2.91	2.74	2.58	2.4	2.24	2.13	2.07	1.98	1.91	1.82	1.71	1.59	1.48	1.37	1.31	1.34	1.42	1.49	1.59	1.61	1.51	1.33	1.17	0.98	0.89	0.95	1.09	1.21	1.34	1.39	1.3	1.12	0.96	0.79	0.64	0.53	0.44	1.36
Colombia	1970	789.39	779.77	767.85	753.87	738.12	720.84	702.31	682.78	662.53	641.8	620.33	597.85	577.29	559.98	544.59	528.67	512.99	495.3	474.32	451.29	428.98	407.17	385.4	363.84	342.82	322.33	302.15	284.76	271.31	260.73	250.68	241.5	233.04	224.93	217.26	210.45	204.39	198.49	192.44	186.44	180.8	175.34	170.46	166.34	162.69	159.14	155.93	151.83	146.22	139.74	133.51	127.15	121.87	118.35	115.93	113.33	110.81	107.77	103.75	99.09	94.61	90.16	85.65	81.14	76.61	72.06	67.5	63.04	58.72	54.54	50.43	46.42	42.47	38.58	34.78	31.13	27.64	24.37	21.38	18.65	90.28
Comoros	1970	8.95	8.52	8.14	7.79	7.48	7.2	6.94	6.71	6.5	6.29	6.11	5.93	5.74	5.53	5.3	5.08	4.88	4.65	4.37	4.06	3.77	3.48	3.26	3.16	3.14	3.11	3.1	3.07	3.01	2.93	2.86	2.8	2.74	2.66	2.59	2.51	2.44	2.37	2.3	2.24	2.18	2.12	2.06	2.01	1.95	1.89	1.84	1.79	1.74	1.69	1.64	1.59	1.54	1.49	1.43	1.37	1.32	1.26	1.2	1.14	1.08	1.02	0.95	0.89	0.82	0.75	0.68	0.62	0.57	0.52	0.47	0.43	0.39	0.35	0.31	0.27	0.24	0.21	0.18	0.16	0.64
Congo	1970	51.94	49.45	47.14	44.98	42.97	41.1	39.36	37.73	36.22	34.81	33.49	32.26	31.09	29.96	28.87	27.85	26.9	25.96	25.02	24.09	23.2	22.36	21.59	20.9	20.29	19.7	19.14	18.6	18.07	17.56	17.07	16.6	16.15	15.7	15.27	14.85	14.44	14.04	13.64	13.24	12.86	12.48	12.11	11.75	11.39	11.04	10.7	10.36	10.02	9.69	9.37	9.05	8.74	8.43	8.12	7.81	7.51	7.22	6.92	6.63	6.34	6.05	5.76	5.47	5.18	4.89	4.61	4.33	4.04	3.76	3.49	3.21	2.95	2.68	2.42	2.18	1.94	1.71	1.49	1.29	5.53
Costa_Rica	1970	56.37	57.69	58.51	58.85	58.77	58.3	57.48	56.35	54.96	53.33	51.55	49.67	47.6	45.31	42.94	40.54	38	36.13	35.31	35.15	34.92	34.84	34.28	32.88	30.98	29.24	27.52	26.06	25.05	24.35	23.6	22.89	22.2	21.49	20.78	20.13	19.51	18.94	18.43	17.95	17.49	17.06	16.56	15.96	15.29	14.66	14.03	13.43	12.86	12.32	11.79	11.25	10.8	10.48	10.23	9.99	9.77	9.48	9.09	8.63	8.19	7.75	7.32	6.9	6.5	6.1	5.7	5.3	4.91	4.53	4.16	3.8	3.46	3.14	2.85	2.57	2.3	2.05	1.82	1.61	7.89
Cote_Ivoire	1970	232.04	217.4	203.63	190.69	178.58	167.27	156.76	147.02	138.05	129.81	122.33	115.6	109.5	103.98	99.07	94.75	90.85	88.09	86.78	86.48	86.4	86.66	86.74	86.29	85.48	84.84	84.28	83.4	82.04	80.32	78.55	76.68	74.65	72.46	70.15	67.76	65.3	62.82	60.35	57.91	55.45	52.99	50.61	48.36	46.2	44.09	42.01	40.03	38.15	36.35	34.61	32.93	31.31	29.73	28.21	26.75	25.33	23.96	22.63	21.35	20.11	18.91	17.73	16.58	15.45	14.37	13.31	12.29	11.28	10.29	9.35	8.44	7.58	6.76	5.98	5.24	4.55	3.91	3.34	2.83	10.85
Croatia	1970	60.27	61.54	62.8	64.03	65.25	66.44	67.61	68.77	69.9	71.02	72.03	72.87	73.92	75.35	76.92	78.22	79.28	79.84	79.69	78.93	78.19	77.75	75.72	71.36	65.73	60.37	54.61	51.58	52.88	56.96	60.67	64.59	67.78	69.43	70.02	70.89	71.77	72.19	72.05	71.44	70.53	69.28	67.79	66.13	64.23	62.27	60.61	57.6	52.57	46.5	40.74	34.66	31.33	32.29	36.02	39.39	42.95	45.78	47.07	47.28	47.75	48.35	48.01	46.38	43.86	41.22	38.3	35.57	33.36	31.44	29.35	27.23	24.93	22.34	19.6	16.97	14.36	12.16	10.6	9.47	46.14
Cuba	1970	206.59	234.3	252.74	263	266.17	263.34	255.58	244	229.68	213.7	195.34	173.87	159.45	156.8	161.56	164.98	169.21	170.08	164.75	155.65	147.9	140.3	134.47	131.7	130.89	129.63	128.37	126.88	124.8	122.31	120.05	118	115.34	111.77	107.65	103.62	99.51	95.92	93.21	91.09	88.92	86.87	84.76	82.49	80.17	78.01	75.98	74.14	72.53	71.12	69.76	68.4	67.31	66.56	66.02	65.44	64.9	64.07	62.8	61.2	59.54	57.74	55.93	54.19	52.42	50.53	48.64	46.12	42.68	38.69	34.77	30.81	27.26	24.4	22.03	19.66	17.31	15.33	13.79	12.58	65.04
Curacao	1970	4.03	3.8	3.66	3.58	3.55	3.58	3.63	3.71	3.8	3.89	3.99	4.1	4.12	3.99	3.77	3.55	3.32	3.11	2.92	2.77	2.6	2.42	2.28	2.21	2.19	2.16	2.15	2.11	1.99	1.85	1.71	1.58	1.49	1.46	1.47	1.48	1.5	1.5	1.48	1.45	1.43	1.4	1.37	1.34	1.3	1.26	1.21	1.18	1.15	1.14	1.13	1.12	1.09	1.05	0.98	0.93	0.86	0.82	0.81	0.82	0.82	0.83	0.82	0.78	0.73	0.67	0.62	0.57	0.53	0.5	0.46	0.43	0.39	0.36	0.34	0.31	0.29	0.26	0.23	0.21	1.19
Cyprus	1970	11.67	11.65	11.72	11.86	12.06	12.29	12.54	12.8	13.04	13.25	13.45	13.66	13.68	13.4	12.92	12.44	11.91	11.46	11.18	10.98	10.75	10.52	10.23	9.84	9.4	8.98	8.56	8.22	8.01	7.89	7.77	7.66	7.55	7.41	7.26	7.12	7	6.89	6.81	6.74	6.68	6.61	6.53	6.42	6.29	6.16	6.04	5.91	5.76	5.61	5.46	5.31	5.21	5.2	5.25	5.29	5.33	5.34	5.28	5.18	5.09	4.99	4.88	4.77	4.67	4.55	4.41	4.28	4.13	3.98	3.82	3.67	3.49	3.27	3.04	2.8	2.54	2.34	2.25	2.22	11.04
Czech_Republic	1970	137.25	137.12	136.84	136.49	136.14	135.87	135.76	135.9	136.35	137.21	138.17	138.93	141.46	146.61	153.32	159.54	165.49	170.51	173.99	176.09	177.84	179.39	178.24	173.36	165.93	158.52	151.1	142.97	134.21	125.42	116.76	107.7	102.53	103.22	107.8	112.33	117.67	121.92	123.73	124.11	124.63	124.12	126.1	132.19	140.1	147.61	157.19	156.84	141.04	116.28	93.11	67.62	55.04	63.46	84.98	104.04	124.22	137.69	139.16	132.83	128.22	123.47	118.91	115.67	113.04	109.27	104.82	99.79	94.11	87.97	81.71	75.33	68.99	62.82	56.83	50.88	45	39.62	34.97	30.87	146.99
Dem_People_Republic_Korea	1970	641.29	539.99	462.94	407.18	369.78	347.78	338.25	338.24	344.79	354.98	372.44	400.8	404.21	366.57	304.67	248.91	190.17	156.3	163.24	196.15	224.51	254.71	276.6	282.12	277.05	275.07	273.32	271.03	269.16	266.89	263.08	258.68	250.32	236.42	219.05	201.78	183.78	168.44	157.76	150.28	142.4	134.72	127.95	122.02	116.81	112.21	108.21	104.37	100.48	96.62	93.1	89.81	86.73	83.87	81.15	78.52	76.01	73.21	69.9	66.29	62.75	59.23	55.84	52.7	49.72	46.75	43.82	40.89	37.93	34.97	32.1	29.29	26.64	24.19	21.9	19.71	17.65	15.57	13.41	11.25	41
Democratic_Republic_Congo	1970	804.57	758.24	716.37	678.62	644.68	614.2	586.87	562.36	540.34	520.49	502.84	487.45	472.13	455.84	439.34	424.22	409.83	397.39	387.57	379.47	371.63	364.44	356.22	346.03	334.61	323.73	313.07	302.59	292.45	282.61	272.82	263.13	253.79	244.92	236.43	228.13	220.02	212.19	204.66	197.39	190.34	183.52	176.81	170.15	163.59	157.23	151.02	145.08	139.46	134.08	128.83	123.72	118.68	113.66	108.7	103.85	99.11	94.43	89.8	85.22	80.72	76.31	71.98	67.73	63.56	59.48	55.5	51.58	47.69	43.87	40.17	36.58	33.14	29.87	26.77	23.8	21	18.32	15.75	13.33	51.85
Denmark	1970	73.81	76.37	78.17	79.27	79.79	79.8	79.4	78.67	77.72	76.63	75.42	74.1	73.14	72.78	72.88	72.88	72.66	73.37	75.45	78.29	80.9	83.56	84.93	84.25	82.15	80.15	78.11	75.56	72.49	69.13	65.72	62.15	59.36	57.8	57.12	56.45	55.94	55.65	55.54	55.59	55.79	56.04	56.62	57.65	58.9	60.15	61.55	62.2	61.69	60.44	59.26	57.91	57.03	57.01	57.49	57.75	57.93	57.81	57.24	56.32	55.37	54.36	53.09	51.47	49.61	47.67	45.59	43.57	41.71	39.92	38.05	36.15	34.13	31.95	29.67	27.42	25.17	22.98	20.89	18.88	102.55
Djibouti	1970	6.83	6.49	6.16	5.83	5.53	5.23	4.96	4.69	4.44	4.21	3.99	3.79	3.61	3.44	3.29	3.15	3.01	2.93	2.92	2.97	3.02	3.08	3.09	2.99	2.83	2.69	2.54	2.41	2.31	2.24	2.16	2.08	2.01	1.93	1.86	1.79	1.72	1.66	1.6	1.54	1.48	1.42	1.36	1.31	1.26	1.2	1.16	1.11	1.06	1.01	0.97	0.93	0.89	0.84	0.8	0.76	0.73	0.69	0.65	0.62	0.58	0.55	0.51	0.48	0.45	0.42	0.39	0.36	0.33	0.3	0.28	0.25	0.22	0.2	0.18	0.16	0.14	0.12	0.1	0.09	0.32
Dominican_Republic	1970	167.11	164.34	161.46	158.46	155.32	152.05	148.61	145.01	141.23	137.25	133.14	128.94	124.33	119.17	113.64	108.14	102.68	97.08	91.31	85.53	79.93	74.47	69.63	65.65	62.38	59.28	56.34	54.17	52.99	52.48	52.11	51.99	51.58	50.57	49.16	47.91	46.73	45.46	44.06	42.59	41.09	39.57	38.07	36.65	35.27	33.89	32.51	31.14	29.78	28.44	27.12	25.82	24.58	23.41	22.3	21.21	20.15	19.13	18.14	17.19	16.26	15.37	14.5	13.66	12.84	12.05	11.28	10.53	9.77	9.02	8.3	7.61	6.93	6.28	5.66	5.07	4.5	3.97	3.46	2.99	13.32
Ecuador	1970	225.44	216.51	208.27	200.66	193.63	187.13	181.1	175.48	170.24	165.3	160.57	155.91	151.59	147.67	143.91	140.27	137.08	132.42	125.42	117.09	109.12	100.94	94.67	91.46	90.23	88.81	87.7	85.95	82.91	79.1	75.71	72.46	69.56	67.2	65.22	63.23	61.31	59.4	57.44	55.48	53.61	51.83	50.05	48.25	46.46	44.74	43.09	41.53	40.08	38.73	37.41	36.09	35.01	34.29	33.78	33.27	32.84	32.11	30.85	29.28	27.77	26.24	24.87	23.8	22.92	21.99	21.06	20.09	19.02	17.9	16.81	15.73	14.68	13.66	12.68	11.7	10.76	9.8	8.81	7.82	37.53
Egypt	1970	1180.17	1132.88	1091.11	1054.24	1021.62	992.63	966.64	943.01	921.11	900.3	881.41	865.22	843.91	813.95	779.03	744.88	708.54	680.93	667.49	662.08	655.59	652.72	634.71	592.23	535.52	482.85	428.98	391.09	379.08	384.13	387.25	391.81	395.35	394.6	391.17	390.04	390.33	388.52	383.39	375.92	368.45	360.68	352.06	342.62	332.56	322.12	311.26	300.72	290.87	281.49	271.95	262.37	252.96	243.76	234.74	225.82	216.96	208.37	200.09	192.05	184.08	176.22	168.27	160.08	151.77	143.58	135.46	127.42	119.46	111.59	103.83	96.21	88.65	81.11	73.66	66.45	59.49	52.79	46.39	40.33	173.43
El_Salvador	1970	138	133.74	129.63	125.65	121.8	118.05	114.41	110.86	107.39	103.98	100.62	97.3	94.02	90.76	87.51	84.35	81.33	78.01	74.19	70.13	66.23	62.37	59.1	56.75	55.03	53.33	51.75	50.3	48.91	47.57	46.36	45.26	44.08	42.72	41.25	39.85	38.51	37.1	35.55	33.94	32.37	30.78	29.45	28.54	27.9	27.24	26.64	25.92	24.95	23.84	22.8	21.79	20.82	19.93	19.11	18.28	17.46	16.69	15.98	15.31	14.66	14.02	13.38	12.7	12.02	11.35	10.69	10.03	9.38	8.72	8.09	7.46	6.85	6.24	5.64	5.07	4.51	3.99	3.51	3.06	13.73
Equatorial_Guinea	1970	10.1	9.47	8.92	8.44	8.03	7.68	7.38	7.13	6.92	6.74	6.59	6.46	6.35	6.23	6.11	6.01	5.93	5.79	5.56	5.27	5	4.72	4.5	4.39	4.34	4.28	4.24	4.18	4.09	3.99	3.89	3.8	3.72	3.66	3.6	3.54	3.49	3.42	3.34	3.26	3.17	3.08	3	2.93	2.86	2.78	2.71	2.64	2.57	2.51	2.44	2.38	2.31	2.24	2.15	2.07	1.98	1.9	1.83	1.76	1.68	1.61	1.54	1.46	1.38	1.31	1.23	1.16	1.08	1.01	0.94	0.88	0.8	0.73	0.66	0.58	0.52	0.45	0.39	0.33	1.31
Eritrea	1970	72.38	68.51	65.03	61.91	59.11	56.6	54.36	52.35	50.53	48.88	47.43	46.2	44.86	43.25	41.52	39.91	38.28	37.12	36.69	36.69	36.64	36.71	36.27	35.02	33.25	31.59	29.91	28.4	27.23	26.28	25.28	24.26	23.3	22.39	21.52	20.68	19.88	19.08	18.27	17.46	16.67	15.91	15.18	14.5	13.85	13.21	12.6	11.99	11.38	10.78	10.2	9.63	9.09	8.57	8.07	7.59	7.13	6.67	6.23	5.79	5.38	4.98	4.6	4.24	3.9	3.58	3.28	2.99	2.73	2.48	2.25	2.03	1.82	1.63	1.44	1.27	1.11	0.97	0.84	0.72	3.19
Estonia	1970	18.92	19.24	19.51	19.73	19.91	20.05	20.15	20.22	20.26	20.28	20.29	20.28	20.25	20.21	20.16	20.09	19.98	19.97	20.13	20.39	20.65	21.01	21.03	20.51	19.7	18.94	18.07	17.8	18.5	19.79	20.97	22.26	22.99	22.81	22.04	21.36	20.56	20.13	20.33	20.9	21.3	21.68	21.66	20.98	19.88	18.86	17.92	16.8	15.49	14.11	12.75	11.28	10.57	11.03	12.22	13.33	14.55	15.35	15.38	14.92	14.57	14.19	13.83	13.54	13.29	12.95	12.57	12.1	11.52	10.87	10.21	9.52	8.86	8.23	7.63	7.03	6.42	5.85	5.33	4.85	26.41
Ethiopia	1970	1145.48	1084.34	1027.66	975.21	926.79	882.18	841.17	803.54	769.09	737.6	708.9	682.84	658.95	636.92	616.7	598.11	580.73	565.49	552.69	541.47	530.89	521.39	509.78	494.44	476.79	459.9	443.17	427.16	412.48	398.75	384.99	371.36	358.31	345.94	334.13	322.65	311.54	300.71	290.08	279.7	269.65	259.9	250.47	241.38	232.6	224.05	215.76	207.61	199.52	191.56	183.81	176.23	168.9	161.87	155.08	148.42	141.91	135.46	129.04	122.67	116.38	110.12	104.04	98.21	92.52	86.94	81.61	75.67	68.73	61.26	54.09	46.97	40.87	36.3	32.81	29.41	26.31	23.28	20.13	16.99	66.45
Fiji	1970	16.19	15.91	15.69	15.54	15.44	15.36	15.31	15.27	15.21	15.14	15.06	14.99	14.77	14.32	13.71	13.11	12.47	11.9	11.43	11.04	10.63	10.21	9.8	9.39	9	8.62	8.26	7.9	7.56	7.24	6.92	6.62	6.35	6.09	5.87	5.65	5.44	5.24	5.04	4.83	4.64	4.46	4.29	4.12	3.97	3.82	3.67	3.54	3.45	3.38	3.31	3.24	3.14	3	2.82	2.64	2.47	2.3	2.15	2	1.86	1.72	1.58	1.46	1.34	1.22	1.11	1.01	0.94	0.88	0.82	0.77	0.72	0.64	0.56	0.48	0.41	0.35	0.31	0.28	1.14
Finland	1970	64.86	67.57	69.89	71.86	73.51	74.89	76.05	77.01	77.82	78.52	79.1	79.53	80.14	81.08	82.21	83.04	83.38	84.37	86.43	88.89	91.05	93.54	93.16	88.43	81	73.91	66.38	60.85	58.81	59.04	58.88	58.9	58.7	57.81	56.57	55.7	54.94	54.77	55.45	56.65	57.75	58.88	59.53	59.4	58.7	58.1	57.63	56.54	54.58	52.13	49.71	47.05	45.56	45.95	47.51	48.81	50.14	50.91	50.68	49.75	48.9	48.03	46.7	44.75	42.39	39.94	37.32	34.84	32.7	30.77	28.76	26.74	24.67	22.48	20.25	18.1	15.99	14.09	12.47	11.06	51.82
France	1970	799.81	821.75	838.12	849.51	856.53	859.78	859.86	857.37	852.92	847.11	839.86	831.08	824.81	823.03	824.28	822.79	816.91	818.5	831.96	850.46	867.3	889.28	881.93	829.15	749.25	674.47	595.81	544.31	537.87	561	579.61	599.7	618.65	631.46	640.29	653.14	669.4	679.27	678.98	672.45	663.96	648.61	646.72	667.51	699.22	728.14	765.79	759.63	684.99	570.49	463.51	347.4	285.15	310.59	391.22	462.1	537.88	589.05	594.92	571.6	555.79	539.98	525.88	517.94	512.97	503.68	491.98	476.68	456.6	433.16	409.22	384.54	359.56	334.92	310.64	285.98	260.93	237.85	217.79	199.83	1159.71
French_Guiana	1970	1.44	1.41	1.38	1.35	1.32	1.29	1.26	1.23	1.21	1.18	1.14	1.12	1.08	1.03	0.98	0.93	0.87	0.83	0.81	0.81	0.81	0.81	0.8	0.78	0.76	0.73	0.71	0.69	0.68	0.66	0.65	0.63	0.62	0.6	0.59	0.57	0.56	0.55	0.55	0.55	0.54	0.54	0.54	0.53	0.51	0.5	0.49	0.47	0.45	0.43	0.41	0.39	0.37	0.36	0.34	0.33	0.31	0.3	0.28	0.26	0.24	0.23	0.21	0.2	0.2	0.2	0.2	0.2	0.19	0.18	0.17	0.17	0.16	0.14	0.13	0.11	0.09	0.08	0.07	0.07	0.39
French_Polynesia	1970	4.22	4.02	3.85	3.7	3.58	3.48	3.39	3.31	3.23	3.16	3.09	3.04	2.95	2.82	2.65	2.49	2.34	2.18	2.02	1.87	1.72	1.57	1.47	1.44	1.48	1.5	1.54	1.56	1.54	1.49	1.44	1.4	1.37	1.36	1.36	1.36	1.36	1.34	1.28	1.2	1.13	1.05	0.99	0.94	0.91	0.88	0.85	0.82	0.77	0.73	0.68	0.64	0.61	0.6	0.6	0.61	0.62	0.61	0.58	0.54	0.5	0.46	0.42	0.39	0.37	0.34	0.32	0.29	0.26	0.23	0.2	0.18	0.15	0.14	0.12	0.11	0.1	0.09	0.08	0.07	0.33
Gabon	1970	19.34	18.11	16.99	15.98	15.06	14.23	13.49	12.83	12.24	11.72	11.27	10.87	10.52	10.22	9.95	9.73	9.55	9.37	9.17	8.98	8.81	8.66	8.54	8.44	8.36	8.3	8.24	8.19	8.15	8.1	8.07	8.03	8	7.99	7.98	7.97	7.95	7.9	7.82	7.71	7.59	7.48	7.32	7.13	6.91	6.69	6.45	6.25	6.11	6.01	5.89	5.79	5.65	5.47	5.25	5.05	4.84	4.65	4.51	4.38	4.26	4.13	4	3.84	3.67	3.51	3.34	3.17	2.99	2.8	2.62	2.44	2.25	2.06	1.87	1.68	1.5	1.33	1.17	1.01	4.24
Gambia	1970	20.06	18.49	17.03	15.65	14.38	13.2	12.13	11.16	10.3	9.54	8.89	8.33	7.91	7.65	7.54	7.48	7.45	7.58	7.9	8.33	8.76	9.21	9.5	9.52	9.35	9.19	9.02	8.73	8.29	7.76	7.2	6.6	6.11	5.8	5.6	5.38	5.19	4.95	4.64	4.3	3.99	3.69	3.45	3.31	3.24	3.17	3.11	3.06	3.02	2.98	2.95	2.94	2.9	2.84	2.75	2.67	2.58	2.49	2.41	2.33	2.25	2.17	2.06	1.91	1.74	1.57	1.4	1.24	1.1	0.99	0.87	0.76	0.65	0.55	0.46	0.38	0.3	0.23	0.18	0.14	0.4
Georgia	1970	71.57	80.96	88.61	94.65	99.2	102.39	104.36	105.21	105.08	104.1	102.29	99.71	96.91	94.18	91.4	88.27	85.02	81.27	76.85	72.1	67.7	63.69	60.07	56.95	54.5	52.21	49.47	50.12	55.8	64.45	72.82	82.1	87.25	85.63	79.74	74.42	68.26	64.76	66.03	70.06	73.06	76.17	76.41	72	64.67	58.01	51.46	45.54	40.92	37.39	33.66	29.47	27.99	30.52	35.47	40.26	45.69	48.58	47.16	43.02	39.38	35.47	32.61	31.76	32.1	31.99	31.91	30.97	28.64	25.46	22.51	19.52	17.17	15.92	15.39	14.74	14.1	13.54	13.02	12.51	81.07
Germany	1970	1116.28	1180.69	1229.25	1263.44	1284.69	1294.48	1294.25	1285.45	1269.55	1248	1220.99	1188.7	1158.92	1135.63	1116.49	1096.79	1079.41	1058.7	1032.01	1003.8	979.32	955.31	949.22	969.59	1007.67	1042.67	1074.58	1113.22	1160.03	1208.23	1255.63	1309.89	1321.64	1268.39	1175.16	1086.26	988.98	925.98	921.73	954.55	977	996.99	1011.06	1012.22	1002.95	999.81	1008.06	982.27	904.24	797.99	698.13	588.63	541.71	593.89	708.18	812.32	922.27	1000.95	1023.12	1007.7	999.31	989.55	974.95	958.4	938.69	912.53	881.55	845.11	802.89	756.46	708.05	657.64	607.99	560.85	515.62	469.97	424.36	381.39	342.11	305.8	1518.34
Ghana	1970	354.28	337.32	321.39	306.41	292.35	279.14	266.72	255.05	244.06	233.7	224.11	215.41	206.6	197.23	187.83	179.01	170.24	163.85	160.93	160.2	159.42	159.27	157.25	151.96	144.64	137.9	131.18	125.17	120.46	116.62	112.61	108.62	104.79	101.07	97.48	94.05	90.78	87.61	84.52	81.51	78.61	75.8	73.09	70.49	67.98	65.54	63.18	60.82	58.44	56.05	53.73	51.44	49.24	47.13	45.11	43.11	41.15	39.2	37.25	35.31	33.41	31.54	29.68	27.82	25.97	24.15	22.37	20.64	18.95	17.32	15.74	14.22	12.74	11.3	9.91	8.6	7.35	6.22	5.21	4.32	14.14
Greece	1970	169.27	159.43	151.89	146.38	142.64	140.39	139.36	139.29	139.91	140.95	142.61	145.12	145.8	143.42	139.15	135.13	130.61	127.72	127.61	129.08	130.28	132.27	131.11	124.9	115.84	107.6	98.88	94.57	97.28	104.47	111.06	118.1	123.66	126.28	126.99	128.08	128.84	129.99	132.02	134.27	135.95	137.68	136.55	131.15	123.07	115.34	107.42	100.74	96.32	93.58	90.57	87.23	86.08	88.04	91.89	95.63	99.77	102.09	101.33	98.48	95.91	93.2	90.23	87.19	84.03	80.47	76.5	72.83	69.74	66.94	64.06	61.45	57.66	52.01	45.35	38.91	32.1	27.49	26.34	27.34	177.75
Grenada	1970	1.9	2.28	2.62	2.9	3.13	3.31	3.45	3.53	3.58	3.57	3.54	3.48	3.35	3.11	2.81	2.5	2.16	1.89	1.72	1.62	1.51	1.41	1.31	1.2	1.09	0.99	0.89	0.83	0.82	0.84	0.86	0.9	0.9	0.83	0.73	0.64	0.54	0.49	0.53	0.62	0.7	0.78	0.83	0.81	0.76	0.71	0.66	0.62	0.6	0.6	0.59	0.58	0.57	0.56	0.55	0.53	0.52	0.51	0.51	0.52	0.53	0.53	0.53	0.52	0.51	0.49	0.47	0.44	0.41	0.37	0.32	0.28	0.25	0.22	0.2	0.18	0.15	0.14	0.13	0.13	0.78
Guadeloupe	1970	10.26	10.06	9.88	9.71	9.56	9.41	9.27	9.13	8.99	8.84	8.69	8.53	8.36	8.17	7.96	7.74	7.51	7.23	6.9	6.53	6.16	5.8	5.41	4.99	4.54	4.12	3.7	3.37	3.17	3.08	2.99	2.93	2.89	2.87	2.85	2.86	2.89	2.91	2.92	2.92	2.92	2.92	2.92	2.89	2.85	2.81	2.77	2.72	2.64	2.55	2.46	2.36	2.28	2.25	2.24	2.23	2.21	2.17	2.06	1.92	1.79	1.65	1.53	1.45	1.38	1.31	1.25	1.17	1.08	0.99	0.9	0.81	0.74	0.69	0.66	0.62	0.59	0.56	0.52	0.48	2.85
